Target_genes	Pknox1|Average	SRX170715|Embryonic_trunk	SRX759626|ES_cells	SRX442884|MEF	SRX625489|MEF	SRX625491|MEF	STRING
Ptms	37.200000	0	0	0	0	186	0
Prkd3	37.200000	0	0	0	0	186	0
Peak1	37.200000	0	0	186	0	0	0
Hmg20a	37.200000	0	0	186	0	0	0
Wdr48	37.000000	0	0	0	0	185	0
Vps26b	37.000000	0	0	0	0	185	0
Tnfrsf12a	37.000000	0	0	0	0	185	0
Thoc6	37.000000	0	0	0	0	185	0
Ncapd3	37.000000	0	0	0	0	185	0
Hcfc1r1	37.000000	0	0	0	0	185	0
Col1a2	37.000000	0	0	0	0	185	0
Cldn6	37.000000	0	0	0	0	185	0
Cacul1	37.000000	0	0	0	0	185	0
Akr1b10	37.000000	0	0	0	0	185	0
Thy1	36.800000	0	0	0	0	184	0
Sf3a1	36.800000	0	0	184	0	0	0
Dhrs3	36.800000	0	0	0	0	184	0
Ccdc157	36.800000	0	0	184	0	0	0
Sema4a	36.600000	0	0	0	0	183	0
Pdzd11	36.600000	0	0	0	0	183	0
Kif4	36.600000	0	0	0	0	183	0
Ythdc2	36.400000	0	0	182	0	0	0
Trim21	36.400000	182	0	0	0	0	0
Tmem171	36.400000	0	0	0	0	182	0
Rcor2	36.400000	0	0	0	0	182	0
Lrwd1	36.400000	0	0	98	0	84	0
Layn	36.400000	0	0	0	0	182	0
Jag2	36.400000	0	182	0	0	0	0
Gon4l	36.400000	0	0	0	0	182	0
Dda1	36.400000	0	0	0	0	182	0
Dap3	36.400000	0	0	0	0	182	0
Ccdc28a	36.400000	0	0	0	0	182	0
Alkbh4	36.400000	0	0	98	0	84	0
Zfp712	36.200000	0	0	0	0	181	0
Slc11a2	36.200000	0	0	0	0	181	0
Prrc1	36.200000	0	0	0	0	181	0
Polm	36.200000	0	0	0	0	181	0
Phtf1	36.200000	0	0	181	0	0	0
Kif5b	36.200000	0	0	0	0	181	0
Cux2	36.200000	0	181	0	0	0	0
Atp9b	36.200000	0	0	0	0	181	0
Tmem238	36.000000	0	0	0	0	180	0
Slc35a4	36.000000	0	0	0	0	180	0
Rpl28	36.000000	0	0	0	0	180	0
Nkx3-2	36.000000	0	180	0	0	0	0
Irx3	36.000000	0	0	0	0	180	0
Apbb3	36.000000	0	0	0	0	180	0
Ube2e2	35.800000	0	0	179	0	0	0
Stk10	35.800000	0	0	0	0	179	0
Gpa33	35.800000	0	179	0	0	0	0
Fxr1	35.800000	0	0	0	0	179	0
Fsbp	35.800000	0	179	0	0	0	0
Dusp27	35.800000	0	179	0	0	0	0
Arid1b	35.800000	0	0	0	0	179	0
Apc	35.600000	0	0	0	0	178	0
Vrk1	35.400000	0	0	0	0	177	0
Tmem270	35.400000	0	0	0	0	177	0
Myo7a	35.400000	0	0	0	0	177	0
Magohb	35.400000	0	0	0	0	177	0
Lrrcc1	35.400000	0	0	0	0	177	0
Gli2	35.400000	0	0	0	0	177	0
Cavin3	35.400000	0	0	0	0	177	0
Bhlhe40	35.400000	0	0	0	0	177	0
Arl13b	35.400000	0	0	0	0	177	0
Xrcc5	35.200000	0	0	0	0	176	0
Washc2	35.200000	0	0	0	0	176	0
Tceal9	35.200000	0	0	0	0	176	0
Pi4k2a	35.200000	0	0	0	0	176	0
Morn4	35.200000	0	0	0	0	176	0
Ankar	35.200000	0	0	0	176	0	0
Zc3h4	35.000000	0	0	0	0	175	0
Psmd3	35.000000	0	0	0	0	175	0
Naga	35.000000	0	0	0	0	175	0
Lrr1	35.000000	0	0	67	0	108	0
Kcnh4	35.000000	0	175	0	0	0	0
Hectd4	35.000000	0	0	0	0	175	0
Gm128	35.000000	0	0	0	0	175	0
Exoc7	35.000000	0	0	0	0	175	0
Dhx9	35.000000	0	0	0	0	175	0
Cplx4	35.000000	0	175	0	0	0	0
Arid1a	35.000000	0	0	69	0	106	0
Wdr78	34.800000	0	0	174	0	0	0
Stx17	34.800000	0	0	174	0	0	0
Sox5	34.800000	0	174	0	0	0	0
Prkdc	34.800000	0	0	174	0	0	0
Morc4	34.800000	0	0	174	0	0	0
Mier1	34.800000	0	0	174	0	0	0
Eif2s3x	34.800000	0	0	0	0	174	0
Dennd11	34.800000	0	0	0	0	174	0
Tspyl2	34.600000	0	0	0	0	173	0
Spg20	34.600000	0	0	0	0	173	0
Rbsn	34.600000	0	0	0	0	173	0
Psmb6	34.600000	0	0	0	0	173	0
Ppfibp2	34.600000	0	173	0	0	0	0
Txndc15	34.400000	0	0	0	0	172	0
Tesmin	34.400000	0	0	0	0	172	0
Tatdn2	34.400000	0	0	0	0	172	0
Synrg	34.400000	0	0	0	0	172	0
Spire2	34.400000	0	0	0	0	172	0
Inhba	34.400000	0	0	0	0	172	0
Dpysl2	34.400000	0	0	172	0	0	0
C9	34.400000	0	0	0	0	172	0
Slc7a11	34.200000	0	0	0	0	171	0
Plxnb1	34.200000	0	0	0	0	171	0
Itln1	34.200000	0	0	0	171	0	0
Ptpn22	34.000000	0	0	0	0	170	0
Htra4	34.000000	0	0	0	0	170	0
Gipc2	34.000000	0	170	0	0	0	0
Fam185a	34.000000	0	0	0	0	170	0
Ccdc146	34.000000	0	0	0	0	170	0
Atp6v0d1	34.000000	0	0	0	0	170	0
Agrp	34.000000	0	0	0	0	170	0
Zfp84	33.800000	0	0	0	0	169	0
Wdr45	33.800000	0	0	0	0	169	0
Tram2	33.800000	0	0	0	0	169	0
Smad7	33.800000	0	0	0	0	169	0
Rell2	33.800000	0	0	0	0	169	0
Praf2	33.800000	0	0	0	0	169	0
Ints9	33.800000	0	0	0	0	169	0
Hmbox1	33.800000	0	0	0	0	169	0
Hdac3	33.800000	0	0	0	0	169	0
Defa32	33.800000	0	0	0	169	0	0
Cdc42ep3	33.800000	0	0	0	0	169	0
Prss46	33.600000	0	0	0	0	168	0
Dot1l	33.600000	0	0	0	0	168	0
Zfp628	33.400000	0	0	0	0	167	0
Ywhae	33.400000	0	0	0	0	167	0
Wdr31	33.400000	0	0	0	0	167	0
Usp53	33.400000	0	0	0	0	167	0
Traf6	33.400000	0	0	0	0	167	0
Tet3	33.400000	0	0	0	0	167	0
Tcf24	33.400000	0	167	0	0	0	0
Spa17	33.400000	0	0	0	0	167	0
Son	33.400000	0	0	0	0	167	0
Siae	33.400000	0	0	0	0	167	0
Scrn3	33.400000	0	0	0	0	167	0
Psma1	33.400000	0	0	0	0	167	0
Pdlim1	33.400000	0	0	0	0	167	0
Pcnx4	33.400000	0	0	0	0	167	0
Pax8	33.400000	0	0	0	0	167	0
Ogfrl1	33.400000	0	0	0	0	167	0
Gm36712	33.400000	0	0	0	0	167	0
Gart	33.400000	0	0	0	0	167	0
Eif3b	33.400000	0	0	0	0	167	0
Edrf1	33.400000	0	0	0	0	167	0
Dab2	33.400000	0	0	0	0	167	0
Cir1	33.400000	0	0	0	0	167	0
Cep20	33.400000	0	0	0	0	167	0
Apbb2	33.400000	0	167	0	0	0	0
Wdr35	33.200000	0	0	0	0	166	0
Lrrc49	33.200000	0	0	0	0	166	0
Glrx	33.200000	0	0	0	0	166	0
Fam118a	33.200000	0	0	0	0	166	0
Dennd5b	33.200000	0	0	0	0	166	0
Ddx42	33.200000	0	0	0	0	166	0
Ccdc47	33.200000	0	0	0	0	166	0
Aph1b	33.200000	0	0	0	0	166	0
Zgpat	33.000000	0	0	0	0	165	0
Zfand4	33.000000	0	0	0	0	165	0
Scaf1	33.000000	0	0	0	0	165	0
Rras	33.000000	0	0	0	0	165	0
Ppp1r37	33.000000	0	0	0	0	165	0
Pml	33.000000	0	0	0	0	165	0
Hoxb5	33.000000	0	0	0	0	165	0
Arfrp1	33.000000	0	0	0	0	165	0
Actg1	33.000000	0	0	0	0	165	0
Zfp697	32.800000	0	0	164	0	0	0
Syt11	32.800000	0	0	0	0	164	0
Sertad4	32.800000	0	0	0	0	164	0
Pxk	32.800000	0	0	0	0	164	0
Phactr3	32.800000	0	164	0	0	0	0
Pcyt1a	32.800000	0	0	0	0	164	0
Panx1	32.800000	0	0	164	0	0	0
Mfap3l	32.800000	0	0	0	0	164	0
Map4k3	32.800000	0	0	0	0	164	0
Cr1l	32.800000	0	0	0	0	164	0
Zcchc9	32.600000	0	0	0	0	163	0
Spag9	32.600000	0	0	0	0	163	0
Socs7	32.600000	0	0	0	0	163	0
Ppwd1	32.600000	0	0	0	0	163	0
Plxnb2	32.600000	0	0	0	0	163	0
Ostf1	32.600000	0	0	0	0	163	0
Olfr1390	32.600000	0	0	163	0	0	0
Nmrk1	32.600000	0	0	0	0	163	0
Lrrc4c	32.600000	0	0	163	0	0	0
Cenpk	32.600000	0	0	0	0	163	0
Cdc42bpa	32.600000	0	0	0	0	163	0
Ccnt1	32.600000	0	0	163	0	0	0
Acsl5	32.600000	0	0	0	0	163	0
4930415O20Rik	32.600000	0	0	163	0	0	0
Tpra1	32.400000	0	0	0	0	162	0
Thap7	32.400000	0	0	0	0	162	0
Slc35b1	32.400000	0	0	0	0	162	0
Phox2a	32.400000	0	162	0	0	0	0
Nrip1	32.400000	0	0	0	0	162	0
Nnmt	32.400000	0	0	0	162	0	0
Mcm2	32.400000	0	0	0	0	162	0
Gopc	32.400000	0	0	0	0	162	0
Fasn	32.400000	0	0	0	0	162	0
Adgrg3	32.400000	0	0	0	0	162	0
Rnf150	32.200000	0	0	0	0	161	0
Rbmx2	32.200000	0	0	161	0	0	0
Klhl38	32.000000	0	0	0	0	160	0
Atg2a	32.000000	0	0	0	0	160	0
Uhrf1bp1l	31.800000	0	0	0	0	159	0
Txnrd2	31.800000	159	0	0	0	0	0
Olfr456	31.800000	0	0	0	0	159	0
Ndufs8	31.800000	0	0	0	0	159	0
Nat10	31.800000	0	0	0	0	159	0
Mitf	31.800000	0	0	0	0	159	0
Masp1	31.800000	0	0	0	0	159	0
Ankrd50	31.800000	0	0	0	0	159	0
Zdhhc7	31.600000	0	0	0	0	158	0
Tas2r143	31.600000	0	0	0	0	158	0
Sugp2	31.600000	0	0	0	0	158	0
Nav2	31.600000	0	0	0	0	158	0
Magi3	31.600000	0	0	0	0	158	0
Ifi47	31.600000	0	0	0	0	158	0
Hgf	31.600000	0	0	0	0	158	0
Gcnt3	31.600000	0	158	0	0	0	0
Armc6	31.600000	0	0	0	0	158	0
Zfp948	31.400000	0	0	0	0	157	0
Zfp799	31.400000	0	0	0	0	157	0
Zfp507	31.400000	0	0	0	0	157	0
Vegfd	31.400000	0	0	0	0	157	0
Tmem9b	31.400000	0	0	0	0	157	0
Tma16	31.400000	0	0	0	0	157	0
Thap3	31.400000	0	157	0	0	0	0
Tax1bp3	31.400000	0	0	0	0	157	0
Stox1	31.400000	0	0	0	0	157	0
Stk3	31.400000	0	0	0	0	157	0
Sptbn1	31.400000	0	0	0	0	157	0
Spic	31.400000	0	157	0	0	0	0
Sccpdh	31.400000	0	0	0	0	157	0
Pcmtd2	31.400000	0	0	0	0	157	0
Nog	31.400000	0	0	0	0	157	0
Ids	31.400000	0	0	0	0	157	0
Gba	31.400000	0	0	0	0	157	0
Fbxl20	31.400000	0	0	0	0	157	0
Emc6	31.400000	0	0	0	0	157	0
D830031N03Rik	31.400000	0	0	0	0	157	0
Coa6	31.400000	0	0	0	0	157	0
Cltb	31.400000	0	0	0	0	157	0
Clrn3	31.400000	0	0	0	0	157	0
Ube2v1	31.200000	0	0	0	0	156	0
Tbc1d32	31.200000	0	0	0	0	156	0
Skp2	31.200000	0	0	0	0	156	0
Nudt3	31.200000	0	0	156	0	0	0
Lmbrd2	31.200000	0	0	0	0	156	0
Akip1	31.200000	0	0	156	0	0	0
AW209491	31.200000	0	0	0	0	156	0
Tll1	31.000000	0	0	155	0	0	0
Stambp	31.000000	0	0	0	0	155	0
Sox3	31.000000	0	155	0	0	0	0
Ppat	31.000000	0	0	155	0	0	0
Pik3r3	31.000000	0	0	0	0	155	0
Paics	31.000000	0	0	155	0	0	0
Aurkb	31.000000	0	0	0	0	155	0
Zfp57	30.800000	0	0	0	0	154	0
Hspa4l	30.800000	0	0	154	0	0	0
Gatb	30.800000	0	0	0	0	154	0
Armc5	30.800000	0	0	154	0	0	0
9130023H24Rik	30.800000	0	0	154	0	0	0
Zfp609	30.600000	0	0	0	0	153	0
Tmem251	30.600000	0	0	0	0	153	0
Timeless	30.600000	0	0	0	0	153	0
Ticam1	30.600000	0	0	153	0	0	0
Tbl1x	30.600000	0	0	0	0	153	0
Snrpg	30.600000	0	0	0	0	153	0
Mras	30.600000	0	0	0	0	153	0
Moap1	30.600000	0	0	0	0	153	0
Esyt1	30.600000	0	0	0	0	153	0
Elapor1	30.600000	0	0	0	0	153	0
Cd14	30.600000	0	153	0	0	0	0
Ccn1	30.600000	0	0	0	0	153	0
Baiap2	30.600000	0	0	0	0	153	0
Adcyap1	30.600000	0	0	153	0	0	0
1700013F07Rik	30.600000	0	0	0	0	153	0
Spred1	30.400000	0	0	0	0	152	0
Sgms2	30.400000	0	0	0	0	152	0
Rhoq	30.400000	0	0	0	0	152	0
Psmb4	30.400000	0	0	0	0	152	0
Prss22	30.400000	0	0	0	0	152	0
Elmo3	30.400000	0	0	0	0	152	0
Tspan32	30.200000	0	0	0	0	151	0
Smad3	30.200000	0	0	151	0	0	0
Sap30bp	30.200000	0	0	0	0	151	0
Rsrc2	30.200000	0	0	0	0	151	0
Recql5	30.200000	0	0	0	0	151	0
Rcl1	30.200000	0	0	0	0	151	0
Pafah2	30.200000	0	0	0	0	151	0
Mcub	30.200000	0	0	0	0	151	0
Lap3	30.200000	0	0	0	0	151	0
Kntc1	30.200000	0	0	0	0	151	0
Dbnl	30.200000	0	0	0	0	151	0
Zfp943	30.000000	0	0	0	0	150	0
Zfp942	30.000000	0	0	0	0	150	0
Zfp775	30.000000	0	0	0	0	150	0
Star	30.000000	0	0	0	0	150	0
Sec24d	30.000000	0	0	0	0	150	0
Ipo4	30.000000	0	0	0	0	150	0
Gfra4	30.000000	0	0	0	0	150	0
Cox19	30.000000	0	0	150	0	0	0
Ccl9	30.000000	0	0	0	0	150	0
Bcl9	30.000000	0	0	0	0	150	0
Zswim8	29.800000	0	0	149	0	0	0
Pink1	29.800000	0	0	149	0	0	0
Phc3	29.800000	0	0	0	0	149	0
Kdm4d	29.800000	0	0	0	0	149	0
Guca1a	29.800000	0	149	0	0	0	0
Cwc15	29.800000	0	0	0	0	149	0
Chchd1	29.800000	0	0	149	0	0	0
Wdr3	29.600000	0	0	0	0	148	0
Vgll4	29.600000	0	0	0	0	148	0
Tspyl4	29.600000	0	0	0	0	148	0
Kdm5b	29.600000	0	0	0	0	148	0
Hgsnat	29.600000	0	0	0	0	148	0
Gm5431	29.600000	0	0	0	0	148	0
Fam174c	29.600000	0	0	0	0	148	0
Efna2	29.600000	0	0	0	0	148	0
Ces1g	29.600000	0	0	0	0	148	0
Ammecr1l	29.600000	0	0	148	0	0	0
Zscan25	29.400000	0	0	0	0	147	0
Zbtb12	29.400000	0	0	0	0	147	0
Yipf4	29.400000	0	0	0	0	147	0
Wdr19	29.400000	0	0	0	0	147	0
Tnnt2	29.400000	0	0	0	0	147	0
Spout1	29.400000	0	0	0	0	147	0
Spesp1	29.400000	0	0	0	0	147	0
Snrpd2	29.400000	0	0	0	0	147	0
Slc27a6	29.400000	0	0	0	0	147	0
Septin5	29.400000	0	0	0	0	147	0
Qpctl	29.400000	0	0	0	0	147	0
Ogfod2	29.400000	0	0	0	0	147	0
Lrp11	29.400000	0	0	0	0	147	0
Igfbp3	29.400000	0	0	0	0	147	0
Got1l1	29.400000	0	0	0	0	147	0
Gcsh	29.400000	0	0	0	0	147	0
Ehmt2	29.400000	0	0	0	0	147	0
Cldn18	29.400000	0	0	0	0	147	0
Ccl20	29.400000	0	0	0	0	147	0
Bag2	29.400000	0	0	0	0	147	0
Arl6ip4	29.400000	0	0	0	0	147	0
Zfp870	29.200000	0	0	0	0	146	0
Zfp791	29.200000	0	0	0	0	146	0
Mob1a	29.200000	0	0	0	0	146	0
Arsj	29.200000	0	0	0	0	146	0
Spata25	29.000000	0	0	0	0	145	0
Sox9	29.000000	0	0	0	0	145	0
Pwwp3b	29.000000	0	0	0	0	145	0
Pdia4	29.000000	0	0	0	0	145	0
Nus1	29.000000	0	0	0	0	145	0
Neurl2	29.000000	0	0	0	0	145	0
Ctsa	29.000000	0	0	0	0	145	0
Aloxe3	29.000000	0	0	0	0	145	0
Wdr4	28.800000	0	0	0	0	144	0
Ttc39b	28.800000	0	144	0	0	0	0
Taok2	28.800000	0	0	144	0	0	0
Etfa	28.800000	0	0	0	0	144	0
Cobl	28.800000	0	0	0	0	144	0
Usp32	28.600000	0	0	0	0	143	0
Tgif2	28.600000	0	0	0	0	143	0
Olfr455	28.600000	0	0	0	0	143	0
Nmnat3	28.600000	0	0	143	0	0	0
Mllt6	28.600000	0	143	0	0	0	0
Gjb4	28.600000	0	0	0	0	143	0
Gadd45a	28.600000	0	0	0	0	143	0
Fhdc1	28.600000	0	0	0	0	143	0
Crk	28.600000	0	0	0	0	143	0
Zfp768	28.400000	0	0	142	0	0	0
Tmprss11f	28.400000	0	0	142	0	0	0
Taf15	28.400000	0	0	142	0	0	0
Shroom3	28.400000	0	0	142	0	0	0
Rarb	28.400000	0	0	0	0	142	0
Rad51	28.400000	0	0	0	0	142	0
Ppp1r3e	28.400000	0	0	142	0	0	0
Nfatc2	28.400000	0	142	0	0	0	0
Manf	28.400000	0	0	0	0	142	0
Fam149b	28.400000	0	0	0	0	142	0
Fam131a	28.400000	0	0	0	0	142	0
Ecd	28.400000	0	0	0	0	142	0
Dysf	28.400000	0	0	0	0	142	0
Dyrk3	28.400000	0	0	142	0	0	0
Dhrs7b	28.400000	0	0	0	0	142	0
Defa2	28.400000	0	0	0	142	0	0
Cdpf1	28.400000	0	0	0	0	142	0
Aspscr1	28.400000	0	0	0	0	142	0
Ube2h	28.200000	0	0	0	0	141	0
Strap	28.200000	0	0	0	0	141	0
Megf8	28.200000	0	0	141	0	0	0
Cct4	28.200000	0	0	0	0	141	0
Axin2	28.200000	0	0	141	0	0	0
Taf6	28.000000	0	0	0	0	140	0
Sys1	28.000000	0	0	0	0	140	0
Srd5a1	28.000000	0	0	0	0	140	0
Six3	28.000000	0	140	0	0	0	0
Septin8	28.000000	140	0	0	0	0	0
Rrp12	28.000000	0	0	140	0	0	0
Rpl27a	28.000000	0	0	0	0	140	0
Nsun2	28.000000	0	0	0	0	140	0
Mapkbp1	28.000000	0	0	0	0	140	0
Lrch1	28.000000	0	0	0	0	140	0
Gaa	28.000000	0	0	140	0	0	0
Dnajb1	28.000000	0	0	0	0	140	0
Cnpy4	28.000000	0	0	0	0	140	0
Bcl10	28.000000	0	0	0	0	140	0
Ubc	27.800000	0	0	0	0	139	0
Ociad1	27.800000	0	0	0	0	139	0
Nup93	27.800000	0	0	0	0	139	0
Mat2b	27.800000	0	0	0	0	139	0
Chrac1	27.800000	0	0	0	0	139	0
Capza1	27.800000	0	0	0	0	139	0
Bcap31	27.800000	0	0	0	0	139	0
Abcd1	27.800000	0	0	0	0	139	0
Zfp672	27.600000	0	0	0	0	138	0
Tm7sf2	27.600000	0	0	0	0	138	0
Sos1	27.600000	0	0	0	0	138	0
Sh3bp5l	27.600000	0	0	0	0	138	0
Rock2	27.600000	0	0	0	0	138	0
Rhbdf2	27.600000	0	0	0	0	138	0
Ppdpf	27.600000	0	0	0	0	138	0
Phc1	27.600000	0	138	0	0	0	0
Oxnad1	27.600000	0	0	0	0	138	0
Dph3	27.600000	0	0	0	0	138	0
Cflar	27.600000	0	0	0	0	138	0
Arhgap18	27.600000	0	0	0	0	138	0
Vstm5	27.400000	0	0	0	0	137	0
Tnnc2	27.400000	0	0	0	0	137	0
Tmem156	27.400000	0	0	0	0	137	0
Tcaf1	27.400000	0	0	0	0	137	0
Slc6a5	27.400000	0	0	0	0	137	0
Scyl2	27.400000	0	0	0	0	137	0
Pbx1	27.400000	0	0	0	0	137	0
Med27	27.400000	0	0	0	0	137	0
Ifi214	27.400000	0	0	0	0	137	0
Frmpd4	27.400000	0	0	0	0	137	0
BC048403	27.400000	0	0	0	0	137	0
Acsf3	27.400000	0	0	0	0	137	0
Uqcrc1	27.200000	0	0	0	0	136	0
Kifbp	27.200000	0	0	0	0	136	0
Itpkc	27.200000	0	0	0	0	136	0
Insig1	27.200000	0	0	0	0	136	0
Coq8b	27.200000	0	0	0	0	136	0
Ckap2	27.200000	0	0	136	0	0	0
Card19	27.200000	0	0	0	0	136	0
Aplf	27.200000	0	0	0	0	136	0
Aatf	27.200000	0	0	0	0	136	0
Tmem8b	27.000000	0	0	0	135	0	0
Plk2	27.000000	0	0	0	0	135	0
Ngf	27.000000	0	0	0	0	135	0
Msl2	27.000000	0	0	0	0	135	0
Hscb	27.000000	0	0	0	0	135	0
Fam221b	27.000000	0	0	0	135	0	0
Epc1	27.000000	0	0	0	0	135	0
Dennd1b	27.000000	0	0	0	0	135	0
Defa29	27.000000	0	0	0	135	0	0
Chek2	27.000000	0	0	0	0	135	0
Arid3a	27.000000	0	0	0	0	135	0
Adar	27.000000	0	0	0	0	135	0
Zfp51	26.800000	0	0	0	0	134	0
Sar1a	26.800000	0	0	0	0	134	0
Ralb	26.800000	0	0	0	0	134	0
Naaa	26.800000	0	0	0	0	134	0
Mctp1	26.800000	0	0	0	0	134	0
Fbln2	26.800000	0	0	0	0	134	0
Tyw1	26.600000	0	0	0	0	133	0
Tnk2	26.600000	0	0	0	0	133	0
Stap1	26.600000	0	0	0	0	133	0
Scd1	26.600000	0	0	133	0	0	0
Sbds	26.600000	0	0	0	0	133	0
Lyst	26.600000	0	0	0	0	133	0
Ifrd1	26.600000	0	0	0	0	133	0
Chmp5	26.600000	133	0	0	0	0	0
Cep68	26.600000	0	0	0	0	133	0
Cenpc1	26.600000	0	0	0	0	133	0
Bag1	26.600000	133	0	0	0	0	0
Armc7	26.600000	0	0	0	0	133	0
Abcc4	26.600000	0	0	0	0	133	0
Zhx3	26.400000	0	0	0	0	132	0
Yif1b	26.400000	0	0	0	0	132	0
Uba3	26.400000	0	0	0	0	132	0
Smc5	26.400000	0	0	132	0	0	0
Slc25a20	26.400000	0	0	0	0	132	0
Rps2	26.400000	132	0	0	0	0	0
Rpl3l	26.400000	132	0	0	0	0	0
Prep	26.400000	0	0	132	0	0	0
Pex10	26.400000	0	0	132	0	0	0
Nup85	26.400000	0	0	0	0	132	0
Nek1	26.400000	0	0	0	0	132	0
Ndufb10	26.400000	132	0	0	0	0	0
Nbl1	26.400000	0	0	132	0	0	0
Erfe	26.400000	0	0	132	0	0	0
Ccdc71l	26.400000	0	0	132	0	0	0
Apol8	26.400000	0	0	0	0	132	0
1700030J22Rik	26.400000	0	0	0	0	132	0
Osbpl8	26.200000	0	0	0	0	131	0
Lrba	26.200000	0	0	0	0	131	0
Hnrnpf	26.200000	0	0	0	0	131	0
Dctpp1	26.200000	0	0	131	0	0	0
Cstf3	26.200000	0	0	0	0	131	0
BC107364	26.200000	0	131	0	0	0	0
B3glct	26.200000	0	0	0	0	131	0
Urgcp	26.000000	0	0	0	0	130	0
Tefm	26.000000	0	0	0	0	130	0
Smim10l1	26.000000	0	0	0	0	130	0
Sdhaf2	26.000000	0	0	0	0	130	0
Sc5d	26.000000	0	0	0	0	130	0
Pak4	26.000000	0	0	0	0	130	0
Micall1	26.000000	0	0	0	0	130	0
Dusp6	26.000000	0	0	0	0	130	0
Cthrc1	26.000000	0	0	0	0	130	0
Cpsf7	26.000000	0	0	0	0	130	0
Cox6a1	26.000000	0	0	0	0	130	0
Arfgap3	26.000000	0	0	0	0	130	0
Ahcy	26.000000	0	0	0	0	130	0
Tmsb15b2	25.800000	0	129	0	0	0	0
Tent2	25.800000	0	0	0	0	129	0
Pcnt	25.800000	0	0	0	0	129	0
Cox20	25.800000	0	0	0	0	129	0
Ccdc9	25.800000	0	0	0	0	129	0
Calu	25.800000	0	0	0	0	129	0
Tmem131l	25.600000	0	0	0	0	128	0
Rack1	25.600000	0	0	0	0	128	0
Ptges	25.600000	0	0	0	0	128	0
Itgbl1	25.600000	0	0	0	0	128	0
Hipk4	25.600000	0	128	0	0	0	0
Fnta	25.600000	0	0	0	0	128	0
Cdk9	25.600000	0	0	0	0	128	0
Camta2	25.600000	0	0	0	0	128	0
Ankle1	25.600000	0	0	0	0	128	0
Znfx1	25.400000	0	127	0	0	0	0
Zfp112	25.400000	0	0	0	0	127	0
Tmcc1	25.400000	0	0	0	0	127	0
Tgfbr3l	25.400000	0	0	0	0	127	0
Sptlc1	25.400000	0	0	0	0	127	0
Snapc2	25.400000	0	0	0	0	127	0
Proc	25.400000	0	0	0	0	127	0
Olfr15	25.400000	0	0	0	0	127	0
Msln	25.400000	0	0	0	0	127	0
Mif4gd	25.400000	0	0	0	0	127	0
Mfge8	25.400000	0	0	0	0	127	0
Manea	25.400000	0	0	0	0	127	0
Klf16	25.400000	0	0	0	0	127	0
Gm6569	25.400000	0	0	0	0	127	0
Fhl3	25.400000	0	0	0	0	127	0
Asb5	25.400000	0	0	0	0	127	0
Arfgef1	25.400000	0	0	0	0	127	0
4930578I06Rik	25.400000	0	0	0	0	127	0
Zfp319	25.200000	0	0	0	0	126	0
Usb1	25.200000	0	0	0	0	126	0
Tk2	25.200000	0	0	0	0	126	0
Socs1	25.200000	0	0	0	0	126	0
Pten	25.200000	0	0	0	0	126	0
Nuak1	25.200000	0	0	0	0	126	0
Mrpl45	25.200000	0	0	0	0	126	0
Cklf	25.200000	0	0	0	0	126	0
Acot9	25.200000	0	0	0	0	126	0
Wdr74	25.000000	0	0	0	0	125	0
Stx1a	25.000000	0	0	125	0	0	0
Rplp2	25.000000	0	125	0	0	0	0
Rpl14	25.000000	0	0	0	125	0	0
Pidd1	25.000000	0	125	0	0	0	0
Npepps	25.000000	0	0	0	0	125	0
Gng8	25.000000	0	0	0	0	125	0
Frrs1	25.000000	0	0	0	0	125	0
Frmd4a	25.000000	0	0	0	0	125	0
Fgfr2	25.000000	0	0	0	0	125	0
Fam43a	25.000000	0	0	0	0	125	0
Alox12	25.000000	0	0	125	0	0	0
Cst6	24.800000	0	0	0	0	124	0
Alg14	24.800000	0	0	0	0	124	0
Vgll3	24.600000	0	0	0	0	123	0
Slc35c1	24.600000	0	0	0	0	123	0
Rab18	24.600000	0	0	0	0	123	0
Pycr1	24.600000	0	0	0	0	123	0
Myadml2	24.600000	0	0	0	0	123	0
Msl3l2	24.600000	123	0	0	0	0	0
Dtna	24.600000	0	0	0	0	123	0
Csrp1	24.600000	0	0	0	0	123	0
Chid1	24.600000	0	0	0	0	123	0
Ap2m1	24.600000	0	0	0	0	123	0
Ssh2	24.400000	0	0	0	0	122	0
Ppl	24.400000	0	0	122	0	0	0
P4hb	24.400000	122	0	0	0	0	0
Nfkb1	24.400000	0	0	0	0	122	0
Lat2	24.400000	0	0	122	0	0	0
Klhdc4	24.400000	0	122	0	0	0	0
Inhbe	24.400000	0	122	0	0	0	0
Heg1	24.400000	0	0	122	0	0	0
Adgrb2	24.400000	0	122	0	0	0	0
Znrf4	24.200000	0	0	0	0	121	0
Pgs1	24.200000	0	0	0	0	121	0
Il2	24.200000	0	0	0	0	121	0
Cpt1b	24.200000	0	0	0	0	121	0
Chkb	24.200000	0	0	0	0	121	0
2010003K11Rik	24.200000	0	0	0	0	121	0
Zfp267	24.000000	0	0	0	0	120	0
Uba5	24.000000	0	0	0	0	120	0
Phykpl	24.000000	0	0	0	0	120	0
Pgam1	24.000000	0	0	0	0	120	0
Pbx4	24.000000	0	0	0	0	120	0
Mylip	24.000000	0	0	0	0	120	0
Kng2	24.000000	0	120	0	0	0	0
Ilvbl	24.000000	0	0	0	0	120	0
Gnpnat1	24.000000	0	0	120	0	0	0
Gne	24.000000	0	120	0	0	0	0
