Target_genes	Mafk|Average	SRX140361|CH12	SRX16499736|ES_cells	SRX16499737|ES_cells	SRX188829|ES_cells	SRX140362|MEL	SRX188826|MEL	SRX3937205|NIH/3T3	SRX3937206|NIH/3T3	SRX3937207|NIH/3T3	SRX3937208|NIH/3T3	SRX3937210|RAW_264.7	SRX3937211|RAW_264.7	SRX3937212|RAW_264.7	SRX3730249|Trophoblast_stem_cells	SRX3730250|Trophoblast_stem_cells	SRX3730280|Trophoblast_stem_cells	STRING
Pop4	28.250000	0	0	0	0	123	0	0	0	0	0	0	0	0	143	0	186	0
Gstm5	28.250000	0	0	0	144	308	0	0	0	0	0	0	0	0	0	0	0	0
Chd4	28.250000	128	0	0	0	0	0	0	0	0	0	0	160	164	0	0	0	0
Ubqln1	28.187500	209	0	0	82	0	0	0	0	0	0	0	0	0	0	0	160	0
Trim40	28.187500	0	0	0	0	451	0	0	0	0	0	0	0	0	0	0	0	0
Trim31	28.187500	0	0	0	0	451	0	0	0	0	0	0	0	0	0	0	0	0
Slirp	28.187500	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	254	0
Ppid	28.187500	0	0	0	122	190	0	0	0	0	0	0	0	0	0	0	139	0
Nrp	28.187500	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	254	0
Laptm4b	28.187500	0	0	0	112	0	0	0	0	0	0	0	0	0	116	0	223	0
Klk6	28.187500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451	0
Heatr4	28.187500	95	0	0	0	151	0	115	0	0	0	0	90	0	0	0	0	0
Gpatch4	28.187500	87	0	0	0	152	0	0	0	0	0	0	0	0	0	0	212	0
Alkbh1	28.187500	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	254	0
Acot2	28.187500	95	0	0	0	151	0	115	0	0	0	0	90	0	0	0	0	0
Tspan32	28.125000	167	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0
Tspan14	28.125000	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tceal8	28.125000	0	61	0	178	73	0	0	138	0	0	0	0	0	0	0	0	0
Rad51	28.125000	0	0	0	0	101	0	0	0	0	0	0	0	0	160	0	189	0
Ppox	28.125000	0	0	0	0	220	117	0	0	0	0	0	0	0	0	0	113	0
Plin3	28.125000	0	0	0	0	256	74	0	0	0	0	0	0	0	0	0	120	0
Lefty2	28.125000	0	72	163	215	0	0	0	0	0	0	0	0	0	0	0	0	0
Gmeb1	28.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0
Gins2	28.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	202	0
Bola3	28.125000	0	0	0	0	241	89	0	0	0	0	0	0	0	0	0	120	0
Trappc8	28.062500	0	0	0	0	0	0	0	149	159	0	0	0	0	0	0	141	0
Smndc1	28.062500	0	0	0	114	118	0	0	0	0	0	0	0	0	0	0	217	0
Hsf4	28.062500	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	266	0
Fam161b	28.062500	72	0	0	0	256	0	0	0	0	0	0	0	0	0	0	121	0
Cxcr5	28.062500	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryba2	28.062500	111	0	132	206	0	0	0	0	0	0	0	0	0	0	0	0	0
Coq6	28.062500	72	0	0	0	256	0	0	0	0	0	0	0	0	0	0	121	0
Hikeshi	28.000000	137	0	0	0	0	0	0	0	0	0	0	0	0	115	0	196	0
Rlbp1	27.937500	298	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfya	27.937500	156	0	0	0	104	0	0	0	0	0	0	0	121	0	0	66	0
Irx3	27.937500	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	296	0
Hif1an	27.937500	158	0	0	0	158	0	0	0	0	0	0	0	0	0	0	131	0
Fanci	27.937500	298	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0
Cspg5	27.937500	197	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Cmtr1	27.937500	0	0	0	0	274	0	0	0	0	0	0	0	0	70	0	103	0
Ankrd46	27.937500	0	0	0	0	166	0	0	0	0	0	0	0	0	167	0	114	0
Zfp438	27.875000	131	0	0	0	0	0	0	102	0	0	0	88	0	0	0	125	0
Treml2	27.875000	123	0	0	0	187	136	0	0	0	0	0	0	0	0	0	0	0
Shcbp1l	27.875000	0	0	132	157	157	0	0	0	0	0	0	0	0	0	0	0	0
Rpa2	27.875000	128	0	0	0	101	0	0	0	0	0	0	0	0	0	0	217	0
Prune1	27.875000	137	0	0	0	175	0	0	0	0	0	0	0	0	0	0	134	0
Pinlyp	27.875000	89	0	0	133	0	0	0	0	0	0	0	0	0	105	0	119	0
Nodal	27.875000	0	0	0	155	291	0	0	0	0	0	0	0	0	0	0	0	0
Msl1	27.875000	0	0	0	0	176	0	0	0	0	0	0	106	164	0	0	0	0
Mindy1	27.875000	137	0	0	0	175	0	0	0	0	0	0	0	0	0	0	134	0
Idnk	27.875000	0	0	0	230	0	0	0	0	0	0	0	0	114	0	0	102	0
Hdhd3	27.875000	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	322	0
Hbp1	27.875000	100	0	0	0	109	0	0	0	0	0	0	0	0	0	0	237	0
Cdc7	27.875000	116	0	0	80	0	0	0	0	0	0	0	0	0	0	0	250	0
Aldh3a2	27.875000	0	0	0	0	207	0	0	0	0	0	0	0	0	137	0	102	0
Uqcrfs1	27.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	329	0
Olfr544	27.812500	0	0	197	248	0	0	0	0	0	0	0	0	0	0	0	0	0
Kxd1	27.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	314	0
Gm39115	27.812500	0	128	127	190	0	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp8	27.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	314	0
Arl2	27.812500	0	0	0	88	100	0	0	0	0	0	0	0	0	108	0	149	0
2310022B05Rik	27.812500	0	0	0	0	445	0	0	0	0	0	0	0	0	0	0	0	0
Cd46	27.750000	0	0	0	0	133	186	0	0	0	0	0	0	125	0	0	0	0
Zfp609	27.687500	0	0	0	143	0	0	0	0	0	0	0	0	0	138	0	162	0
Zfp280b	27.687500	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0
Vmn2r12	27.687500	0	123	125	195	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2d1	27.687500	0	0	0	0	220	0	0	0	0	0	0	0	0	223	0	0	0
Trmt10c	27.687500	102	0	0	0	96	0	0	0	0	0	0	0	0	0	0	245	0
Syngr1	27.687500	158	0	0	0	167	0	0	0	0	0	0	0	0	0	0	118	0
Slc22a7	27.687500	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	272	0
Raet1e	27.687500	303	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0
Raet1a	27.687500	303	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab29	27.687500	158	0	0	0	164	0	0	0	0	0	0	0	0	121	0	0	0
Ppp1r37	27.687500	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	108	0
Phospho2	27.687500	155	0	0	0	0	0	0	0	0	0	0	0	0	121	0	167	0
Mnd1	27.687500	172	0	0	0	0	0	0	0	0	0	0	0	0	119	0	152	0
Metap1d	27.687500	68	0	0	0	82	0	0	0	0	0	0	0	0	141	0	152	0
Lsm12	27.687500	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0
Igbp1	27.687500	88	0	0	0	0	0	0	0	0	0	0	0	0	157	0	198	0
G6pc3	27.687500	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0
Ercc6l2	27.687500	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0
Cysltr1	27.687500	0	0	0	156	0	0	0	0	0	0	0	0	0	151	0	136	0
Ccdc173	27.687500	155	0	0	0	0	0	0	0	0	0	0	0	0	121	0	167	0
Asgr1	27.687500	235	0	0	0	118	90	0	0	0	0	0	0	0	0	0	0	0
Tti1	27.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	230	0
Trim23	27.625000	113	0	0	0	90	0	0	0	0	0	0	0	0	0	0	239	0
Trappc13	27.625000	113	0	0	0	90	0	0	0	0	0	0	0	0	0	0	239	0
Smpd3	27.625000	125	0	0	0	0	0	0	0	0	0	0	0	0	91	0	226	0
Shld3	27.625000	113	0	0	0	90	0	0	0	0	0	0	0	0	0	0	239	0
Rprd1b	27.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	230	0
Plaat5	27.625000	0	0	0	0	0	0	0	244	0	198	0	0	0	0	0	0	0
Nlrc3	27.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	319	0
Mettl14	27.625000	82	0	0	81	0	0	0	0	0	0	0	0	0	138	0	141	0
Map3k12	27.625000	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	179	0
Edem2	27.625000	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0
Csf2rb2	27.625000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0
Ahctf1	27.625000	0	0	0	0	149	0	0	0	0	0	0	0	0	123	0	170	0
Zar1l	27.562500	0	0	0	0	153	134	0	0	0	0	0	0	0	0	0	154	0
Thbd	27.562500	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	289	0
Sumf2	27.562500	131	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0
Rbm26	27.562500	0	0	0	0	127	0	0	0	0	0	0	0	0	93	0	221	0
Ppp2r5b	27.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	314	0
Mtfp1	27.562500	117	0	0	0	86	0	0	0	0	0	0	0	0	93	0	145	0
Mis18bp1	27.562500	150	0	0	0	118	0	0	0	0	0	0	0	0	0	0	173	0
Hcfc2	27.562500	147	0	0	0	147	0	0	0	0	0	0	147	0	0	0	0	0
Cacna1c	27.562500	0	0	0	0	441	0	0	0	0	0	0	0	0	0	0	0	0
Btbd9	27.562500	159	0	0	0	0	0	0	0	0	0	0	108	174	0	0	0	0
Brca2	27.562500	0	0	0	0	153	134	0	0	0	0	0	0	0	0	0	154	0
Arhgef1	27.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	323	0
Ssrp1	27.500000	0	0	0	0	137	0	0	0	0	0	0	0	0	150	0	153	0
Rpn1	27.500000	96	0	0	0	0	0	0	185	0	0	0	0	0	0	0	159	0
Rad1	27.500000	0	0	0	0	0	91	0	0	0	0	0	0	0	118	0	231	0
P2rx3	27.500000	0	0	0	0	137	0	0	0	0	0	0	0	0	150	0	153	0
Hivep3	27.500000	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hectd4	27.500000	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	109	0
Grpel2	27.500000	144	0	0	0	0	0	0	0	0	0	0	0	0	164	0	132	0
Cenpm	27.500000	0	0	138	183	0	0	0	0	0	0	0	0	0	0	0	119	0
C5ar2	27.500000	244	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0
Brix1	27.500000	0	0	0	0	0	91	0	0	0	0	0	0	0	118	0	231	0
Trim8	27.437500	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	319	0
Pigg	27.437500	0	0	0	0	141	0	0	0	0	0	0	0	0	182	0	116	0
Lrrc39	27.437500	0	0	0	0	174	97	0	0	0	0	0	0	0	0	0	168	0
Eid1	27.437500	0	146	0	204	0	0	0	0	0	0	0	0	0	0	0	89	0
Aspm	27.437500	0	0	144	208	87	0	0	0	0	0	0	0	0	0	0	0	0
Arid1a	27.437500	192	0	0	0	137	0	0	0	0	0	0	0	0	0	0	110	0
Trappc10	27.375000	176	0	0	0	0	0	0	0	0	0	0	0	0	149	0	113	0
Sec22a	27.375000	0	0	0	0	0	0	0	0	0	0	0	181	125	0	0	132	0
Pym1	27.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	342	0
Dgka	27.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	342	0
Trak2	27.312500	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	293	0
Smim6	27.312500	0	0	0	0	437	0	0	0	0	0	0	0	0	0	0	0	0
Heg1	27.312500	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grip1	27.312500	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam98b	27.312500	131	0	0	153	0	0	0	0	0	0	0	0	0	153	0	0	0
Cobll1	27.312500	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0
Tdgf1	27.250000	0	0	177	259	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc2	27.250000	0	0	177	259	0	0	0	0	0	0	0	0	0	0	0	0	0
Lig4	27.250000	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0
Gypa	27.250000	0	0	0	0	343	93	0	0	0	0	0	0	0	0	0	0	0
Gns	27.250000	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc24	27.250000	149	0	0	0	147	0	0	0	0	0	0	0	0	0	0	140	0
Bmpr1a	27.250000	0	0	0	0	0	0	0	0	0	0	0	137	145	0	0	154	0
Abhd13	27.250000	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0
Tspo	27.187500	133	0	163	139	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim55	27.187500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	0
Ppp1cb	27.187500	113	0	0	0	102	0	0	0	0	0	0	0	0	0	0	220	0
Msmb	27.187500	0	0	0	0	268	167	0	0	0	0	0	0	0	0	0	0	0
Mfsd1	27.187500	0	0	0	0	99	0	0	0	0	0	0	0	0	336	0	0	0
Dstyk	27.187500	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	198	0
Cutc	27.187500	136	0	0	0	110	89	0	0	0	0	0	0	0	0	0	100	0
Cox15	27.187500	136	0	0	0	110	89	0	0	0	0	0	0	0	0	0	100	0
Atp1b3	27.187500	0	0	0	0	0	0	158	135	0	142	0	0	0	0	0	0	0
Ndst1	27.125000	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0
Mapk1	27.125000	194	0	0	119	0	0	0	0	0	0	0	0	0	0	0	121	0
Map4k4	27.125000	0	73	157	204	0	0	0	0	0	0	0	0	0	0	0	0	0
Gli1	27.125000	0	0	132	172	130	0	0	0	0	0	0	0	0	0	0	0	0
Frrs1	27.125000	0	0	0	0	434	0	0	0	0	0	0	0	0	0	0	0	0
Exd2	27.125000	0	0	0	100	0	0	0	0	0	0	0	0	0	135	0	199	0
Brf2	27.125000	152	0	0	0	137	0	0	0	0	0	0	0	0	0	0	145	0
Adat1	27.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	309	0
R3hdm2	27.062500	0	0	0	150	0	0	0	121	0	0	0	0	0	0	0	162	0
Plekhn1	27.062500	0	0	0	0	0	0	0	131	0	0	0	167	135	0	0	0	0
Myo1f	27.062500	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd17b4	27.062500	0	0	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0
Gm7827	27.062500	264	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0
Ggct	27.062500	0	0	0	0	169	0	0	0	0	0	0	0	0	71	0	193	0
Wdr77	27.000000	130	0	0	0	0	0	0	0	0	0	0	0	0	122	0	180	0
Spsb1	27.000000	187	0	0	127	118	0	0	0	0	0	0	0	0	0	0	0	0
Obsl1	27.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0
Ints6	27.000000	133	0	0	0	157	0	0	0	0	0	0	0	0	0	0	142	0
Inha	27.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0
Ift22	27.000000	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0
Icam5	27.000000	0	0	0	0	328	104	0	0	0	0	0	0	0	0	0	0	0
Icam4	27.000000	0	0	0	0	328	104	0	0	0	0	0	0	0	0	0	0	0
Guk1	27.000000	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	261	0
Eif4e3	27.000000	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Cyp8b1	27.000000	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	283	0
Birc2	27.000000	85	0	0	0	157	0	0	0	0	0	0	0	0	0	0	190	0
Atp5pb	27.000000	130	0	0	0	0	0	0	0	0	0	0	0	0	122	0	180	0
Dhrs11	26.937500	134	0	0	0	0	0	0	0	0	0	0	0	0	75	0	222	0
Bcdin3d	26.937500	271	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0
Axin2	26.937500	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xbp1	26.875000	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vstm5	26.875000	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	273	0
Slc37a2	26.875000	180	0	0	0	0	0	0	0	117	0	0	133	0	0	0	0	0
Pdlim2	26.875000	168	0	0	0	0	112	0	0	0	0	0	0	0	0	0	150	0
Dlg4	26.875000	86	0	0	0	0	0	0	0	0	0	0	0	0	171	0	173	0
Cops7a	26.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	275	0
Cnot6l	26.875000	162	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0
Capn3	26.875000	0	0	0	0	0	0	0	0	0	0	0	202	228	0	0	0	0
Btbd11	26.875000	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0
Arf4	26.875000	166	0	0	0	109	0	0	0	0	0	0	0	0	0	0	155	0
Tinagl1	26.812500	0	0	0	0	147	141	0	0	0	0	0	0	0	0	0	141	0
Srsf11	26.812500	161	0	0	0	0	0	0	0	0	0	0	0	0	102	0	166	0
Spryd4	26.812500	0	0	0	0	294	135	0	0	0	0	0	0	0	0	0	0	0
Snca	26.812500	0	0	0	0	313	116	0	0	0	0	0	0	0	0	0	0	0
Rsrc2	26.812500	124	127	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl19	26.812500	105	0	0	0	0	0	0	0	0	0	0	0	0	141	0	183	0
Mettl4	26.812500	96	0	0	0	0	0	0	0	0	0	0	0	0	142	0	191	0
Lrrc40	26.812500	161	0	0	0	0	0	0	0	0	0	0	0	0	102	0	166	0
Lrpap1	26.812500	197	96	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0
Kntc1	26.812500	124	127	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2e2	26.812500	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	116	0
Cd93	26.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	0
Zfp968	26.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	310	0
Zfp967	26.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	310	0
Zfp966	26.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	310	0
Trim5	26.750000	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Sult6b2	26.750000	149	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0
Slc39a11	26.750000	141	0	0	0	105	0	0	0	0	0	0	0	0	0	0	182	0
Nol12	26.750000	208	0	96	124	0	0	0	0	0	0	0	0	0	0	0	0	0
Iqcc	26.750000	165	0	0	0	0	0	0	122	0	0	0	0	0	0	0	141	0
Gga1	26.750000	128	0	0	0	138	0	0	0	0	0	0	0	0	0	0	162	0
Ebi3	26.750000	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0
Ccdc28b	26.750000	165	0	0	0	0	0	0	122	0	0	0	0	0	0	0	141	0
Zfp846	26.687500	0	0	0	0	120	0	0	0	0	0	0	0	0	91	0	216	0
Rdh14	26.687500	140	0	0	0	0	0	0	0	0	0	0	0	0	131	0	156	0
Pik3c3	26.687500	88	0	0	92	0	0	0	0	0	0	0	0	0	0	0	247	0
Nudt5	26.687500	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Mettl9	26.687500	115	0	0	0	98	0	0	0	0	0	0	0	0	214	0	0	0
Lgals3bp	26.687500	301	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0
Cdc123	26.687500	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Antkmt	26.687500	122	0	0	0	0	0	0	0	0	0	0	0	0	132	0	173	0
Tspan2	26.625000	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slit1	26.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0
Scamp3	26.625000	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	283	0
Sap30	26.625000	0	0	0	95	128	0	0	0	0	0	0	0	0	66	0	137	0
Olfr229	26.625000	0	0	0	0	0	0	0	0	0	0	0	228	198	0	0	0	0
Mpdz	26.625000	0	0	0	0	0	0	136	172	118	0	0	0	0	0	0	0	0
Kdm3b	26.625000	116	0	0	0	119	0	0	0	0	0	0	0	0	0	0	191	0
Glrp1	26.625000	0	0	0	0	0	0	0	0	0	0	132	122	172	0	0	0	0
Adarb1	26.625000	0	0	0	0	0	0	0	124	127	0	0	0	0	0	0	175	0
Ttll4	26.562500	0	0	0	0	125	0	0	0	0	0	0	110	190	0	0	0	0
Tmem120b	26.562500	0	0	0	0	0	0	141	284	0	0	0	0	0	0	0	0	0
Sfswap	26.562500	149	0	0	0	0	0	0	0	0	0	0	0	0	132	0	144	0
Plscr1	26.562500	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc142	26.562500	158	0	0	0	57	96	0	0	0	0	0	0	0	0	0	114	0
Adss	26.562500	182	0	0	0	0	0	0	0	0	0	0	0	0	107	0	136	0
Med24	26.500000	117	0	0	0	0	0	0	0	0	0	0	0	0	93	0	214	0
Mcat	26.500000	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0
Kbtbd6	26.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	279	0
Apmap	26.500000	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Ankdd1a	26.500000	140	0	0	0	170	114	0	0	0	0	0	0	0	0	0	0	0
Zfp830	26.437500	87	0	0	0	0	0	0	0	0	0	0	0	0	115	0	221	0
Zfp346	26.437500	0	0	0	0	160	0	0	0	0	0	0	0	0	154	0	109	0
Slc30a7	26.437500	287	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0
Mog	26.437500	0	0	0	140	0	0	0	130	0	153	0	0	0	0	0	0	0
Il6ra	26.437500	269	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0
Extl2	26.437500	287	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnnm2	26.437500	0	0	0	0	423	0	0	0	0	0	0	0	0	0	0	0	0
Cct6b	26.437500	87	0	0	0	0	0	0	0	0	0	0	0	0	115	0	221	0
Reep4	26.375000	0	0	0	0	166	0	0	0	0	0	0	0	0	75	0	181	0
Osbpl3	26.375000	0	0	0	0	109	0	0	0	0	0	0	122	191	0	0	0	0
Oasl2	26.375000	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	254	0
Ndfip1	26.375000	328	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0
Nagpa	26.375000	181	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0
Myo1g	26.375000	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xylt1	26.312500	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	126	0
Vgll4	26.312500	126	0	0	0	0	0	0	0	0	0	0	0	0	151	0	144	0
Tsku	26.312500	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	328	0
Supv3l1	26.312500	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0
Rpl37a	26.312500	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	283	0
Olfr1414	26.312500	0	219	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0
Ell	26.312500	188	0	0	0	0	0	0	0	0	0	0	99	134	0	0	0	0
Csnk1g2	26.312500	0	0	0	0	118	0	0	0	0	0	0	0	0	113	0	190	0
Wdr53	26.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	244	0
Ube2k	26.250000	103	0	0	146	171	0	0	0	0	0	0	0	0	0	0	0	0
Olfr894	26.250000	0	0	0	144	0	0	0	0	0	0	0	115	161	0	0	0	0
Mfsd2b	26.250000	0	0	0	0	303	117	0	0	0	0	0	0	0	0	0	0	0
Furin	26.250000	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo45	26.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	244	0
Dcps	26.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	270	0
C2cd2l	26.250000	133	0	0	135	0	0	0	0	0	0	0	152	0	0	0	0	0
Atp6v0e	26.250000	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	136	0
Actr8	26.250000	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	332	0
Siglece	26.187500	0	0	0	0	0	0	0	0	0	0	0	208	211	0	0	0	0
Nnt	26.187500	271	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0
Cdc42ep1	26.187500	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Ccdc187	26.187500	0	157	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0
C1qc	26.187500	0	0	0	0	0	0	0	0	0	0	0	175	244	0	0	0	0
Trim21	26.125000	0	0	0	0	0	0	0	0	0	0	0	171	159	0	0	88	0
Tjp1	26.125000	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sae1	26.125000	0	90	0	108	108	0	0	0	0	0	0	0	0	0	0	112	0
Cdh13	26.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	132	0
Ccdc150	26.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	331	0
Caly	26.125000	153	0	0	0	128	0	0	0	0	0	0	137	0	0	0	0	0
Bmp2k	26.125000	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr60	26.062500	0	0	0	0	417	0	0	0	0	0	0	0	0	0	0	0	0
Tubb3	26.062500	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	332	0
Srd5a1	26.062500	113	0	0	0	0	0	0	0	0	0	0	0	0	110	0	194	0
Nsun2	26.062500	113	0	0	0	0	0	0	0	0	0	0	0	0	110	0	194	0
Acbd6	26.062500	238	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0
Mylk3	26.000000	0	0	0	0	313	103	0	0	0	0	0	0	0	0	0	0	0
Mex3b	26.000000	113	0	0	0	118	0	0	0	0	0	0	0	0	0	0	185	0
Gnao1	26.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	256	0
Nme6	25.937500	0	0	0	111	92	0	0	0	0	0	0	0	0	0	0	212	0
Ap1ar	25.937500	79	0	0	0	116	58	0	0	0	0	0	0	0	0	0	162	0
Adamts1	25.937500	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0
Thrap3	25.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	254	0
Tatdn1	25.875000	0	0	0	0	99	0	0	0	0	0	0	0	0	152	0	163	0
Srebf2	25.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0
Slc34a3	25.875000	158	122	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf224	25.875000	158	122	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0
Ranbp2	25.875000	119	0	0	74	0	0	0	0	0	0	0	0	0	70	0	151	0
Pcf11	25.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0
