Target_genes	Smad1|Average	SRX23601748|Cortex	SRX23601749|Cortex	SRX23601750|Cortex	SRX23601751|Cortex	DRX138414|Embryonic_brains	DRX138415|Embryonic_brains	DRX138416|Embryonic_brains	DRX138417|Embryonic_brains	DRX138418|Embryonic_brains	DRX138419|Embryonic_brains	DRX138420|Embryonic_brains	DRX138421|Embryonic_brains	SRX23585200|Embryonic_brains	SRX23585203|Embryonic_brains	SRX23585206|Embryonic_brains	SRX23585209|Embryonic_brains	SRX23585212|Embryonic_brains	SRX23585215|Embryonic_brains	SRX1082039|ES_cells	SRX1082040|ES_cells	SRX2401993|ES_cells	SRX2401994|ES_cells	SRX2401996|ES_cells	SRX2401997|ES_cells	SRX7643902|ES_cells	SRX7643903|ES_cells	SRX7643904|ES_cells	SRX7643905|ES_cells	SRX100314|G1E	SRX100317|G1E	SRX700955|Hair_Follicle	SRX700957|Hair_Follicle	SRX1082042|mESC_derived_epiblast-like_cells	SRX1082043|mESC_derived_epiblast-like_cells	STRING
Hibadh	13.617647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0
Helz	13.617647	0	0	0	0	0	0	119	133	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gstp2	13.617647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gstp1	13.617647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp865	13.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0
Zfp524	13.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0
Uvrag	13.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smyd4	13.588235	0	0	0	0	0	0	0	76	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0
Slc1a4	13.588235	0	0	0	0	0	0	0	130	0	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sla2	13.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	0	0	0	0	0
Rxylt1	13.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0
Rps8	13.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl5	13.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0
Rpa1	13.588235	0	0	0	0	0	0	0	76	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0
Pygo1	13.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0
Pitx3	13.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npnt	13.588235	0	0	0	0	0	0	125	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0
Mars2	13.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0
Klhl29	13.588235	0	0	0	0	0	0	0	109	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0
Gbf1	13.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fiz1	13.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0
Dpf2	13.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmrta1	13.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	327	0	0	0	0	0	0	0	0
Aacs	13.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	139	0	128	0	0	0	0	0	0
Zfand4	13.558824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	302	0	0	0	0	0	0	0	0
Xrcc1	13.558824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0
Xpnpep3	13.558824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfap4	13.558824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0
Syndig1	13.558824	0	0	0	0	0	0	134	146	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0
St13	13.558824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sergef	13.558824	0	0	0	0	0	0	0	104	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proser2	13.558824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	320	0	0	0	0	0	0	0	0
Pip4p1	13.558824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pinlyp	13.558824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0
Panx2	13.558824	0	0	0	0	0	0	103	86	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0
Myl6b	13.558824	0	0	0	0	0	0	106	114	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myl6	13.558824	0	0	0	0	0	0	106	114	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mief1	13.558824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0
Mid2	13.558824	0	0	0	0	0	0	123	217	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ipo13	13.558824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etfrf1	13.558824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col19a1	13.558824	0	0	0	0	0	0	233	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Casc1	13.558824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ano1	13.558824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	0	0	0	0
Virma	13.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0
Vegfc	13.529412	0	0	0	0	0	0	250	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uck1	13.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0
Ubfd1	13.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sumf2	13.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0
Snu13	13.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0
Ring1	13.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0
Rims1	13.529412	0	0	0	0	0	0	107	129	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp6r1	13.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp5c	13.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0
Pomp	13.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pip5k1c	13.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
Pgs1	13.529412	0	0	0	0	0	0	0	112	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nsmf	13.529412	0	0	0	0	0	0	0	150	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Guf1	13.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ears2	13.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc11	13.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0
Vps8	13.500000	0	0	0	0	0	0	100	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0
Ubac1	13.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0
Tysnd1	13.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0
Tm2d3	13.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0
St6galnac6	13.500000	0	0	0	0	0	0	116	117	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sf3a1	13.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Necap1	13.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lhfpl3	13.500000	0	0	0	0	0	0	137	153	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhdc4	13.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0
Gria2	13.500000	0	0	0	0	0	0	0	103	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpatch1	13.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0
Gbx1	13.500000	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	262	0	0	0	0	0	0	0	0
Cdc14a	13.500000	0	0	0	0	0	0	0	118	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0
Ccdc157	13.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9130401M01Rik	13.500000	0	0	0	0	0	0	64	0	0	0	0	0	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem135	13.470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0
Rhobtb2	13.470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0
Ptprz1	13.470588	0	0	0	0	0	0	74	127	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0
Pnrc2	13.470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crebrf	13.470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0
BC031181	13.470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tuba1a	13.441176	0	0	0	0	0	0	0	100	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc7b	13.441176	0	0	0	0	0	0	132	189	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Traf3ip1	13.441176	0	0	0	0	0	0	121	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0
Tmem132e	13.441176	0	0	0	0	0	0	143	157	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snrpa1	13.441176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0
Rexo2	13.441176	0	0	0	0	0	0	0	102	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0
Pkd1l2	13.441176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	0	0	0	0	0	0
Lsm11	13.441176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	184	0	146	0	0	0	0	0	0
Itgb4	13.441176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	328	0	0	0	0	0	0	0	0
Igf2bp1	13.441176	0	0	0	0	0	0	143	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0
Dnajc21	13.441176	0	0	0	0	0	0	231	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnih4	13.441176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Zfp688	13.411765	0	0	0	0	0	0	0	86	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr20	13.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0
Ube2g2	13.411765	0	0	0	0	0	0	97	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
Tsnaxip1	13.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srp54a	13.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spry4	13.411765	0	0	0	0	0	0	143	83	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtn4rl1	13.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	75	0	217	0	69	0	0	0	0	0	0
Rtkn	13.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0
Rint1	13.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	140	0	130	0	0	0	0	0	0
Ranbp10	13.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabggtb	13.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0
Myl4	13.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map2k7	13.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0
Itgb8	13.411765	0	0	0	0	0	0	0	196	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erfe	13.411765	0	0	0	0	0	0	145	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0
Dph1	13.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	75	0	217	0	69	0	0	0	0	0	0
Ddx19b	13.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc27	13.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd54	13.411765	0	0	0	0	0	0	0	110	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aars	13.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Twsg1	13.382353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Syn3	13.382353	0	0	0	0	0	0	82	120	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0
Smarcc1	13.382353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0
Sgms2	13.382353	0	0	0	0	0	0	131	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0
Rpp14	13.382353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reep6	13.382353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	244	0	0	0	0	0	0
Rap1gap	13.382353	0	0	0	0	0	0	122	91	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plxna1	13.382353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	61	0	0	0
Pcsk4	13.382353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	244	0	0	0	0	0	0
Htd2	13.382353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gcc1	13.382353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0
Fscn3	13.382353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0
Fnbp4	13.382353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col9a3	13.382353	0	0	0	0	0	0	156	171	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc23	13.382353	0	0	0	0	0	0	89	0	0	0	0	0	0	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arf5	13.382353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0
Zfp59	13.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp114	13.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim25	13.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata31d1a	13.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proca1	13.352941	0	0	0	0	0	0	86	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prkcq	13.352941	0	0	0	0	0	0	87	133	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0
Mapre3	13.352941	0	0	0	0	0	0	0	88	0	0	0	0	0	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ildr2	13.352941	0	0	0	0	0	0	114	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0
Hs3st3b1	13.352941	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	273	0	0	0	0	0	0	0	0
Hacl1	13.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epha5	13.352941	0	0	0	0	0	0	119	138	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc9b	13.352941	0	0	0	0	0	0	98	99	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc60	13.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btd	13.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp40	13.323529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snap47	13.323529	0	0	0	0	0	0	110	125	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reck	13.323529	0	0	0	0	0	0	0	78	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0
Ppp1r13l	13.323529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdcd7	13.323529	0	0	0	0	0	0	96	105	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jmjd4	13.323529	0	0	0	0	0	0	110	125	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iars2	13.323529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2aw	13.323529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0
Cd3eap	13.323529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cc2d2a	13.323529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bpnt1	13.323529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atf7ip	13.323529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adh5	13.323529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr91	13.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0
Ttc41	13.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
Topors	13.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0
Tmem30a	13.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0
Smim27	13.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0
Psmg1	13.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	102	109	0	0	0	0	0
Pias4	13.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0
Pan2	13.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mri1	13.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
