Target_genes	Nfkb1|Average	SRX122534|Dendritic_Cells	SRX122535|Dendritic_Cells	SRX122536|Dendritic_Cells	SRX122537|Dendritic_Cells	SRX122538|Dendritic_Cells	SRX122539|Dendritic_Cells	SRX122540|Dendritic_Cells	SRX122541|Dendritic_Cells	SRX122542|Dendritic_Cells	SRX122543|Dendritic_Cells	SRX450298|Macrophages	SRX450299|Macrophages	SRX450300|Macrophages	SRX450301|Macrophages	SRX450302|Macrophages	SRX450303|Macrophages	SRX450304|Macrophages	SRX7618597|Macrophages	STRING
Smarcal1	11.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0
Samd1	11.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0
Rabgap1l	11.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0
Pprc1	11.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0
Ppp2r5d	11.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0
Myl12b	11.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0
Metrn	11.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0
Grhl1	11.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0
Entpd6	11.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0
Ccdc92	11.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0
Atxn3	11.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0
Ablim2	11.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0
1700067K01Rik	11.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0
Il2	11.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	426
Vars2	11.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0
Tomt	11.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0
Tmem235	11.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0
Mdm2	11.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0
Lamtor1	11.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0
Kras	11.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0
H4c18	11.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0
H4bc24	11.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0
H2bc23	11.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0
H2ac24	11.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0
H2ac23	11.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0
Gm21704	11.611111	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	98	0	0	0
Gm21693	11.611111	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	98	0	0	0
Eya1	11.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0
Arhgap21	11.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0
Anpep	11.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0
Tbcd	11.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0
Sirt1	11.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0
Scarf1	11.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0
Rilp	11.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0
Plekhg3	11.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0
Pdzd8	11.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0
Mindy4	11.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0
Lmo4	11.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0
Gstm6	11.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0
Gm4832	11.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0
Glcci1	11.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0
Gbp7	11.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0
Edf1	11.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0
Dync1li1	11.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0
Dnase2a	11.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0
Ankrd13d	11.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0
Abca13	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Zeb2	11.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0
Ubb	11.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0
Trpm7	11.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0
Tk2	11.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0
Sesn3	11.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0
Ptrhd1	11.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0
Mybph	11.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0
Klrb1b	11.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0
Irf2bp1	11.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0
Ifna12	11.500000	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0
H2bc6	11.500000	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0
H1f4	11.500000	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0
Fosb	11.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0
Egr2	11.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0
Ctla4	11.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0
Cklf	11.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0
Cenpo	11.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0
Cd5	11.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0
Asic5	11.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0
Aox1	11.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0
Tsga10	11.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0
Sfi1	11.444444	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0
Ppp6r3	11.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0
Olfr109	11.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0
Memo1	11.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0
Eif4enif1	11.444444	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0
Creg2	11.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0
Zbtb37	11.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0
Vps54	11.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0
Tmem219	11.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0
Tff1	11.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0
Tdrd1	11.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0
Nipbl	11.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0
Mafa	11.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0
H2az1	11.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0
Dnajb14	11.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0
Colgalt2	11.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0
Ceacam18	11.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0
Ccl28	11.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0
Ccdc186	11.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0
Zfp408	11.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0
Wtap	11.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0
Scyl2	11.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0
Rpl19	11.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0
Rhoq	11.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0
Rgs3	11.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0
Lrba	11.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0
Hoxb4	11.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0
Cacnb1	11.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0
Arhgap1	11.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0
Zfp608	11.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Smndc1	11.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Slamf1	11.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Ptges2	11.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Pknox1	11.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Pelo	11.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Nek11	11.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Gm527	11.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Gls	11.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Fdft1	11.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Cyp4f18	11.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Aste1	11.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Adm2	11.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0
Zdhhc7	11.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0
Xpo6	11.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0
Tpra1	11.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0
Sowahc	11.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0
Slc39a2	11.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0
Septin10	11.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0
Rbms1	11.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0
Psmc3	11.222222	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0
Pml	11.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0
Mettl7b	11.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0
Mcm2	11.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0
Kcnh8	11.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0
Hlx	11.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0
H2-T23	11.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0
F2	11.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0
Emc7	11.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0
Clec11a	11.222222	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0
Cd63	11.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0
Zfyve26	11.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0
Tbc1d24	11.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0
Srrt	11.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0
Rad51b	11.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0
Pum2	11.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0
Psg16	11.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0
Olfr368	11.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0
Ntn3	11.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0
Mcl1	11.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0
Grap	11.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0
Cuedc2	11.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0
Cenps	11.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0
Calhm4	11.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0
Asb6	11.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0
Adgrf1	11.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0
Wnt3a	11.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0
Tsen2	11.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0
Tmed10	11.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0
Rfx7	11.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0
Pla2g3	11.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0
Phldb3	11.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0
Pcyox1	11.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0
Nkain4	11.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0
Lmna	11.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0
Kcnk10	11.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0
Isg15	11.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0
Fignl2	11.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0
Dars2	11.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0
Csnk2a1	11.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0
Agrn	11.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0
Tnrc6a	11.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0
Tex10	11.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0
Snrnp200	11.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0
Sema3c	11.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0
Psrc1	11.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0
Pmp22	11.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0
Pld2	11.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0
Pald1	11.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0
Map1lc3b	11.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0
Kdm2b	11.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0
Htr2a	11.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0
Flnb	11.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0
Eif4g1	11.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0
Dusp8	11.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0
Dcp2	11.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0
1810024B03Rik	11.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0
Zc3h12d	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0
Wdr61	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0
Urgcp	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0
Trappc10	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0
Slc2a3	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0
Scai	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0
Mtfp1	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0
Man1a	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0
Gtse1	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0
Gclc	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0
Cars	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0
Ak3	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0
Ahdc1	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0
1700008O03Rik	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0
Spsb2	10.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0
Snrnp35	10.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0
Smad6	10.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0
Slc35d3	10.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0
Slc25a44	10.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0
Set	10.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0
Sema4c	10.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0
Rsrc2	10.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0
Rhoh	10.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0
Prss50	10.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0
Prkra	10.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0
Pjvk	10.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0
Pigx	10.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0
Kntc1	10.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0
Cep19	10.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0
Tsen54	10.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0
Trim35	10.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0
Slc13a3	10.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0
Psmd14	10.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0
Npas4	10.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0
Lmbrd1	10.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0
Hmgxb3	10.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0
Flvcr2	10.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0
Fbll1	10.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	112	0	0
Dera	10.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0
Chadl	10.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0
Caskin2	10.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0
Tlr13	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0
Surf6	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0
Spats2	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0
Six4	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0
Sirt6	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0
Shb	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0
Serpina1c	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0
Rpl37rt	10.833333	0	0	0	0	0	0	0	0	0	0	0	73	122	0	0	0	0	0	0
Prkag1	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0
Map4	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0
Klhdc9	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0
Hnrnpa3	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0
Gsx2	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0
Erlin1	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0
Ep300	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0
Arid1a	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0
Ankrd24	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0
Abcb10	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0
Usp16	10.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0
Sh3rf2	10.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0
Rassf1	10.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0
Plxnd1	10.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0
Parp1	10.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0
Paqr7	10.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0
Mon1a	10.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0
Mefv	10.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0
Lama5	10.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0
Gm5174	10.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0
Glrx5	10.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0
Fam219a	10.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0
Dynlt1b	10.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0
Dnaic1	10.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0
BC051142	10.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0
Arhgef3	10.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0
Trim47	10.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Tcp11l2	10.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Prkce	10.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Ppp2ca	10.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Ppargc1b	10.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Pfkp	10.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Nipsnap1	10.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Mybphl	10.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Mrgpre	10.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Lbx1	10.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Cstad	10.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Col17a1	10.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0
Cbx5	10.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Cbl	10.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Atp6v1e1	10.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Ano6	10.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0
1700013H16Rik	10.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Zscan2	10.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0
Txnrd2	10.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0
Txnip	10.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0
Tmem186	10.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0
Tekt3	10.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0
Tcte3	10.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0
Tbx10	10.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0
Setd2	10.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0
Rnf139	10.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0
Pmm2	10.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0
Olfr685	10.666667	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	112	0	0	0
Nudt8	10.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0
Micall1	10.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0
