Target_genes	Rreb1|Average	SRX12298595|B_cells	STRING
Elp1	178.000000	178	0
Cyth2	178.000000	178	0
Cstf2t	178.000000	178	0
Cox7c	178.000000	178	0
Cnst	178.000000	178	0
Chrnb4	178.000000	178	0
Cbx1	178.000000	178	0
Bud31	178.000000	178	0
B9d1	178.000000	178	0
Atl2	178.000000	178	0
Abitram	178.000000	178	0
Tsfm	177.000000	177	0
Tmem250-ps	177.000000	177	0
Stx1a	177.000000	177	0
Srprb	177.000000	177	0
Sgpp1	177.000000	177	0
Sart3	177.000000	177	0
Sart1	177.000000	177	0
Rexo1	177.000000	177	0
Rab20	177.000000	177	0
Olig2	177.000000	177	0
Lypd3	177.000000	177	0
Klf9	177.000000	177	0
Iscu	177.000000	177	0
Htatip2	177.000000	177	0
Hmgxb3	177.000000	177	0
Crip2	177.000000	177	0
Ccnb2	177.000000	177	0
Ccl27a	177.000000	177	0
Zfp598	176.000000	176	0
Zfp219	176.000000	176	0
Yipf1	176.000000	176	0
Wdr41	176.000000	176	0
Vopp1	176.000000	176	0
Vdac2	176.000000	176	0
Txndc9	176.000000	176	0
Tmem253	176.000000	176	0
Timm23	176.000000	176	0
Syt15	176.000000	176	0
St6galnac2	176.000000	176	0
Sdccag8	176.000000	176	0
Rgl3	176.000000	176	0
Pcdh20	176.000000	176	0
Parg	176.000000	176	0
Nudcd3	176.000000	176	0
Noc2l	176.000000	176	0
Mios	176.000000	176	0
Megf10	176.000000	176	0
Me3	176.000000	176	0
Man2c1	176.000000	176	0
Klhl17	176.000000	176	0
Eif5b	176.000000	176	0
Dis3l	176.000000	176	0
Diaph2	176.000000	176	0
Cep170	176.000000	176	0
Calcr	176.000000	176	0
Cadps	176.000000	176	0
Arhgef9	176.000000	176	0
Abcg5	176.000000	176	0
Abca1	176.000000	176	0
Zfp422	175.000000	175	0
Urgcp	175.000000	175	0
Tsr3	175.000000	175	0
Trib1	175.000000	175	0
Spire2	175.000000	175	0
Slc6a2	175.000000	175	0
Rev1	175.000000	175	0
Rbm12b1	175.000000	175	0
Pigh	175.000000	175	0
Pcnp	175.000000	175	0
Osm	175.000000	175	0
Mars2	175.000000	175	0
Kdm5b	175.000000	175	0
Hipk2	175.000000	175	0
Gnptg	175.000000	175	0
Cdca7l	175.000000	175	0
Casc3	175.000000	175	0
Arhgap10	175.000000	175	0
Ada	175.000000	175	0
Actn1	175.000000	175	0
Wdr92	174.000000	174	0
Tor1aip2	174.000000	174	0
Tor1aip1	174.000000	174	0
Tmem237	174.000000	174	0
Senp7	174.000000	174	0
Rabif	174.000000	174	0
Prdm9	174.000000	174	0
Pno1	174.000000	174	0
Mmachc	174.000000	174	0
Meioc	174.000000	174	0
Hhipl1	174.000000	174	0
Grk5	174.000000	174	0
Gabrb2	174.000000	174	0
Dusp1	174.000000	174	0
Dr1	174.000000	174	0
Dnttip2	174.000000	174	0
Ccdc163	174.000000	174	0
Tlnrd1	173.000000	173	0
Tex26	173.000000	173	0
Tbk1	173.000000	173	0
Supt4a	173.000000	173	0
Slc39a9	173.000000	173	0
Shoc2	173.000000	173	0
Rhot1	173.000000	173	0
Ppargc1a	173.000000	173	0
Phlda3	173.000000	173	0
Nrk	173.000000	173	0
Mesd	173.000000	173	0
Lnpk	173.000000	173	0
Hip1	173.000000	173	0
Hcrtr1	173.000000	173	0
Gale	173.000000	173	0
Fosb	173.000000	173	0
Erh	173.000000	173	0
Dstn	173.000000	173	0
Chst10	173.000000	173	0
Chmp4c	173.000000	173	0
Bbip1	173.000000	173	0
Arpin	173.000000	173	0
Adamts16	173.000000	173	0
Vamp1	172.000000	172	0
Tmem63c	172.000000	172	0
Prkcb	172.000000	172	0
Ppm1g	172.000000	172	0
Pitx2	172.000000	172	0
Mxd3	172.000000	172	0
Mpc2	172.000000	172	0
Mideas	172.000000	172	0
Mgat4f	172.000000	172	0
Limk1	172.000000	172	0
Lgr6	172.000000	172	0
Ldlrad4	172.000000	172	0
Kdf1	172.000000	172	0
H4c8	172.000000	172	0
H3c8	172.000000	172	0
H2ac10	172.000000	172	0
Gm42323	172.000000	172	0
Dcaf6	172.000000	172	0
Catsperg1	172.000000	172	0
Bex6	172.000000	172	0
Bcar3	172.000000	172	0
Abcc5	172.000000	172	0
Aar2	172.000000	172	0
A4galt	172.000000	172	0
Zfp36l1	171.000000	171	0
Trnt1	171.000000	171	0
Rgs9bp	171.000000	171	0
Pcgf5	171.000000	171	0
Nol3	171.000000	171	0
Myb	171.000000	171	0
Mroh1	171.000000	171	0
Mast2	171.000000	171	0
Mansc4	171.000000	171	0
Klhl42	171.000000	171	0
Gm3488	171.000000	171	0
Fam71e1	171.000000	171	0
Emc10	171.000000	171	0
Ddx23	171.000000	171	0
Chordc1	171.000000	171	0
Cdyl	171.000000	171	0
Calm1	171.000000	171	0
Apoe	171.000000	171	0
Ankrd27	171.000000	171	0
Akap7	171.000000	171	0
Zfp60	170.000000	170	0
Zfp3	170.000000	170	0
Zbtb8os	170.000000	170	0
Tpm2	170.000000	170	0
Snx21	170.000000	170	0
Sim2	170.000000	170	0
Sertad3	170.000000	170	0
Rbbp4	170.000000	170	0
Pycr1	170.000000	170	0
Prim1	170.000000	170	0
Pgm2l1	170.000000	170	0
Nos1	170.000000	170	0
Myadml2	170.000000	170	0
Mterf1a	170.000000	170	0
Itprid2	170.000000	170	0
H2ax	170.000000	170	0
Gucy1a2	170.000000	170	0
Grcc10	170.000000	170	0
Epb41l5	170.000000	170	0
Cerk	170.000000	170	0
Cd44	170.000000	170	0
Car9	170.000000	170	0
Atp9a	170.000000	170	0
Atg16l2	170.000000	170	0
Arhgef39	170.000000	170	0
Zfp984	169.000000	169	0
Zfp202	169.000000	169	0
Txndc11	169.000000	169	0
Tmod1	169.000000	169	0
Sparcl1	169.000000	169	0
Prdm4	169.000000	169	0
Nrg4	169.000000	169	0
Mast3	169.000000	169	0
Lhx1	169.000000	169	0
Lcp1	169.000000	169	0
Kcp	169.000000	169	0
Glrx2	169.000000	169	0
Gca	169.000000	169	0
Gabpb1	169.000000	169	0
Fdx1	169.000000	169	0
Dnaja1	169.000000	169	0
Dip2c	169.000000	169	0
Cyp1a1	169.000000	169	0
Chd2	169.000000	169	0
Cdk2ap1	169.000000	169	0
Carhsp1	169.000000	169	0
Asns	169.000000	169	0
Akap10	169.000000	169	0
Xrra1	168.000000	168	0
Wfdc3	168.000000	168	0
Trub1	168.000000	168	0
Tmem80	168.000000	168	0
Tll2	168.000000	168	0
Spcs2	168.000000	168	0
Slc17a5	168.000000	168	0
Rimbp3	168.000000	168	0
Rap2a	168.000000	168	0
Nkain3	168.000000	168	0
Lrrc24	168.000000	168	0
Lmo3	168.000000	168	0
Kcnj2	168.000000	168	0
Grin2c	168.000000	168	0
Fuca1	168.000000	168	0
Fam241a	168.000000	168	0
Dnttip1	168.000000	168	0
Deaf1	168.000000	168	0
Cic	168.000000	168	0
C030006K11Rik	168.000000	168	0
Ahnak	168.000000	168	0
Zfp612	167.000000	167	0
Vps72	167.000000	167	0
Tnfsf11	167.000000	167	0
Tmem98	167.000000	167	0
Spata5l1	167.000000	167	0
Smim17	167.000000	167	0
Sgms1	167.000000	167	0
Serinc5	167.000000	167	0
Rassf3	167.000000	167	0
Rab23	167.000000	167	0
Ptger4	167.000000	167	0
Pop7	167.000000	167	0
Pole4	167.000000	167	0
Pip5k1a	167.000000	167	0
Pfdn5	167.000000	167	0
Papolb	167.000000	167	0
Oma1	167.000000	167	0
Myof	167.000000	167	0
Mrps2	167.000000	167	0
Mpzl2	167.000000	167	0
Has1	167.000000	167	0
Gm3411	167.000000	167	0
Eogt	167.000000	167	0
Edn3	167.000000	167	0
Dpp8	167.000000	167	0
Dnmt3l	167.000000	167	0
Dimt1	167.000000	167	0
Dbndd2	167.000000	167	0
Crybb3	167.000000	167	0
Astn1	167.000000	167	0
Aire	167.000000	167	0
Afg3l2	167.000000	167	0
Adnp	167.000000	167	0
Actl10	167.000000	167	0
4930402H24Rik	167.000000	167	0
1700007K13Rik	167.000000	167	0
1700003F12Rik	167.000000	167	0
Zfp341	166.000000	166	0
Zfp236	166.000000	166	0
Smg7	166.000000	166	0
Rnf166	166.000000	166	0
Rab43	166.000000	166	0
Pdpn	166.000000	166	0
Nol7	166.000000	166	0
Josd2	166.000000	166	0
Hic2	166.000000	166	0
H2-Q9	166.000000	166	0
H2-Q7	166.000000	166	0
Gabrd	166.000000	166	0
Fchsd2	166.000000	166	0
Elovl6	166.000000	166	0
Dgat2	166.000000	166	0
Ctu2	166.000000	166	0
Cnfn	166.000000	166	0
Ccdc43	166.000000	166	0
Bcam	166.000000	166	0
Anxa2	166.000000	166	0
Anapc5	166.000000	166	0
Abtb1	166.000000	166	0
Vapa	165.000000	165	0
Ubfd1	165.000000	165	0
Tube1	165.000000	165	0
Ttc9b	165.000000	165	0
Ttc8	165.000000	165	0
Tnfaip3	165.000000	165	0
Them6	165.000000	165	0
Stom	165.000000	165	0
Ssrp1	165.000000	165	0
Sqor	165.000000	165	0
Slc35d2	165.000000	165	0
Pvr	165.000000	165	0
Ptprn2	165.000000	165	0
Pcdhgb8	165.000000	165	0
Pcdhga12	165.000000	165	0
P2rx3	165.000000	165	0
Micu3	165.000000	165	0
Jam2	165.000000	165	0
Gpr162	165.000000	165	0
Gpr146	165.000000	165	0
Gadd45a	165.000000	165	0
Fubp3	165.000000	165	0
Fhit	165.000000	165	0
Fam229b	165.000000	165	0
Ears2	165.000000	165	0
Ctsh	165.000000	165	0
Cpsf6	165.000000	165	0
Coro2b	165.000000	165	0
Cep350	165.000000	165	0
Arrdc1	165.000000	165	0
Usp40	164.000000	164	0
Ube3a	164.000000	164	0
Tmem196	164.000000	164	0
Tiam2	164.000000	164	0
Tcaf1	164.000000	164	0
Srrt	164.000000	164	0
Rpl21	164.000000	164	0
Ptchd1	164.000000	164	0
Pcyox1	164.000000	164	0
Pak1ip1	164.000000	164	0
Nupr1l	164.000000	164	0
Nphs1	164.000000	164	0
Kirrel2	164.000000	164	0
Kctd3	164.000000	164	0
Ints14	164.000000	164	0
Hadhb	164.000000	164	0
Hadha	164.000000	164	0
Gnb4	164.000000	164	0
Glrx3	164.000000	164	0
Fam83d	164.000000	164	0
Fam234a	164.000000	164	0
Chmp4b	164.000000	164	0
Cep63	164.000000	164	0
Ccdc136	164.000000	164	0
Anapc13	164.000000	164	0
Vps52	163.000000	163	0
Timm13	163.000000	163	0
Sema4b	163.000000	163	0
Sec61b	163.000000	163	0
Rps18	163.000000	163	0
Oscp1	163.000000	163	0
Noc3l	163.000000	163	0
Nlrx1	163.000000	163	0
Mfsd4b1	163.000000	163	0
Lmbr1l	163.000000	163	0
Ing3	163.000000	163	0
Ifrd1	163.000000	163	0
Eras	163.000000	163	0
Dagla	163.000000	163	0
Cuedc1	163.000000	163	0
Clptm1	163.000000	163	0
C2cd5	163.000000	163	0
Bglap2	163.000000	163	0
Bglap	163.000000	163	0
B3galt4	163.000000	163	0
Asb2	163.000000	163	0
Ankrd6	163.000000	163	0
Ankrd24	163.000000	163	0
Alg2	163.000000	163	0
Znrf1	162.000000	162	0
Xndc1	162.000000	162	0
Trpm7	162.000000	162	0
Slc5a6	162.000000	162	0
Rnf121	162.000000	162	0
Rbbp6	162.000000	162	0
Ppp1r3e	162.000000	162	0
Ppp1r16a	162.000000	162	0
Plekha8	162.000000	162	0
Paxip1	162.000000	162	0
Notch3	162.000000	162	0
Myo1d	162.000000	162	0
Myo10	162.000000	162	0
Med13	162.000000	162	0
Lmnb1	162.000000	162	0
Klf10	162.000000	162	0
Kansl1	162.000000	162	0
Gpaa1	162.000000	162	0
Fyn	162.000000	162	0
Foxh1	162.000000	162	0
Fkbp14	162.000000	162	0
Fam133b	162.000000	162	0
Exosc4	162.000000	162	0
Eif1	162.000000	162	0
Eid2b	162.000000	162	0
Crot	162.000000	162	0
Cep162	162.000000	162	0
Auh	162.000000	162	0
Atraid	162.000000	162	0
Ascc2	162.000000	162	0
Amz2	162.000000	162	0
Adamts10	162.000000	162	0
1700122O11Rik	162.000000	162	0
Usp1	161.000000	161	0
Trip13	161.000000	161	0
Tomm7	161.000000	161	0
Tmem163	161.000000	161	0
Sncb	161.000000	161	0
Slc35a4	161.000000	161	0
Sdhaf3	161.000000	161	0
Rassf8	161.000000	161	0
Ppargc1b	161.000000	161	0
Pklr	161.000000	161	0
Pip5kl1	161.000000	161	0
Nectin1	161.000000	161	0
Mturn	161.000000	161	0
Mrps22	161.000000	161	0
Kcna5	161.000000	161	0
Itgb3	161.000000	161	0
Ifrd2	161.000000	161	0
Id3	161.000000	161	0
Hcn3	161.000000	161	0
Gm45927	161.000000	161	0
Gm2a	161.000000	161	0
Dpm2	161.000000	161	0
Clk2	161.000000	161	0
Brd9	161.000000	161	0
Apbb3	161.000000	161	0
Wdhd1	160.000000	160	0
Usp19	160.000000	160	0
Trpv2	160.000000	160	0
Socs4	160.000000	160	0
Sap25	160.000000	160	0
Rtca	160.000000	160	0
Polr2e	160.000000	160	0
Piezo1	160.000000	160	0
Phkb	160.000000	160	0
Pcdhgb2	160.000000	160	0
Pcdhgb1	160.000000	160	0
Pcdhga4	160.000000	160	0
Parvb	160.000000	160	0
Otud4	160.000000	160	0
Optn	160.000000	160	0
Nsd3	160.000000	160	0
Letm2	160.000000	160	0
Kras	160.000000	160	0
Itfg1	160.000000	160	0
Irs3	160.000000	160	0
Ints3	160.000000	160	0
Fndc3a	160.000000	160	0
Dtx4	160.000000	160	0
Dbt	160.000000	160	0
D630003M21Rik	160.000000	160	0
Cmpk1	160.000000	160	0
Zfp213	159.000000	159	0
Tstd2	159.000000	159	0
Tmem44	159.000000	159	0
Slc25a36	159.000000	159	0
Rrp12	159.000000	159	0
Rgs19	159.000000	159	0
Plxna1	159.000000	159	0
Pdf	159.000000	159	0
Nup93	159.000000	159	0
Ndufc2	159.000000	159	0
Ncbp1	159.000000	159	0
Nbeal2	159.000000	159	0
Magohb	159.000000	159	0
Lnpep	159.000000	159	0
Lkaaear1	159.000000	159	0
Kash5	159.000000	159	0
Impdh2	159.000000	159	0
Gtf2a1	159.000000	159	0
Fbxo4	159.000000	159	0
Fam20c	159.000000	159	0
Ddhd2	159.000000	159	0
Csrp2	159.000000	159	0
Cox7a2	159.000000	159	0
Cobll1	159.000000	159	0
Ccdc12	159.000000	159	0
Blmh	159.000000	159	0
Bbs9	159.000000	159	0
Afap1l1	159.000000	159	0
Zfp996	158.000000	158	0
Zfp790	158.000000	158	0
Zfp267	158.000000	158	0
Ywhag	158.000000	158	0
Vwde	158.000000	158	0
Vps16	158.000000	158	0
Tm2d1	158.000000	158	0
Tlcd5	158.000000	158	0
Tgfb3	158.000000	158	0
Syt5	158.000000	158	0
Stam	158.000000	158	0
Relb	158.000000	158	0
Rai2	158.000000	158	0
Rab3il1	158.000000	158	0
Pum1	158.000000	158	0
Psmd9	158.000000	158	0
Prdm11	158.000000	158	0
Pdia3	158.000000	158	0
Pced1a	158.000000	158	0
Nutm2	158.000000	158	0
Mkrn1	158.000000	158	0
Micall2	158.000000	158	0
Matn3	158.000000	158	0
Loxl4	158.000000	158	0
Klhdc9	158.000000	158	0
Il18r1	158.000000	158	0
Ift81	158.000000	158	0
Ift43	158.000000	158	0
Gnpda2	158.000000	158	0
Gm38538	158.000000	158	0
Glul	158.000000	158	0
Gipc1	158.000000	158	0
Fam162b	158.000000	158	0
Ell	158.000000	158	0
Dohh	158.000000	158	0
Def8	158.000000	158	0
Col1a2	158.000000	158	0
Cmklr1	158.000000	158	0
Clvs2	158.000000	158	0
Catsper2	158.000000	158	0
Cacng5	158.000000	158	0
Arhgap8	158.000000	158	0
A830018L16Rik	158.000000	158	0
4930579F01Rik	158.000000	158	0
Vti1b	157.000000	157	0
Trim13	157.000000	157	0
Sp4	157.000000	157	0
Scyl1	157.000000	157	0
Rptor	157.000000	157	0
Mindy2	157.000000	157	0
Mfsd13a	157.000000	157	0
Mettl8	157.000000	157	0
Letmd1	157.000000	157	0
Klhdc8b	157.000000	157	0
Gtf2b	157.000000	157	0
Fgf2	157.000000	157	0
Fam214b	157.000000	157	0
Erich1	157.000000	157	0
Enpp1	157.000000	157	0
Dcaf17	157.000000	157	0
Csrnp2	157.000000	157	0
Ccdc71	157.000000	157	0
Cacfd1	157.000000	157	0
Ar	157.000000	157	0
Zfp830	156.000000	156	0
Wdfy1	156.000000	156	0
Washc3	156.000000	156	0
Tfap4	156.000000	156	0
Tac4	156.000000	156	0
Slc25a13	156.000000	156	0
Rmdn1	156.000000	156	0
Rhpn1	156.000000	156	0
Rest	156.000000	156	0
Pms2	156.000000	156	0
Naa35	156.000000	156	0
Mrpl17	156.000000	156	0
Mea1	156.000000	156	0
Lbr	156.000000	156	0
Klhdc3	156.000000	156	0
Hmces	156.000000	156	0
Gstm5	156.000000	156	0
Golph3	156.000000	156	0
Fos	156.000000	156	0
Fank1	156.000000	156	0
Fancd2	156.000000	156	0
Emc3	156.000000	156	0
Egln3	156.000000	156	0
Dhx32	156.000000	156	0
Cpne7	156.000000	156	0
Cpne3	156.000000	156	0
Cenpv	156.000000	156	0
Cd79b	156.000000	156	0
Cct6b	156.000000	156	0
Calca	156.000000	156	0
Aimp2	156.000000	156	0
Zfp991	155.000000	155	0
Zc3h13	155.000000	155	0
Yars	155.000000	155	0
Tssc4	155.000000	155	0
Tmbim4	155.000000	155	0
Tcea2	155.000000	155	0
Suclg1	155.000000	155	0
Stpg2	155.000000	155	0
Spty2d1	155.000000	155	0
Scn1a	155.000000	155	0
S100pbp	155.000000	155	0
Rnf7	155.000000	155	0
Por	155.000000	155	0
Papss2	155.000000	155	0
Nexn	155.000000	155	0
Ncoa4	155.000000	155	0
Mtrf1l	155.000000	155	0
Mppe1	155.000000	155	0
Mblac1	155.000000	155	0
Ints8	155.000000	155	0
Exo5	155.000000	155	0
Ergic2	155.000000	155	0
Ebag9	155.000000	155	0
Dguok	155.000000	155	0
Cyp2s1	155.000000	155	0
Adamts7	155.000000	155	0
Zfyve16	154.000000	154	0
Usp46	154.000000	154	0
Tpd52	154.000000	154	0
Tfam	154.000000	154	0
Sptlc1	154.000000	154	0
Rab11fip5	154.000000	154	0
Pygo1	154.000000	154	0
Osgin2	154.000000	154	0
Oat	154.000000	154	0
Nr2f6	154.000000	154	0
Nckipsd	154.000000	154	0
Msi2	154.000000	154	0
Mphosph10	154.000000	154	0
Mcee	154.000000	154	0
Lratd2	154.000000	154	0
Gtf3c4	154.000000	154	0
Gspt1	154.000000	154	0
Fam227b	154.000000	154	0
Efnb1	154.000000	154	0
Dtwd1	154.000000	154	0
Dipk1a	154.000000	154	0
Ddx31	154.000000	154	0
Crk	154.000000	154	0
Cpne4	154.000000	154	0
Atp9b	154.000000	154	0
Zfp420	153.000000	153	0
Sf3b6	153.000000	153	0
Rab7	153.000000	153	0
Pxylp1	153.000000	153	0
Psip1	153.000000	153	0
Prmt7	153.000000	153	0
Pinx1	153.000000	153	0
Phldb3	153.000000	153	0
Nae1	153.000000	153	0
Morc2a	153.000000	153	0
Mmp17	153.000000	153	0
Klk8	153.000000	153	0
Jpt1	153.000000	153	0
Hibadh	153.000000	153	0
Heyl	153.000000	153	0
Gsap	153.000000	153	0
Eno2	153.000000	153	0
Dlk2	153.000000	153	0
Cyp4x1	153.000000	153	0
Abca2	153.000000	153	0
Ube2q1	152.000000	152	0
Taf4b	152.000000	152	0
Stau1	152.000000	152	0
Srsf9	152.000000	152	0
Pusl1	152.000000	152	0
Prnp	152.000000	152	0
Prn	152.000000	152	0
Plpp3	152.000000	152	0
Nol8	152.000000	152	0
Ndufa6	152.000000	152	0
Myo1g	152.000000	152	0
Mbd2	152.000000	152	0
Mapkap1	152.000000	152	0
Malt1	152.000000	152	0
Lrrc8d	152.000000	152	0
Llgl1	152.000000	152	0
Gm13290	152.000000	152	0
Gm13289	152.000000	152	0
Gm13288	152.000000	152	0
Gm13287	152.000000	152	0
Gm13285	152.000000	152	0
Gfus	152.000000	152	0
Exosc5	152.000000	152	0
Dkk3	152.000000	152	0
Ddr1	152.000000	152	0
Cpsf1	152.000000	152	0
Cenpp	152.000000	152	0
Cdkn2aipnl	152.000000	152	0
Cdk6	152.000000	152	0
Bmf	152.000000	152	0
Bckdha	152.000000	152	0
Acap3	152.000000	152	0
5730455P16Rik	152.000000	152	0
2310057M21Rik	152.000000	152	0
Syt9	151.000000	151	0
Sox12	151.000000	151	0
Romo1	151.000000	151	0
Prpf4b	151.000000	151	0
Prkar2a	151.000000	151	0
Ppp3cb	151.000000	151	0
Nsun4	151.000000	151	0
Nfs1	151.000000	151	0
Ndufs5	151.000000	151	0
Mtr	151.000000	151	0
Iffo2	151.000000	151	0
Ier5l	151.000000	151	0
Herpud1	151.000000	151	0
Brd3	151.000000	151	0
Aco1	151.000000	151	0
Aaas	151.000000	151	0
Zfp606	150.000000	150	0
Zfp599	150.000000	150	0
Zdhhc15	150.000000	150	0
Ubxn10	150.000000	150	0
Tssk6	150.000000	150	0
Tnk2	150.000000	150	0
Syn3	150.000000	150	0
Spink2	150.000000	150	0
Slco2a1	150.000000	150	0
Shprh	150.000000	150	0
Sgo2a	150.000000	150	0
Sfr1	150.000000	150	0
Serinc3	150.000000	150	0
Rps6ka6	150.000000	150	0
Prkd3	150.000000	150	0
Pla2g2c	150.000000	150	0
Pard6g	150.000000	150	0
Ndufa13	150.000000	150	0
Mlph	150.000000	150	0
Mki67	150.000000	150	0
Med30	150.000000	150	0
Lrrc49	150.000000	150	0
Lrmda	150.000000	150	0
Lama4	150.000000	150	0
Klf8	150.000000	150	0
Ice2	150.000000	150	0
Hif1an	150.000000	150	0
Hdhd2	150.000000	150	0
Hddc2	150.000000	150	0
Guf1	150.000000	150	0
Gm3752	150.000000	150	0
Gm2956	150.000000	150	0
Gamt	150.000000	150	0
Fam131b	150.000000	150	0
Fam102b	150.000000	150	0
Endov	150.000000	150	0
Dusp26	150.000000	150	0
Dazap1	150.000000	150	0
Chst9	150.000000	150	0
Alg10b	150.000000	150	0
Acyp2	150.000000	150	0
Tubb4b	149.000000	149	0
Trp53bp2	149.000000	149	0
Tbc1d9	149.000000	149	0
Tasor2	149.000000	149	0
Tafa4	149.000000	149	0
Stx12	149.000000	149	0
Rragd	149.000000	149	0
Ptpn18	149.000000	149	0
Polr3b	149.000000	149	0
Pip5k1c	149.000000	149	0
Pigm	149.000000	149	0
Pbx3	149.000000	149	0
Pax5	149.000000	149	0
Paip2b	149.000000	149	0
Osbpl8	149.000000	149	0
Mark2	149.000000	149	0
Il17d	149.000000	149	0
Faim	149.000000	149	0
Etfa	149.000000	149	0
Dusp9	149.000000	149	0
Dgcr8	149.000000	149	0
Atp6v0c	149.000000	149	0
Arpc5	149.000000	149	0
Arhgef37	149.000000	149	0
Amdhd2	149.000000	149	0
Akip1	149.000000	149	0
Ahi1	149.000000	149	0
Aff4	149.000000	149	0
Zfp655	148.000000	148	0
Zdhhc23	148.000000	148	0
Usp39	148.000000	148	0
Ube2g2	148.000000	148	0
Ttc36	148.000000	148	0
Tmem25	148.000000	148	0
Tinagl1	148.000000	148	0
Slc36a4	148.000000	148	0
Ralgapa2	148.000000	148	0
Pmepa1	148.000000	148	0
Pdlim7	148.000000	148	0
Mrpl1	148.000000	148	0
Larp4b	148.000000	148	0
Hck	148.000000	148	0
Fam53c	148.000000	148	0
Fam161b	148.000000	148	0
Ercc4	148.000000	148	0
Dnase2a	148.000000	148	0
Coq6	148.000000	148	0
Clba1	148.000000	148	0
Cfap298	148.000000	148	0
Ap1ar	148.000000	148	0
Agfg1	148.000000	148	0
Adgrb3	148.000000	148	0
0610030E20Rik	148.000000	148	0
Zfp609	147.000000	147	0
Vgll4	147.000000	147	0
Tubgcp6	147.000000	147	0
Trp53inp2	147.000000	147	0
Spata6	147.000000	147	0
Septin7	147.000000	147	0
Rps6ka4	147.000000	147	0
Rpap3	147.000000	147	0
Rmnd1	147.000000	147	0
Racgap1	147.000000	147	0
Psmc4	147.000000	147	0
Prkar2b	147.000000	147	0
Npw	147.000000	147	0
Nccrp1	147.000000	147	0
Mrm1	147.000000	147	0
Ly6g6f	147.000000	147	0
Large1	147.000000	147	0
Kctd6	147.000000	147	0
Itgb1	147.000000	147	0
Htra2	147.000000	147	0
Fam193a	147.000000	147	0
Dqx1	147.000000	147	0
Cgrrf1	147.000000	147	0
Camkk1	147.000000	147	0
Armt1	147.000000	147	0
Aldh1l2	147.000000	147	0
Abhd16a	147.000000	147	0
Abcf1	147.000000	147	0
4930444P10Rik	147.000000	147	0
1190005I06Rik	147.000000	147	0
Zfp971	146.000000	146	0
Zfp945	146.000000	146	0
Zfp661	146.000000	146	0
Zfp660	146.000000	146	0
Zbtb46	146.000000	146	0
Ykt6	146.000000	146	0
Tmem132b	146.000000	146	0
Rbm12b2	146.000000	146	0
Rasa2	146.000000	146	0
Rapgef3	146.000000	146	0
Prpsap2	146.000000	146	0
Ppp2r1a	146.000000	146	0
Ppm1b	146.000000	146	0
Pkd1	146.000000	146	0
Pink1	146.000000	146	0
Myo9b	146.000000	146	0
Mrps5	146.000000	146	0
Mrps21	146.000000	146	0
Itgb5	146.000000	146	0
Hsd17b13	146.000000	146	0
Haus8	146.000000	146	0
Glt28d2	146.000000	146	0
E130308A19Rik	146.000000	146	0
Cdip1	146.000000	146	0
Cadm4	146.000000	146	0
Bicd2	146.000000	146	0
Axdnd1	146.000000	146	0
Atp2c1	146.000000	146	0
Ankrd35	146.000000	146	0
Zfp276	145.000000	145	0
Zfc3h1	145.000000	145	0
Vps9d1	145.000000	145	0
Vinac1	145.000000	145	0
Ttll4	145.000000	145	0
Ttl	145.000000	145	0
Tomm34	145.000000	145	0
Tmem87b	145.000000	145	0
Thap2	145.000000	145	0
Stk4	145.000000	145	0
Slc35g3	145.000000	145	0
Sf3b5	145.000000	145	0
Rida	145.000000	145	0
Rasgef1a	145.000000	145	0
Ralbp1	145.000000	145	0
Pop1	145.000000	145	0
Polr2a	145.000000	145	0
Pam	145.000000	145	0
Mycbp	145.000000	145	0
Lrrc20	145.000000	145	0
Klhl24	145.000000	145	0
Itgb3bp	145.000000	145	0
Ggct	145.000000	145	0
Fbxo3	145.000000	145	0
Efcab7	145.000000	145	0
Csf3r	145.000000	145	0
Chst15	145.000000	145	0
Ccdc88a	145.000000	145	0
Calu	145.000000	145	0
Bcap31	145.000000	145	0
Abcd1	145.000000	145	0
4931422A03Rik	145.000000	145	0
4921524J17Rik	145.000000	145	0
Zfp770	144.000000	144	0
Ust	144.000000	144	0
Usp4	144.000000	144	0
St6galnac5	144.000000	144	0
Srd5a1	144.000000	144	0
Slc25a45	144.000000	144	0
Selenof	144.000000	144	0
Rnf215	144.000000	144	0
Pigc	144.000000	144	0
Phf24	144.000000	144	0
Phf19	144.000000	144	0
Ntf5	144.000000	144	0
Nsun2	144.000000	144	0
Ndufb6	144.000000	144	0
Man1a2	144.000000	144	0
Mageb3	144.000000	144	0
Lhb	144.000000	144	0
Hsp90aa1	144.000000	144	0
Hs2st1	144.000000	144	0
Herc2	144.000000	144	0
Hdac5	144.000000	144	0
Frmd8	144.000000	144	0
Eif4b	144.000000	144	0
Dffb	144.000000	144	0
Dbnl	144.000000	144	0
Cyba	144.000000	144	0
Ctdspl2	144.000000	144	0
Coq7	144.000000	144	0
Cep104	144.000000	144	0
Cdc14a	144.000000	144	0
Bard1	144.000000	144	0
Atf7ip	144.000000	144	0
Arl2	144.000000	144	0
4930558K02Rik	144.000000	144	0
1600014C23Rik	144.000000	144	0
Ttc3	143.000000	143	0
Trim11	143.000000	143	0
Tmem8b	143.000000	143	0
Tmem260	143.000000	143	0
Tlr2	143.000000	143	0
Smarca5	143.000000	143	0
Puf60	143.000000	143	0
Ptpra	143.000000	143	0
