Target_genes	Nfe2|Average	SRX203211|Erythroblasts	SRX18530089|Erythroid_Cells	SRX18530090|Erythroid_Cells	SRX1629386|M1	SRX203207|Megakaryocytes	SRX203208|Megakaryocytes	SRX204382|Megakaryocytes	SRX2200549|Pro-B_cells	SRX298037|Ter119_Erythrocytes	STRING
Ocrl	19.222222	0	0	0	0	0	0	0	173	0	0
Nsfl1c	19.222222	0	0	0	0	0	0	0	173	0	0
Nkx6-3	19.222222	0	0	0	0	0	0	0	173	0	0
Ndc1	19.222222	0	0	0	0	0	0	0	173	0	0
Mrps30	19.222222	0	0	0	0	0	0	0	173	0	0
Krt8	19.222222	0	0	0	0	0	0	0	173	0	0
Gpld1	19.222222	0	0	0	0	0	0	0	173	0	0
Esrrg	19.222222	0	0	0	0	0	0	0	173	0	0
Dnaic2	19.222222	0	0	0	0	0	0	0	173	0	0
Aldh5a1	19.222222	0	0	0	0	0	0	0	173	0	0
Ywhag	19.111111	0	0	0	0	0	0	0	172	0	0
Wdpcp	19.111111	0	0	0	0	0	0	0	172	0	0
Rprd1a	19.111111	0	0	0	0	0	0	0	172	0	0
Prkag2	19.111111	0	0	0	0	0	0	0	172	0	0
Olfr12	19.111111	0	0	0	0	0	0	0	172	0	0
Nkiras2	19.111111	0	0	0	0	0	0	0	172	0	0
Mdh1	19.111111	0	0	0	0	0	0	0	172	0	0
Frmd4a	19.111111	0	0	0	0	0	0	0	172	0	0
Fkbp3	19.111111	0	0	0	0	0	0	0	172	0	0
Fancm	19.111111	0	0	0	0	0	0	0	172	0	0
E2f2	19.111111	0	0	0	0	0	0	0	0	172	0
Dnajc7	19.111111	0	0	0	0	0	0	0	172	0	0
Dennd5b	19.111111	0	0	0	0	0	0	172	0	0	0
Cd300e	19.111111	0	0	0	0	0	0	0	172	0	0
Wdr77	19.000000	0	0	0	0	0	0	0	171	0	0
Smco2	19.000000	0	0	0	0	0	0	0	171	0	0
Serpinh1	19.000000	0	0	0	0	0	0	0	171	0	0
Rag2	19.000000	0	0	0	0	0	0	0	171	0	0
Iftap	19.000000	0	0	0	0	0	0	0	171	0	0
Cidec	19.000000	0	0	0	0	0	0	0	171	0	0
Cdc7	19.000000	0	0	0	0	0	0	0	171	0	0
Atp5pb	19.000000	0	0	0	0	0	0	0	171	0	0
Aebp2	19.000000	0	0	0	0	0	0	0	0	171	0
Tnfaip8l1	18.888889	0	0	0	0	0	0	0	170	0	0
Tmem107	18.888889	0	0	0	0	0	0	0	170	0	0
Psph	18.888889	0	0	0	0	0	0	0	170	0	0
Phykpl	18.888889	0	0	0	0	0	0	0	170	0	0
Myo1a	18.888889	0	0	0	0	0	0	0	170	0	0
H1f6	18.888889	0	0	0	0	0	0	0	170	0	0
Gm7827	18.888889	0	0	0	0	0	0	0	170	0	0
Cct6a	18.888889	0	0	0	0	0	0	0	170	0	0
Zbtb7c	18.777778	0	0	0	0	0	0	0	169	0	0
Stk11ip	18.777778	0	0	0	0	0	0	0	169	0	0
Slc37a4	18.777778	0	0	0	0	0	0	0	169	0	0
Pigv	18.777778	0	0	0	0	0	0	0	169	0	0
Nucks1	18.777778	0	0	0	0	0	0	0	169	0	0
Nfkbil1	18.777778	0	0	0	0	0	0	0	169	0	0
Myh14	18.777778	0	0	0	0	0	0	0	0	169	0
Lefty2	18.777778	0	0	0	0	0	0	0	169	0	0
Itprip	18.777778	0	0	0	0	0	0	0	169	0	0
Gse1	18.777778	0	0	0	0	0	0	0	169	0	0
Gba	18.777778	0	0	0	0	0	0	0	0	169	0
Dnmt3l	18.777778	0	0	0	0	0	169	0	0	0	0
Cmpk1	18.777778	0	0	0	0	0	0	169	0	0	0
Cep162	18.777778	0	0	0	0	0	0	0	0	169	0
Atp6v1g2	18.777778	0	0	0	0	0	0	0	169	0	0
Ywhab	18.666667	0	0	0	0	0	0	0	168	0	0
Taf11	18.666667	0	0	0	0	0	0	0	168	0	0
Naa25	18.666667	0	0	0	0	0	0	0	168	0	0
Kcnk13	18.666667	0	0	0	0	0	0	0	168	0	0
Kat5	18.666667	0	0	0	0	0	0	0	0	168	0
Jph2	18.666667	0	0	0	0	0	0	168	0	0	0
Helz2	18.666667	0	0	0	0	0	0	0	168	0	0
Ctsl	18.666667	0	0	0	0	0	0	0	168	0	0
Car14	18.666667	0	0	0	0	0	0	0	168	0	0
Bace2	18.666667	0	0	0	0	0	0	0	168	0	0
Anks1	18.666667	0	0	0	0	0	0	0	168	0	0
4930407I10Rik	18.666667	0	0	0	0	0	0	0	168	0	0
Top1mt	18.555556	0	0	0	0	0	0	0	167	0	0
Sp7	18.555556	0	0	0	0	0	0	0	167	0	0
Phlda1	18.555556	0	0	0	0	0	167	0	0	0	0
Pcdh12	18.555556	0	0	0	0	0	0	0	167	0	0
Nup210l	18.555556	0	0	0	0	0	0	0	167	0	0
Lclat1	18.555556	0	0	0	0	0	0	0	167	0	0
Il2ra	18.555556	0	0	0	0	0	0	0	0	167	0
Exosc5	18.555556	0	0	0	0	0	0	0	167	0	0
Elane	18.555556	0	0	0	0	0	0	0	167	0	0
Ehd4	18.555556	0	0	0	0	0	0	0	167	0	0
Cog7	18.555556	0	0	0	0	0	0	0	167	0	0
Ccdc58	18.555556	0	0	0	0	0	0	0	0	167	0
Bckdha	18.555556	0	0	0	0	0	0	0	167	0	0
Adi1	18.555556	0	0	0	0	0	0	0	167	0	0
Usp5	18.444444	0	0	0	0	0	0	0	166	0	0
Trim63	18.444444	0	0	0	0	0	0	166	0	0	0
Smim26	18.444444	0	0	0	0	0	0	0	166	0	0
Rab3il1	18.444444	0	0	0	0	0	0	0	0	166	0
Nlrc4	18.444444	0	0	0	0	0	0	0	166	0	0
Ier2	18.444444	0	0	0	0	0	0	0	166	0	0
Fntb	18.444444	0	0	0	0	0	0	0	166	0	0
Cphx3	18.444444	0	0	0	0	0	0	166	0	0	0
Cphx2	18.444444	0	0	0	0	0	0	166	0	0	0
Cphx1	18.444444	0	0	0	0	0	0	166	0	0	0
Cdca3	18.444444	0	0	0	0	0	0	0	166	0	0
Tubgcp3	18.333333	0	0	0	0	0	0	0	165	0	0
Trpm1	18.333333	0	0	0	0	0	0	0	165	0	0
Sun2	18.333333	0	0	0	0	0	0	0	165	0	0
Slc18a1	18.333333	0	0	0	0	0	0	0	165	0	0
Sdhb	18.333333	0	0	0	0	0	0	0	165	0	0
Rmdn3	18.333333	0	0	0	0	0	0	165	0	0	0
Rimkla	18.333333	0	0	0	0	0	165	0	0	0	0
Oaz2	18.333333	0	0	0	0	0	0	0	165	0	0
Kcnj12	18.333333	165	0	0	0	0	0	0	0	0	0
Hmces	18.333333	0	0	0	0	0	0	0	165	0	0
Cdrt4	18.333333	0	0	0	0	0	0	165	0	0	0
Ccnt2	18.333333	0	0	0	0	0	0	0	165	0	0
Atp6v1b2	18.333333	0	0	0	0	0	0	0	165	0	0
Zfp516	18.222222	0	0	0	0	0	0	0	164	0	0
Uso1	18.222222	0	0	0	0	0	0	0	0	164	0
Tyrp1	18.222222	0	0	0	0	0	0	164	0	0	0
Tapt1	18.222222	0	106	58	0	0	0	0	0	0	0
Slc39a9	18.222222	0	0	0	0	0	0	0	164	0	0
Sdha	18.222222	0	0	0	0	0	0	0	0	164	0
Rab8a	18.222222	0	0	0	0	0	0	0	164	0	0
Ppp2r5c	18.222222	0	0	0	0	0	0	0	0	164	0
Memo1	18.222222	0	0	0	0	0	0	0	164	0	0
Limch1	18.222222	0	0	0	0	0	0	0	0	164	0
Fgfbp1	18.222222	0	0	0	0	0	0	0	164	0	0
Fam187a	18.222222	0	0	0	0	0	0	0	0	164	0
Erh	18.222222	0	0	0	0	0	0	0	164	0	0
Eftud2	18.222222	0	0	0	0	0	0	0	0	164	0
Crmp1	18.222222	0	0	0	0	0	0	0	164	0	0
Cplane2	18.222222	0	0	0	0	0	0	0	164	0	0
Ccdc127	18.222222	0	0	0	0	0	0	0	0	164	0
Ccdc103	18.222222	0	0	0	0	0	0	0	0	164	0
C2cd2l	18.222222	0	0	0	0	0	0	0	164	0	0
Brap	18.222222	0	0	0	0	0	0	164	0	0	0
Acad10	18.222222	0	0	0	0	0	0	164	0	0	0
Aacs	18.222222	0	0	0	0	0	0	0	0	164	0
Slc30a1	18.111111	0	0	0	0	0	0	0	163	0	0
Ric8a	18.111111	0	0	0	0	0	0	0	163	0	0
Rab11fip3	18.111111	0	0	0	0	0	0	0	163	0	0
Pdgfrb	18.111111	0	0	0	0	0	0	0	163	0	0
Nabp1	18.111111	0	0	0	0	0	0	0	163	0	0
Mtfr1	18.111111	0	0	0	0	0	0	0	163	0	0
Mrpl27	18.111111	0	0	0	0	0	0	0	0	163	0
Mrpl24	18.111111	0	0	0	0	0	0	0	163	0	0
Gabpb2	18.111111	0	0	0	0	0	0	163	0	0	0
Eme1	18.111111	0	0	0	0	0	0	0	0	163	0
Bet1l	18.111111	0	0	0	0	0	0	0	163	0	0
Zfp526	18.000000	0	0	0	0	0	0	0	0	162	0
Zfp418	18.000000	0	0	0	0	0	0	0	162	0	0
Tes	18.000000	0	0	0	0	0	0	0	162	0	0
Sptssa	18.000000	0	0	0	0	0	0	0	162	0	0
Rufy1	18.000000	0	0	0	0	0	0	0	162	0	0
Rtn4rl1	18.000000	0	0	0	0	0	0	0	162	0	0
Nelfa	18.000000	0	0	0	0	0	0	0	162	0	0
Gga2	18.000000	0	0	0	0	0	0	0	0	162	0
Foxb1	18.000000	0	0	0	0	0	0	0	162	0	0
Dph1	18.000000	0	0	0	0	0	0	0	162	0	0
Dgcr6	18.000000	0	0	0	0	0	0	0	162	0	0
Dedd2	18.000000	0	0	0	0	0	0	0	0	162	0
Cstf3	18.000000	0	0	0	0	0	0	0	162	0	0
Ccdc167	18.000000	0	0	0	0	0	0	0	162	0	0
Vmn1r178	17.888889	0	0	0	0	0	0	161	0	0	0
Smad4	17.888889	0	0	0	0	0	0	161	0	0	0
Jchain	17.888889	0	0	0	0	0	0	0	161	0	0
Iqsec2	17.888889	0	0	0	0	0	0	0	161	0	0
Dhrs11	17.888889	0	0	0	0	0	0	161	0	0	0
Bckdhb	17.888889	0	0	0	0	0	0	0	161	0	0
Asxl2	17.888889	0	0	0	0	0	0	0	161	0	0
Tmem183a	17.777778	0	0	160	0	0	0	0	0	0	0
Rragc	17.777778	0	0	0	0	0	0	0	0	160	0
Rpl37a	17.777778	0	0	0	0	0	0	0	160	0	0
Qtrt1	17.777778	0	0	0	0	0	0	0	0	160	0
Psd3	17.777778	0	0	0	0	0	0	0	160	0	0
Olfr566	17.777778	0	0	0	0	0	0	0	160	0	0
Mrap	17.777778	0	0	0	0	0	0	0	160	0	0
Hfe	17.777778	0	0	0	0	0	0	0	160	0	0
Gmfb	17.777778	0	0	0	0	0	0	0	0	160	0
Gm4846	17.777778	0	0	0	0	0	0	0	0	160	0
Fndc3a	17.777778	0	0	0	0	0	0	0	160	0	0
Chd4	17.777778	0	0	0	0	0	0	0	160	0	0
Arnt	17.777778	0	0	0	0	0	0	0	160	0	0
Vps50	17.666667	0	0	0	0	0	0	0	159	0	0
Tnfsf11	17.666667	0	0	0	0	0	0	0	159	0	0
Sptbn1	17.666667	0	0	0	0	0	0	0	159	0	0
Rnf6	17.666667	0	0	0	0	0	0	0	159	0	0
Lonp1	17.666667	0	0	0	0	0	0	0	0	159	0
Hesx1	17.666667	0	0	0	0	0	0	0	159	0	0
Hemk1	17.666667	0	0	0	0	0	0	0	159	0	0
Gm29797	17.666667	0	0	0	0	0	0	0	159	0	0
Cdca8	17.666667	0	0	0	159	0	0	0	0	0	0
Catsperd	17.666667	0	0	0	0	0	0	0	0	159	0
Atf7ip	17.666667	0	0	0	0	0	0	0	159	0	0
9930104L06Rik	17.666667	0	0	0	159	0	0	0	0	0	0
Zswim5	17.555556	0	0	158	0	0	0	0	0	0	0
Tyw5	17.555556	0	0	0	0	0	0	0	158	0	0
Tmem87b	17.555556	0	0	0	0	0	0	0	158	0	0
St3gal5	17.555556	0	0	0	0	0	0	0	0	158	0
Ociad2	17.555556	0	0	0	0	0	0	0	158	0	0
Maip1	17.555556	0	0	0	0	0	0	0	158	0	0
Lrpprc	17.555556	0	0	0	0	0	0	0	0	158	0
Ldha	17.555556	0	0	0	0	0	0	0	158	0	0
Jpt2	17.555556	0	0	0	0	0	0	0	158	0	0
Hmox2	17.555556	0	0	0	0	0	0	0	158	0	0
Efcc1	17.555556	0	0	0	0	0	0	0	158	0	0
Cbl	17.555556	0	0	0	0	0	0	0	158	0	0
Atf4	17.555556	0	0	0	0	0	0	0	0	158	0
Tm2d3	17.444444	0	0	0	0	0	0	0	157	0	0
Sypl2	17.444444	0	0	0	0	0	0	0	157	0	0
Slx4ip	17.444444	0	0	0	0	0	0	0	157	0	0
Sema4g	17.444444	0	0	0	0	0	0	0	157	0	0
Rtf2	17.444444	0	0	0	0	0	0	0	157	0	0
Qdpr	17.444444	0	0	0	0	0	0	0	0	157	0
Plp2	17.444444	0	0	0	0	0	0	0	157	0	0
Pcyt1a	17.444444	0	0	0	0	0	0	0	157	0	0
Pak7	17.444444	0	0	0	0	0	0	157	0	0	0
Mfsd14a	17.444444	0	0	0	0	0	0	0	157	0	0
Il4ra	17.444444	0	0	0	0	0	0	0	157	0	0
Fetub	17.444444	0	0	0	0	0	157	0	0	0	0
Fam24b	17.444444	0	0	0	0	0	0	0	0	157	0
Dennd1a	17.444444	0	0	0	0	0	0	0	157	0	0
Ctf1	17.444444	0	0	0	0	0	0	0	157	0	0
Comtd1	17.444444	0	0	0	0	0	0	0	0	157	0
Clrn2	17.444444	0	0	0	0	0	0	0	0	157	0
Clec11a	17.444444	0	0	0	0	0	0	0	157	0	0
Bcl7c	17.444444	0	0	0	0	0	0	0	157	0	0
A430057M04Rik	17.444444	0	0	0	0	0	0	0	0	157	0
Syt12	17.333333	0	0	0	0	0	0	0	156	0	0
Spata33	17.333333	0	0	156	0	0	0	0	0	0	0
Mocs3	17.333333	0	0	0	0	0	0	0	156	0	0
Lratd2	17.333333	0	0	0	0	0	0	0	156	0	0
Ift140	17.333333	0	0	0	0	0	0	0	156	0	0
Havcr2	17.333333	0	0	0	0	0	0	0	156	0	0
Eif5	17.333333	0	0	156	0	0	0	0	0	0	0
Dpm1	17.333333	0	0	0	0	0	0	0	156	0	0
Cramp1l	17.333333	0	0	0	0	0	0	0	156	0	0
Chmp1a	17.333333	0	0	156	0	0	0	0	0	0	0
Arhgap30	17.333333	0	0	0	0	0	0	0	156	0	0
Trim15	17.222222	0	0	155	0	0	0	0	0	0	0
Trim10	17.222222	0	0	155	0	0	0	0	0	0	0
Top3a	17.222222	0	0	0	0	0	0	0	0	155	0
Smcr8	17.222222	0	0	0	0	0	0	0	0	155	0
Sh2d1b1	17.222222	0	0	0	0	0	0	0	155	0	0
Serpina3g	17.222222	0	0	0	0	0	0	0	155	0	0
Serpina3f	17.222222	0	0	0	0	0	0	0	155	0	0
Rwdd2a	17.222222	0	0	0	0	0	0	0	155	0	0
Pgm3	17.222222	0	0	0	0	0	0	0	155	0	0
Olfr464	17.222222	0	0	0	0	0	0	0	155	0	0
Olfr1410	17.222222	0	0	0	0	0	0	0	155	0	0
Nme6	17.222222	0	0	0	0	0	0	0	155	0	0
Lrrc14b	17.222222	0	0	0	0	0	0	0	155	0	0
Eef2kmt	17.222222	0	0	0	0	0	0	0	155	0	0
Cxcl3	17.222222	0	0	0	0	0	0	0	155	0	0
Cldn11	17.222222	0	0	0	0	0	0	0	155	0	0
Aak1	17.222222	0	0	0	0	0	0	0	155	0	0
Wdr88	17.111111	0	0	0	0	0	0	0	0	154	0
Tha1	17.111111	0	0	0	0	0	0	0	154	0	0
Tbc1d17	17.111111	0	0	0	0	0	0	0	154	0	0
Msl1	17.111111	0	0	0	0	0	0	0	154	0	0
Micall2	17.111111	0	0	0	0	0	0	0	154	0	0
Man2a1	17.111111	0	0	0	0	0	0	0	154	0	0
Ly6a	17.111111	0	0	0	0	0	154	0	0	0	0
Kcnk16	17.111111	0	0	0	0	0	0	0	154	0	0
Hdhd2	17.111111	0	0	0	0	0	0	0	154	0	0
Gmds	17.111111	0	0	0	0	0	0	0	154	0	0
Gm42517	17.111111	0	0	0	0	0	0	0	154	0	0
Glis1	17.111111	0	0	0	0	0	0	0	154	0	0
Dip2b	17.111111	0	0	0	0	0	0	0	154	0	0
Akt1s1	17.111111	0	0	0	0	0	0	0	154	0	0
5430427O19Rik	17.111111	0	0	0	0	0	0	154	0	0	0
1700008O03Rik	17.111111	0	0	0	0	0	0	0	154	0	0
Wrn	17.000000	0	0	0	0	0	0	0	153	0	0
Wif1	17.000000	0	0	0	0	0	0	0	153	0	0
Vars	17.000000	0	0	0	0	0	0	0	153	0	0
Tmem114	17.000000	0	0	0	0	0	0	153	0	0	0
Tlcd2	17.000000	153	0	0	0	0	0	0	0	0	0
Purg	17.000000	0	0	0	0	0	0	0	153	0	0
Parvg	17.000000	0	0	0	0	0	0	0	153	0	0
Mrpl23	17.000000	0	0	0	0	0	0	0	153	0	0
D17H6S56E-5	17.000000	0	0	0	0	0	0	0	153	0	0
Cebpe	17.000000	0	0	0	0	0	0	0	153	0	0
Cd59a	17.000000	0	0	0	0	0	0	153	0	0	0
Zfp943	16.888889	0	0	0	0	0	0	0	0	152	0
Zfp942	16.888889	0	0	0	0	0	0	0	0	152	0
Trerf1	16.888889	0	0	0	0	0	0	0	152	0	0
Tfap2e	16.888889	0	0	0	0	0	0	0	152	0	0
Ss18l2	16.888889	0	0	0	0	0	0	0	152	0	0
Pld6	16.888889	0	0	0	0	0	152	0	0	0	0
Gucy1a2	16.888889	0	0	0	0	0	0	0	0	152	0
Glyctk	16.888889	0	0	0	0	0	0	0	152	0	0
E2f6	16.888889	0	0	0	0	0	0	0	152	0	0
Ccdc22	16.888889	0	0	0	0	0	0	0	0	152	0
Cacna1f	16.888889	0	0	0	0	0	0	0	0	152	0
Ap3m2	16.888889	0	0	0	0	0	0	0	152	0	0
A930018P22Rik	16.888889	0	0	0	0	0	0	0	152	0	0
Wapl	16.777778	0	0	0	0	0	0	0	151	0	0
Pglyrp1	16.777778	0	0	0	0	0	0	0	151	0	0
L2hgdh	16.777778	0	0	0	0	0	0	0	151	0	0
Kdm4d	16.777778	0	0	0	0	0	0	0	151	0	0
Itgam	16.777778	0	0	0	0	0	0	0	151	0	0
Gna15	16.777778	0	0	0	0	0	0	0	151	0	0
Dmac2l	16.777778	0	0	0	0	0	0	0	151	0	0
Cwc15	16.777778	0	0	0	0	0	0	0	151	0	0
Angel2	16.777778	0	0	0	0	0	0	0	151	0	0
Wnt11	16.666667	0	0	0	0	0	0	0	150	0	0
Tfap4	16.666667	0	0	0	0	0	0	0	150	0	0
Snx29	16.666667	0	0	0	0	0	150	0	0	0	0
Rusc1	16.666667	0	0	0	0	0	0	0	0	150	0
Rhd	16.666667	0	0	0	0	0	0	0	150	0	0
Phyhd1	16.666667	0	0	0	0	0	0	0	150	0	0
Odf2l	16.666667	0	0	0	0	0	0	0	150	0	0
Nadk	16.666667	0	0	0	0	0	0	0	150	0	0
Myo1f	16.666667	0	0	0	0	0	0	0	150	0	0
Fhad1	16.666667	0	0	0	0	0	0	0	150	0	0
Fbxo33	16.666667	0	0	0	0	0	0	0	0	150	0
Espl1	16.666667	0	0	0	0	0	0	0	0	150	0
Bcl2l14	16.666667	0	0	0	0	0	0	150	0	0	0
Asah1	16.666667	0	0	0	0	0	0	0	0	150	0
Ankrd33b	16.666667	0	0	0	0	0	0	0	150	0	0
Xpnpep3	16.555556	0	0	0	0	0	0	0	149	0	0
Tfec	16.555556	0	0	0	0	0	149	0	0	0	0
St13	16.555556	0	0	0	0	0	0	0	149	0	0
Slc35b1	16.555556	0	0	0	0	0	0	0	149	0	0
Pdhb	16.555556	0	0	0	0	0	0	0	149	0	0
Klhdc10	16.555556	0	0	0	0	0	0	0	149	0	0
Actb	16.555556	0	0	0	0	0	0	0	149	0	0
Traip	16.444444	0	0	0	0	0	0	0	148	0	0
Tprkb	16.444444	0	0	0	0	0	0	0	148	0	0
Them6	16.444444	0	0	0	0	0	0	0	148	0	0
Tesk1	16.444444	0	0	0	0	0	0	0	148	0	0
Spen	16.444444	0	0	0	0	0	0	0	148	0	0
Snrpd3	16.444444	0	0	0	0	0	0	0	148	0	0
Slc44a1	16.444444	0	0	0	0	0	0	0	148	0	0
Safb2	16.444444	0	0	0	0	0	0	0	148	0	0
Safb	16.444444	0	0	0	0	0	0	0	148	0	0
Rpl32	16.444444	0	0	0	0	0	0	0	148	0	0
Rgcc	16.444444	0	0	0	0	0	0	0	148	0	0
Rapgef1	16.444444	0	0	0	0	0	0	0	148	0	0
Rap2b	16.444444	0	0	0	0	0	0	0	148	0	0
Pomt1	16.444444	0	0	0	0	0	0	0	0	148	0
Nat8f4	16.444444	0	0	0	0	0	0	0	148	0	0
Mgat1	16.444444	0	0	0	0	0	0	0	148	0	0
H3f3b	16.444444	0	0	0	0	0	0	0	148	0	0
Gucd1	16.444444	0	0	0	0	0	0	0	148	0	0
Gabarapl2	16.444444	0	0	0	0	0	0	0	0	148	0
Fem1b	16.444444	0	0	0	0	0	0	0	148	0	0
Fbl	16.444444	0	0	0	0	0	0	0	148	0	0
Chac1	16.444444	0	0	0	0	0	0	0	148	0	0
6820408C15Rik	16.444444	0	0	0	0	0	148	0	0	0	0
Zfyve27	16.333333	0	0	0	0	0	0	0	147	0	0
Yjefn3	16.333333	0	0	0	0	0	0	0	147	0	0
Tgfbrap1	16.333333	0	0	0	0	0	0	0	147	0	0
Stum	16.333333	0	0	0	0	0	0	0	147	0	0
Stk10	16.333333	0	0	0	0	0	0	0	147	0	0
Sec16a	16.333333	0	0	0	0	0	0	0	147	0	0
Rad51c	16.333333	0	0	0	0	0	0	0	147	0	0
Lrrc63	16.333333	0	0	147	0	0	0	0	0	0	0
Lcp1	16.333333	0	0	147	0	0	0	0	0	0	0
Kdm8	16.333333	0	0	0	0	0	0	0	147	0	0
Incenp	16.333333	147	0	0	0	0	0	0	0	0	0
Gimap4	16.333333	0	0	0	0	0	0	0	147	0	0
Fcrla	16.333333	0	0	0	0	0	0	0	147	0	0
Fbxo17	16.333333	0	0	0	0	0	0	0	147	0	0
Elk1	16.333333	0	0	0	0	0	0	0	147	0	0
Dnmt3a	16.333333	0	0	0	0	0	0	0	147	0	0
Chd2	16.333333	0	0	0	0	0	0	0	147	0	0
Abcc5	16.333333	0	0	0	0	0	0	0	147	0	0
Abca7	16.333333	0	0	0	0	0	0	0	147	0	0
2010315B03Rik	16.333333	0	0	0	0	0	0	0	147	0	0
Tufm	16.222222	0	0	0	0	0	0	0	146	0	0
Trim12a	16.222222	0	0	0	0	0	0	0	146	0	0
Tmem51	16.222222	0	0	0	0	0	0	0	146	0	0
Terf1	16.222222	0	0	0	0	0	0	0	146	0	0
Sval1	16.222222	0	0	0	0	0	0	0	146	0	0
Orai3	16.222222	0	0	0	0	0	0	0	0	146	0
Mrps28	16.222222	0	0	0	0	0	0	0	146	0	0
Hip1	16.222222	0	0	0	0	0	0	0	146	0	0
Gorab	16.222222	0	0	0	0	0	0	0	146	0	0
Ank1	16.222222	0	0	0	0	0	0	0	146	0	0
Zranb3	16.111111	0	0	0	0	0	0	0	145	0	0
Zfyve19	16.111111	0	0	0	0	0	0	0	145	0	0
Trim54	16.111111	0	0	0	0	0	0	145	0	0	0
Tmem40	16.111111	0	0	0	0	0	0	0	145	0	0
Tfdp2	16.111111	0	0	0	0	0	0	0	0	145	0
Slc7a5	16.111111	0	0	0	0	0	0	0	145	0	0
R3hdm1	16.111111	0	0	0	0	0	0	0	145	0	0
Nipa1	16.111111	0	0	0	0	0	0	145	0	0	0
Nceh1	16.111111	0	0	0	0	0	0	0	145	0	0
Herc1	16.111111	0	0	0	0	0	0	0	145	0	0
Gmeb1	16.111111	0	0	145	0	0	0	0	0	0	0
Gdi2	16.111111	0	0	0	0	0	0	0	145	0	0
Dnajc17	16.111111	0	0	0	0	0	0	0	145	0	0
D5Ertd579e	16.111111	0	0	0	0	0	0	145	0	0	0
Cfap45	16.111111	0	0	0	0	0	0	0	145	0	0
Bglap3	16.111111	0	0	0	0	0	0	0	145	0	0
Atp12a	16.111111	0	0	0	0	0	0	145	0	0	0
Aldoart2	16.111111	0	0	0	0	0	0	0	145	0	0
Adipoq	16.111111	0	0	0	0	0	0	0	145	0	0
Zc3h6	16.000000	0	0	0	0	0	0	0	144	0	0
Vegfa	16.000000	0	0	0	0	0	0	0	144	0	0
Trappc2l	16.000000	0	0	0	0	0	0	0	0	144	0
Tlcd1	16.000000	0	0	0	0	0	0	0	0	144	0
Slco1a5	16.000000	0	0	0	0	0	0	0	0	144	0
Slc35f2	16.000000	0	0	0	0	0	0	0	144	0	0
Nek8	16.000000	0	0	0	0	0	0	0	0	144	0
Galns	16.000000	0	0	0	0	0	0	0	0	144	0
Fam228a	16.000000	0	0	0	0	0	0	0	144	0	0
Eef2k	16.000000	0	0	0	0	0	0	0	144	0	0
Cpd	16.000000	0	0	0	0	0	0	0	144	0	0
Cnih2	16.000000	0	0	0	0	0	0	0	144	0	0
Ang6	16.000000	0	0	0	0	0	0	0	144	0	0
Zfp524	15.888889	0	0	0	0	0	0	0	143	0	0
Xrcc1	15.888889	0	0	0	0	0	0	0	143	0	0
Wdfy4	15.888889	0	0	0	0	0	0	0	143	0	0
Trcg1	15.888889	0	0	0	0	0	0	0	143	0	0
Rlim	15.888889	0	0	0	0	0	0	0	143	0	0
Rassf3	15.888889	0	0	0	0	0	0	0	143	0	0
Pskh1	15.888889	0	0	0	0	0	0	0	143	0	0
Polr3gl	15.888889	0	0	0	0	0	0	0	0	143	0
Pinlyp	15.888889	0	0	0	0	0	0	0	143	0	0
Lcn4	15.888889	0	0	0	0	0	0	0	143	0	0
Kctd7	15.888889	0	0	0	0	0	143	0	0	0	0
Foxs1	15.888889	0	0	0	0	0	0	0	143	0	0
Fiz1	15.888889	0	0	0	0	0	0	0	143	0	0
Crebrf	15.888889	0	0	0	0	0	0	0	0	143	0
Cldn19	15.888889	0	0	0	0	0	0	0	143	0	0
Anln	15.888889	0	0	0	0	0	0	0	0	143	0
Ankrd34a	15.888889	0	0	0	0	0	0	0	0	143	0
Adm	15.888889	0	0	0	0	0	143	0	0	0	0
9530077C05Rik	15.888889	0	0	0	0	0	0	0	0	143	0
Zfp87	15.777778	0	0	0	0	0	0	0	142	0	0
Vdac2	15.777778	0	0	0	0	0	0	0	142	0	0
Sympk	15.777778	0	0	0	0	0	0	0	142	0	0
Spns3	15.777778	0	0	0	0	0	0	0	142	0	0
Serpinb6b	15.777778	0	0	0	0	0	0	0	142	0	0
Sdc4	15.777778	0	0	0	0	0	0	0	142	0	0
Rps24	15.777778	0	0	0	0	0	0	0	142	0	0
Pxn	15.777778	0	0	0	0	0	0	0	142	0	0
Psmc4	15.777778	0	0	0	0	0	0	0	142	0	0
Polr3a	15.777778	0	0	0	0	0	0	0	142	0	0
Nrep	15.777778	0	0	0	142	0	0	0	0	0	0
Gm13286	15.777778	0	0	0	0	0	0	0	142	0	0
Gm13283	15.777778	0	0	0	0	0	0	0	142	0	0
Foxa3	15.777778	0	0	0	0	0	0	0	142	0	0
Epg5	15.777778	0	0	0	0	0	0	0	0	142	0
Dcaf7	15.777778	0	0	0	0	0	0	0	142	0	0
Cracdl	15.777778	0	0	0	0	0	0	0	142	0	0
Castor1	15.777778	0	0	0	0	0	0	0	142	0	0
Zcchc14	15.666667	0	0	0	0	0	0	0	141	0	0
Slc25a46	15.666667	0	0	0	0	0	0	0	0	141	0
Rgl1	15.666667	0	0	0	0	0	0	0	0	141	0
Plekhg4	15.666667	0	0	0	0	0	0	0	141	0	0
Pak3	15.666667	0	0	0	0	0	0	0	0	141	0
