Target_genes	Atf3|Average	SRX15561941|C2C12	SRX122483|Dendritic_Cells	SRX122484|Dendritic_Cells	SRX122485|Dendritic_Cells	SRX122486|Dendritic_Cells	SRX122487|Dendritic_Cells	SRX122488|Dendritic_Cells	SRX122489|Dendritic_Cells	SRX122490|Dendritic_Cells	SRX122491|Dendritic_Cells	SRX122492|Dendritic_Cells	SRX2901300|Macrophages	SRX2901301|Macrophages	SRX2901302|Macrophages	SRX2901303|Macrophages	SRX2901304|Macrophages	SRX450305|Macrophages	SRX450306|Macrophages	SRX450309|Macrophages	SRX475801|Macrophages	SRX475802|Macrophages	SRX475803|Macrophages	SRX475804|Macrophages	SRX475805|Macrophages	SRX475806|Macrophages	SRX8245912|Macrophages	SRX8245913|Macrophages	SRX8245926|Macrophages	SRX8245927|Macrophages	SRX672451|Pancreas	STRING
Abi3	24.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	190	83	116	0	0	0	0	0	0	0	0	0	127	0	231	0	0	0
Zc3h7a	24.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	188	395	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubxn6	24.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	167	0	249	211	0	0
Tmem109	24.866667	0	0	0	0	0	0	0	0	0	0	0	150	0	0	312	152	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Rnf185	24.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	104	146	131	0	0	0	0	0	0	0	0	0	183	0	182	0	0	0
Rasa4	24.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	203	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0
Hormad2	24.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hdgfl2	24.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	167	0	249	211	0	0
Tmem243	24.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	272	0	0	0	0	0	0	0	0	0	151	0	174	0	0	0
Zfp87	24.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	109	0	0	0	0	0	0	0	0	0	121	0	175	182	0	0
Tmem186	24.800000	0	0	0	0	0	0	0	0	0	0	0	0	108	0	164	93	0	0	0	0	0	0	0	0	0	181	0	198	0	0	0
Sptbn1	24.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pmm2	24.800000	0	0	0	0	0	0	0	0	0	0	0	0	108	0	164	93	0	0	0	0	0	0	0	0	0	181	0	198	0	0	0
Olfr877	24.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	290	0	0	181	0	0	0	0	0	0
Jup	24.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	470	165	0	0
Arhgap31	24.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	241	92	285	0	0	0
Ypel2	24.766667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	134	0	0	0	0	0	0	0	0	0	159	84	205	0	0	0
Cd28	24.766667	0	0	0	0	0	0	0	0	0	0	0	210	0	0	277	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capza1	24.766667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	202	0	0	0	0	0	0	0	0	0	97	0	245	0	0	0
Gng10	24.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	88	119	89	0	0	0	0	0	0	0	0	0	0	169	174	103	0	0
Otud6b	24.700000	0	0	0	0	0	0	0	0	0	0	0	144	0	97	113	0	0	0	0	0	0	0	0	0	0	126	0	144	117	0	0
Naca	24.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	166	168	125	0	0	0	0	0	0	0	0	0	153	0	129	0	0	0
Dnal4	24.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	183	190	124	0	0	0	0	0	0	0	0	0	67	0	72	105	0	0
Stx16	24.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	186	129	298	0	0	0
Sec23a	24.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	102	0	325	182	0	0
Ostc	24.666667	0	0	0	0	0	0	0	0	0	0	0	104	0	0	127	85	0	0	0	0	0	0	0	0	0	0	0	272	152	0	0
Gemin2	24.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	102	0	325	182	0	0
Depdc1b	24.666667	0	0	0	0	0	0	0	0	0	0	0	122	0	98	172	114	0	0	0	0	0	0	0	0	0	83	0	151	0	0	0
Btbd17	24.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	354	212	0	0
Rsph3b	24.633333	0	0	0	0	0	0	0	0	0	0	0	89	0	137	213	108	0	0	0	0	0	0	0	0	0	0	0	103	89	0	0
Nol10	24.633333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	171	0	0	0	0	0	0	0	0	0	181	0	156	0	0	0
Mars2	24.633333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	231	119	100	0	153	0	0	0	0	0	0	0	0	0
Zc3h15	24.600000	0	0	0	0	0	0	0	0	0	0	0	0	124	105	164	212	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0
Rap2c	24.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nagk	24.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	160	182	145	0	0	0	0	0	0	0	0	0	0	0	157	94	0	0
Frat1	24.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	205	232	187	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0
2610507B11Rik	24.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	216	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0
Snx15	24.566667	0	0	0	0	0	0	0	0	0	0	0	0	114	143	134	129	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0
Anapc15	24.566667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	144	0	0	0	0	0	0	0	0	0	107	90	253	0	0	0
9430069I07Rik	24.566667	0	0	0	0	0	0	0	0	0	0	0	117	0	0	148	133	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0
Sulf2	24.533333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	130	0	436	0	0	0
Ipp	24.500000	0	0	0	0	0	0	0	0	0	0	0	107	143	0	224	166	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0
Hexb	24.466667	0	0	0	0	0	0	0	0	0	0	0	140	0	151	226	127	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0
Emp2	24.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	157	152	80	188	0	0	0	0	0	0	0	0	0
Bola1	24.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	122	0	0	0	0	0	0	0	0	0	183	0	249	0	0	0
Bcar1	24.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	135	300	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abt1	24.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	128	276	251	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0
Lad1	24.433333	0	0	0	0	0	0	0	0	0	0	0	0	0	158	376	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rcsd1	24.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	142	216	147	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0
Angptl8	24.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	274	0	0	0	0	0	0	0	200	0
Zfp524	24.366667	0	0	0	0	0	0	0	0	0	0	0	0	0	91	159	120	0	0	0	0	0	0	0	0	0	0	0	193	168	0	0
Tmem208	24.366667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	123	0	338	131	0	0
S1pr4	24.366667	0	0	0	0	0	0	0	0	0	0	0	144	144	195	118	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncln	24.366667	0	0	0	0	0	0	0	0	0	0	0	144	144	195	118	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc29	24.366667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	123	0	338	131	0	0
Liph	24.366667	0	0	0	0	0	0	0	0	0	0	0	0	82	124	274	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sowahc	24.333333	0	0	0	0	0	0	0	0	0	0	0	118	118	142	81	129	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
Septin10	24.333333	0	0	0	0	0	0	0	0	0	0	0	118	118	142	81	129	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
Fyb	24.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	117	0	453	0	0	0
Frmd6	24.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	126	296	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc84	24.333333	0	0	0	0	0	0	0	0	0	0	0	81	94	147	175	121	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
Saa3	24.300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	116	0	0	0	0	0	0	0	0	0	134	0	364	0	0	0
Lmo4	24.300000	0	0	0	0	0	0	0	0	0	0	0	0	0	111	217	165	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0
Hnrnpf	24.300000	0	0	0	0	0	0	0	0	0	0	0	112	0	127	165	84	0	0	0	0	0	0	0	0	0	92	0	149	0	0	0
Clic5	24.300000	0	0	0	0	0	0	0	0	0	0	0	109	0	0	218	300	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0
Blvra	24.300000	0	0	0	0	0	0	0	0	0	0	0	0	81	0	173	175	0	0	0	0	0	0	0	0	0	176	0	124	0	0	0
Ifi30	24.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	304	144	133	0
Herc3	24.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	147	304	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grid2ip	24.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	162	289	0	155	0	0	0	0	0	0	0	0	0
Raver1	24.233333	0	0	0	0	0	0	0	0	0	0	0	0	118	143	294	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC051142	24.233333	0	0	0	0	0	0	0	0	0	0	0	0	128	0	268	107	0	0	0	0	0	0	0	0	0	0	0	112	112	0	0
Vps28	24.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	152	0	0	0	0	0	0	0	0	0	210	0	221	0	0	0
Usp4	24.200000	0	0	0	0	0	0	0	0	0	0	0	136	0	142	159	144	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0
S100a13	24.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	134	0	269	203	0	0
S100a1	24.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	134	0	269	203	0	0
Pigc	24.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	103	152	115	0	0	0	0	0	0	0	0	0	215	0	141	0	0	0
Clec2d	24.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	107	0	0	0	0	0	0	0	0	0	123	0	157	179	0	0
Chtop	24.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	134	0	269	203	0	0
Calm1	24.200000	0	0	0	0	0	0	0	0	0	0	0	138	0	129	189	97	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0
4930558K02Rik	24.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	103	152	115	0	0	0	0	0	0	0	0	0	215	0	141	0	0	0
Snx32	24.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	248	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps2	24.166667	0	0	0	0	0	0	0	0	0	0	0	87	103	128	249	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf151	24.166667	0	0	0	0	0	0	0	0	0	0	0	87	103	128	249	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufb10	24.166667	0	0	0	0	0	0	0	0	0	0	0	87	103	128	249	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acap1	24.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	321	0	274	0	0	0	0	0	0	0	0	0
Tk1	24.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	190	0	251	0	0	0
Lrrc8c	24.133333	0	0	0	0	0	0	0	0	0	0	0	0	161	97	210	108	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Slc39a2	24.100000	0	0	0	0	0	0	0	0	0	0	0	154	0	103	0	107	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0
Slc27a1	24.100000	0	0	0	0	0	0	0	0	0	0	0	79	0	99	176	0	0	0	0	0	0	0	0	0	0	208	0	161	0	0	0
Nxnl1	24.100000	0	0	0	0	0	0	0	0	0	0	0	79	0	99	176	0	0	0	0	0	0	0	0	0	0	208	0	161	0	0	0
Clybl	24.100000	0	0	0	0	0	0	0	0	0	0	0	90	136	134	139	0	0	0	0	0	0	0	0	0	0	0	0	124	100	0	0
Cebpzos	24.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	435	0	0	0
Agtrap	24.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	195	285	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plxnd1	24.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	227	0	213	0	0	0	0	0	0	0	0	0
Nbr1	24.066667	0	0	0	0	0	0	0	0	0	0	0	96	93	117	101	123	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0
Kif3c	24.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	81	0	0	0	0	0	0	0	0	0	0	0	363	185	0	0
Heatr4	24.066667	0	0	0	0	0	0	0	0	0	0	0	121	103	91	109	131	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0
Cyb5a	24.066667	0	0	0	0	0	0	0	0	0	0	0	207	0	0	185	112	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0
Ccno	24.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	136	0	0	0	0	0	0	0	0	0	0	0	260	156	0	0
Brca1	24.066667	0	0	0	0	0	0	0	0	0	0	0	96	93	117	101	123	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0
Acot2	24.066667	0	0	0	0	0	0	0	0	0	0	0	121	103	91	109	131	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0
Setd4	24.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	218	0	0	0	0	0	0	0	0	0	138	0	174	0	0	0
Pikfyve	24.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	110	110	132	0	0	0	0	0	0	0	0	0	0	0	200	169	0	0
Ghdc	24.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	252	249	108	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
Ep400	24.033333	0	0	0	0	0	0	0	0	0	0	0	144	0	163	107	0	0	0	0	0	0	0	0	0	0	99	0	96	112	0	0
Cbr1	24.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	218	0	0	0	0	0	0	0	0	0	138	0	174	0	0	0
Suclg2	24.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	405	0	0	0	0	0	0	0	147	0
Itgb1bp2	24.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	202	0	0	0	0	0	0	0	0	0	159	0	192	0	0	0
Gsdmc4	24.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	178	0	0	0	0	0	0	0	216	112	0	0
Mtmr7	23.966667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl35	23.966667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	303	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0
Jazf1	23.966667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	182	0	0	0	0	0	0	0	0	0	181	0	129	0	0	0
Itfg2	23.966667	0	0	0	0	0	0	0	0	0	0	0	124	85	125	206	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dock11	23.966667	0	0	0	0	0	0	0	0	0	0	0	173	0	106	197	109	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0
Abcg2	23.966667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	162	0	0	0	0	0	0	0	0	0	0	0	238	171	0	0
Noc4l	23.933333	0	0	0	0	0	0	0	0	0	0	0	0	84	143	167	201	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Mtg1	23.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	134	130	143	0	0	0	0	0	0	0	0	0	165	0	146	0	0	0
Marchf6	23.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	187	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0
Ddx51	23.933333	0	0	0	0	0	0	0	0	0	0	0	0	84	143	167	201	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Supt16	23.900000	0	0	0	0	0	0	0	0	0	0	0	211	127	185	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rusc1	23.900000	0	0	0	0	0	0	0	0	0	0	0	127	126	0	284	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif4a3l1	23.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	104	183	0	267	0	0	0	0	0	0	0	0	0
Dtwd2	23.900000	0	0	0	0	0	0	0	0	0	0	0	83	0	99	132	115	0	0	0	0	0	0	0	0	0	170	0	118	0	0	0
2310033P09Rik	23.900000	0	0	0	0	0	0	0	0	0	0	0	160	128	120	204	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp97	23.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	113	236	178	0	0
Pom121	23.866667	0	0	0	0	0	0	0	0	0	0	0	0	102	127	145	153	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0
Fam174a	23.866667	0	0	0	0	0	0	0	0	0	0	0	125	120	82	228	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dclre1b	23.866667	0	0	0	0	0	0	0	0	0	0	0	144	113	100	194	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnp	23.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	285	0	0	0	0	0	0	0	0	0	0	0	133	138	0	0
Ap4b1	23.866667	0	0	0	0	0	0	0	0	0	0	0	144	113	100	194	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zcchc17	23.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	274	0	0	181	0	0	92	0	0	0
Xrcc4	23.833333	0	0	0	0	0	0	0	0	0	0	0	109	134	0	204	164	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0
Tmem167	23.833333	0	0	0	0	0	0	0	0	0	0	0	109	134	0	204	164	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0
Snrnp40	23.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	274	0	0	181	0	0	92	0	0	0
Mcm5	23.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	357	168	0	0
Ccdc182	23.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	355	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0
Zbtb42	23.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	171	374	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem131l	23.800000	0	0	0	0	0	0	0	0	0	0	0	0	124	146	230	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reep3	23.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	273	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0
Dnaja1	23.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	161	93	206	0	0	0	0	0	0	0	0	0	105	0	149	0	0	0
Apbb2	23.800000	0	0	0	0	0	0	0	0	0	0	0	0	157	87	173	135	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0
Akt1	23.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	171	374	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp991	23.766667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	380	138	0	0
Ube2s	23.766667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	119	0	0	0	0	0	0	0	0	0	140	0	220	0	0	0
Fam83a	23.766667	0	0	0	0	0	0	0	0	0	0	0	137	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	328	168	0	0
Dusp14	23.766667	0	0	0	0	0	0	0	0	0	0	0	0	0	182	268	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bex6	23.766667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	166	0	0	0	0	0	0	0	0	0	193	0	222	0	0	0
Spata22	23.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	85	374	124	0	0
Rbm38	23.733333	0	0	0	0	0	0	0	0	0	0	0	128	153	108	0	0	0	0	0	0	0	0	0	0	0	0	0	185	138	0	0
Prpf38b	23.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	104	119	119	0	0	0	0	0	0	0	0	0	66	0	172	132	0	0
Ago1	23.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	143	138	143	0	0	0	0	0	0	0	0	0	116	0	172	0	0	0
Adam15	23.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	110	267	223	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
Mocs2	23.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	310	191	0	0
Gm20346	23.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	138	0	0	0	0	0	0	0	0	0	0	0	264	150	0	0
Ccdc117	23.700000	0	0	0	0	0	0	0	0	0	0	0	109	0	0	176	284	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0
Anp32a	23.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	138	0	0	0	0	0	0	0	0	0	0	0	264	150	0	0
Sptlc1	23.666667	0	0	193	0	0	0	0	0	0	0	0	135	0	0	130	107	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0
Nup155	23.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	115	0	0	0	0	0	0	0	0	0	210	0	180	0	0	0
Tyw5	23.633333	0	0	0	0	0	0	0	0	0	0	0	109	94	105	157	0	0	0	0	0	0	0	0	0	0	0	0	132	112	0	0
Rgcc	23.633333	0	0	0	0	0	0	0	0	0	0	0	105	0	149	307	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maip1	23.633333	0	0	0	0	0	0	0	0	0	0	0	109	94	105	157	0	0	0	0	0	0	0	0	0	0	0	0	132	112	0	0
Fra10ac1	23.633333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	170	0	241	159	0	0
Atp5g2	23.633333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	135	96	260	112	0	0
8030462N17Rik	23.633333	0	0	0	0	0	0	0	0	0	0	0	135	0	97	180	105	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0
Ttll5	23.600000	0	0	0	0	0	0	0	0	0	0	0	0	114	160	265	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erg28	23.600000	0	0	0	0	0	0	0	0	0	0	0	0	114	160	265	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Armcx3	23.600000	0	0	0	0	0	0	0	0	0	0	0	126	0	0	205	124	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0
Wasl	23.566667	0	0	0	0	0	0	0	0	0	0	0	0	0	125	170	117	0	0	0	0	0	0	0	0	0	76	0	219	0	0	0
Ankrd31	23.566667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubxn8	23.533333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	175	0	0	0	0	0	0	0	0	0	90	0	222	0	0	0
Tent2	23.533333	0	0	0	0	0	0	0	0	0	0	0	0	98	138	125	110	0	0	0	0	0	0	0	0	0	128	0	0	107	0	0
Ltbp4	23.533333	0	0	0	0	0	0	0	0	0	0	0	266	0	173	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0
Cox16	23.533333	0	0	0	0	0	0	0	0	0	0	0	83	86	125	288	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anxa6	23.533333	0	0	0	0	0	0	0	0	0	0	0	132	0	0	224	196	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0
Tmtc3	23.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	240	0	314	0	0	0
Rnf11	23.500000	0	0	0	0	0	0	0	0	0	0	0	0	137	175	168	131	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0
Rab26	23.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	155	280	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl55	23.500000	0	0	0	0	0	0	0	0	0	0	0	100	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	232	112	0	0
Ltb4r2	23.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	249	0	342	0	0	0
Gtf3c1	23.500000	0	0	0	0	0	0	0	0	0	0	0	0	105	116	210	168	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0
Gm5617	23.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	128	122	173	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0
D430042O09Rik	23.500000	0	0	0	0	0	0	0	0	0	0	0	0	105	116	210	168	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0
Cops7a	23.500000	0	0	0	0	0	0	0	0	0	0	0	116	0	116	181	0	0	0	0	0	0	0	0	0	0	158	0	134	0	0	0
Cep290	23.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	240	0	314	0	0	0
Zmiz2	23.466667	0	0	0	0	0	0	0	0	0	0	0	138	119	0	223	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
