Target_genes	Mlxipl|Average	SRX15941723|Liver	SRX15941725|Liver	SRX6099407|Liver	SRX6099408|Liver	SRX6099409|Liver	SRX6099410|Liver	SRX6099411|Liver	SRX6099412|Liver	SRX6099413|Liver	SRX6099414|Liver	SRX6099415|Liver	SRX6099416|Liver	SRX6099417|Liver	SRX6099418|Liver	STRING
Fosl2	57.500000	0	0	0	0	0	0	179	228	162	236	0	0	0	0	0
Fgf11	57.500000	132	0	0	0	0	0	102	175	0	133	0	146	0	117	0
Vps26a	57.357143	0	0	0	0	0	0	127	191	0	272	0	122	0	91	0
Ttbk2	57.357143	0	0	0	0	0	0	147	93	163	233	0	167	0	0	0
Tmem205	57.357143	138	0	0	0	0	0	0	121	156	161	0	0	106	121	0
Lrmda	57.357143	0	0	0	0	0	0	158	171	0	121	0	129	116	108	0
Ccdc159	57.357143	138	0	0	0	0	0	0	121	156	161	0	0	106	121	0
Polr2b	57.214286	0	0	0	0	0	0	160	180	204	170	0	87	0	0	0
P4ha1	57.214286	0	0	0	0	0	0	165	225	138	122	0	151	0	0	0
Nufip1	57.214286	0	0	0	0	0	0	86	101	95	136	168	130	0	85	0
Noa1	57.214286	0	0	0	0	0	0	160	180	204	170	0	87	0	0	0
Gpalpp1	57.214286	0	0	0	0	0	0	86	101	95	136	168	130	0	85	0
Art3	57.214286	0	0	0	0	0	0	0	0	0	178	173	160	129	161	0
Slx4ip	57.142857	113	0	0	0	0	0	95	0	0	173	165	157	0	97	0
Mkks	57.142857	113	0	0	0	0	0	95	0	0	173	165	157	0	97	0
Mfsd7a	57.142857	0	0	0	0	0	0	0	139	0	209	0	0	161	291	0
Dpy19l3	57.142857	0	0	0	0	0	0	0	150	116	80	118	84	138	114	0
Ddi2	57.142857	0	0	0	0	0	0	0	273	0	0	0	0	220	307	0
Zfp248	57.000000	0	0	0	0	0	0	0	129	0	0	261	408	0	0	0
Cdk19	57.000000	0	105	0	0	0	0	121	188	111	150	0	123	0	0	0
Aplf	57.000000	0	0	0	0	0	0	0	146	101	233	78	93	0	147	0
Adssl1	57.000000	148	0	0	0	0	0	171	183	125	171	0	0	0	0	0
Akr1c19	56.928571	0	112	0	0	0	0	119	222	0	131	0	0	93	120	0
Mocs2	56.857143	0	0	0	0	0	0	103	290	0	269	0	0	0	134	0
Iars	56.857143	0	0	0	0	0	0	167	164	129	81	92	163	0	0	0
Zbtb10	56.785714	0	0	0	0	0	0	0	180	146	160	0	149	0	160	0
Zbed4	56.785714	0	0	0	0	0	0	0	0	0	128	240	217	117	93	0
Slc50a1	56.714286	0	0	0	0	0	0	157	156	0	135	0	195	0	151	0
Plk5	56.714286	0	0	0	0	0	0	0	195	155	209	0	0	0	235	0
Dpm3	56.714286	0	0	0	0	0	0	157	156	0	135	0	195	0	151	0
Btg2	56.714286	191	0	0	0	0	0	179	249	0	175	0	0	0	0	0
Spag8	56.642857	0	0	0	0	0	0	97	216	141	179	0	160	0	0	0
Med28	56.642857	0	0	0	0	0	0	157	235	151	132	0	0	0	118	0
Hint2	56.642857	0	0	0	0	0	0	97	216	141	179	0	160	0	0	0
Cnpy2	56.642857	0	0	0	0	0	0	0	196	0	133	173	161	0	130	0
9230019H11Rik	56.642857	86	95	0	109	0	0	0	130	0	0	0	122	109	142	0
3110040N11Rik	56.642857	0	0	0	0	0	0	0	125	0	121	95	173	97	182	0
Ugt2b1	56.571429	0	0	0	0	0	0	84	171	106	113	0	0	124	194	0
Hpcal1	56.571429	0	0	0	0	0	0	92	194	100	190	0	216	0	0	0
Srp54c	56.428571	0	0	0	0	0	0	89	175	92	172	0	137	0	125	0
Srp54b	56.428571	0	0	0	0	0	0	89	175	92	172	0	137	0	125	0
Scd1	56.428571	0	0	0	0	0	0	153	251	0	189	0	117	0	80	0
Cep41	56.428571	0	0	0	0	0	0	0	130	0	174	119	210	0	157	0
Cenpa	56.428571	140	0	0	0	0	0	130	98	0	179	0	116	0	127	0
Ccdc85c	56.428571	0	0	0	0	0	0	227	218	144	201	0	0	0	0	0
Brd3os	56.428571	108	0	0	0	0	0	0	194	188	300	0	0	0	0	0
Ncoa5	56.357143	0	0	0	0	0	0	203	207	97	186	0	0	0	96	0
Cblb	56.357143	0	0	0	0	0	0	159	162	0	106	0	148	99	115	0
Atg7	56.357143	0	0	0	0	0	0	0	244	150	206	0	0	0	189	0
Armh3	56.285714	0	0	0	0	0	0	158	210	183	237	0	0	0	0	0
Snrpd2	56.214286	0	0	0	0	0	0	87	151	172	233	0	144	0	0	0
Qpctl	56.214286	0	0	0	0	0	0	87	151	172	233	0	144	0	0	0
Yeats4	56.071429	81	0	0	0	0	0	115	120	157	157	0	155	0	0	0
Pms1	56.071429	124	0	0	0	0	0	119	164	165	85	0	0	0	128	0
Ormdl1	56.071429	124	0	0	0	0	0	119	164	165	85	0	0	0	128	0
Vps13b	56.000000	0	0	0	0	0	0	180	199	0	0	122	113	91	79	0
Tspan12	56.000000	146	0	0	0	0	0	131	225	0	159	0	0	0	123	0
Prpsap1	56.000000	0	0	0	0	0	0	0	0	0	0	137	319	137	191	0
Ppp1r14a	56.000000	0	0	0	0	0	0	0	0	0	0	223	199	146	216	0
Phf14	56.000000	0	0	0	0	0	0	96	202	0	186	0	150	0	150	0
Ndufa8	56.000000	0	0	0	0	0	0	225	284	120	155	0	0	0	0	0
Ndufa4	56.000000	0	0	0	0	0	0	96	202	0	186	0	150	0	150	0
Morn5	56.000000	0	0	0	0	0	0	225	284	120	155	0	0	0	0	0
Naa40	55.857143	0	0	0	0	0	0	185	161	108	208	0	120	0	0	0
Hibch	55.857143	201	134	0	0	0	0	0	174	0	0	0	133	0	140	0
Tm7sf3	55.785714	0	0	0	0	0	0	176	132	0	179	0	155	0	139	0
Sppl3	55.785714	133	0	0	0	0	0	180	167	0	167	0	134	0	0	0
Sh3rf1	55.785714	0	0	0	0	0	0	0	0	136	0	0	209	192	244	0
Ubxn1	55.714286	0	0	0	0	0	0	0	166	133	158	0	132	0	191	0
Sh3bp5	55.714286	139	0	0	0	0	0	191	248	0	202	0	0	0	0	0
Gsta4	55.714286	0	0	0	0	0	0	188	219	139	150	0	84	0	0	0
Aph1b	55.714286	130	0	0	0	0	0	107	196	93	161	0	0	0	93	0
Acot5	55.714286	0	0	0	0	0	0	152	144	0	186	100	198	0	0	0
Mif	55.642857	0	0	0	0	0	0	108	192	0	158	0	180	0	141	0
Aldh3a2	55.642857	0	0	0	0	0	0	207	302	0	163	0	0	0	107	0
Retsat	55.571429	120	0	0	0	0	0	0	141	149	198	0	0	0	170	0
Gemin2	55.571429	0	0	0	0	0	0	218	168	115	171	0	0	106	0	0
Elmod3	55.571429	120	0	0	0	0	0	0	141	149	198	0	0	0	170	0
Dpagt1	55.571429	0	0	0	0	0	0	143	141	95	137	0	110	0	152	0
Habp2	55.500000	0	0	0	0	0	0	215	223	0	177	0	162	0	0	0
Gemin4	55.500000	0	0	0	0	0	0	92	130	0	99	152	210	0	94	0
Dbil5	55.500000	0	0	0	0	0	0	92	130	0	99	152	210	0	94	0
Cgn	55.500000	168	0	0	0	0	0	120	143	151	195	0	0	0	0	0
Leprot	55.428571	0	0	0	0	0	0	126	119	96	306	0	129	0	0	0
Esrrb	55.428571	0	0	0	0	0	0	0	0	86	124	153	189	77	147	0
Dhrs7b	55.428571	0	106	0	0	0	0	0	108	0	98	132	182	0	150	0
Alkbh2	55.428571	0	0	0	0	0	0	0	162	0	171	99	0	0	344	0
Aadacl2fm1	55.428571	0	0	0	212	0	0	189	217	0	0	0	158	0	0	0
Gtf2h3	55.357143	0	0	0	0	0	0	151	0	198	224	0	202	0	0	0
Eif2b1	55.357143	0	0	0	0	0	0	151	0	198	224	0	202	0	0	0
Cdc25a	55.357143	0	0	0	0	0	0	124	232	204	215	0	0	0	0	0
Hps1	55.214286	0	0	0	0	0	0	150	143	105	143	98	134	0	0	0
Crybg2	55.214286	0	0	0	0	0	0	0	0	345	428	0	0	0	0	0
Cpn1	55.214286	126	0	0	0	0	0	149	196	0	114	0	0	0	188	0
Racgap1	55.142857	0	0	0	0	0	0	0	120	0	0	176	276	0	200	0
Rab40c	55.071429	0	0	0	0	0	0	158	153	126	153	0	93	0	88	0
Pde8a	55.071429	191	102	0	0	0	0	155	131	0	133	0	0	0	59	0
Fam76b	55.000000	0	0	0	0	0	0	0	147	210	277	0	136	0	0	0
Cep57	55.000000	0	0	0	0	0	0	0	147	210	277	0	136	0	0	0
Usp37	54.928571	0	98	0	0	0	0	0	152	106	179	0	110	0	124	0
Cnot9	54.928571	0	98	0	0	0	0	0	152	106	179	0	110	0	124	0
Bricd5	54.928571	0	0	0	0	0	0	0	104	133	165	140	132	95	0	0
Ankzf1	54.928571	0	0	0	0	0	0	88	123	0	208	0	141	110	99	0
Topbp1	54.857143	179	0	0	0	0	0	0	138	106	201	0	144	0	0	0
1700067K01Rik	54.785714	0	0	0	0	0	0	0	0	0	197	129	242	0	199	0
Prkar2a	54.714286	0	0	0	0	0	0	0	0	145	148	91	150	139	93	0
Nfkb1	54.714286	0	0	0	0	0	0	0	140	0	0	251	375	0	0	0
S1pr2	54.642857	0	0	0	0	0	0	0	274	126	221	0	0	144	0	0
Mettl14	54.642857	0	0	0	0	0	0	0	168	0	254	0	165	0	178	0
Cfap410	54.642857	0	0	0	0	0	0	225	194	177	169	0	0	0	0	0
Nr1d2	54.571429	0	0	0	0	0	0	85	117	158	221	0	183	0	0	0
Fdps	54.571429	0	0	0	0	0	0	0	240	230	294	0	0	0	0	0
Cyp2a12	54.571429	0	0	0	0	0	0	202	278	0	130	0	0	0	154	0
Bsdc1	54.571429	0	0	0	0	0	0	0	156	162	202	0	96	0	148	0
Rel	54.500000	0	0	0	0	0	0	128	148	0	138	0	181	0	168	0
Gm20346	54.500000	0	0	0	0	0	0	120	193	119	232	0	0	0	99	0
Blcap	54.500000	112	0	0	0	0	0	94	0	87	145	0	200	0	125	0
Anp32a	54.500000	0	0	0	0	0	0	120	193	119	232	0	0	0	99	0
Mical2	54.357143	0	0	0	0	0	0	206	117	189	161	0	0	88	0	0
Serpina1c	54.285714	260	0	0	0	0	0	94	175	0	113	0	0	0	118	0
Rab18	54.285714	0	0	0	0	0	0	122	172	185	161	0	0	120	0	0
Mcur1	54.285714	0	0	0	0	0	0	172	217	174	197	0	0	0	0	0
Cltc	54.285714	0	0	0	0	0	0	87	183	0	115	0	213	0	162	0
Cfhr2	54.285714	0	0	0	0	0	0	145	222	0	166	0	0	0	227	0
Ythdf3	54.214286	101	0	0	0	0	0	76	175	101	124	0	0	0	182	0
Pigg	54.214286	0	0	0	0	0	0	203	145	0	258	0	69	84	0	0
Naa38	54.214286	0	0	0	0	0	0	106	121	82	116	0	119	88	127	0
Fsip1	54.214286	190	181	0	0	0	0	0	136	0	132	0	120	0	0	0
Cyb5d1	54.214286	0	0	0	0	0	0	106	121	82	116	0	119	88	127	0
Ptpn2	54.142857	152	133	0	0	0	0	225	248	0	0	0	0	0	0	0
Dlgap4	54.142857	0	0	0	0	0	0	152	287	0	109	0	210	0	0	0
Bmyc	54.142857	273	0	0	0	0	0	0	0	0	134	0	0	205	146	0
Slc12a6	54.071429	0	0	0	0	0	0	241	165	123	228	0	0	0	0	0
Prdm4	54.071429	0	0	0	0	0	0	114	162	88	224	0	169	0	0	0
Phb2	54.071429	76	0	0	0	0	0	94	142	205	146	0	0	0	94	0
Nop10	54.071429	0	0	0	0	0	0	241	165	123	228	0	0	0	0	0
Mif4gd	54.071429	0	0	0	0	0	0	165	205	0	258	0	0	0	129	0
Emg1	54.071429	76	0	0	0	0	0	94	142	205	146	0	0	0	94	0
Chn2	54.071429	0	0	0	0	0	0	220	343	0	194	0	0	0	0	0
Tedc1	54.000000	0	0	0	0	0	0	129	158	100	77	128	164	0	0	0
Marf1	54.000000	107	0	0	0	0	0	129	262	116	142	0	0	0	0	0
Crip1	54.000000	0	0	0	0	0	0	129	158	100	77	128	164	0	0	0
Tmem249	53.928571	0	0	0	0	0	0	103	88	73	114	117	172	0	88	0
Slc52a2	53.928571	0	0	0	0	0	0	103	88	73	114	117	172	0	88	0
Fbxl6	53.928571	0	0	0	0	0	0	103	88	73	114	117	172	0	88	0
Ccnt2	53.928571	0	0	0	0	0	0	121	204	136	167	0	0	0	127	0
Tecpr1	53.857143	115	0	0	0	0	0	115	201	138	185	0	0	0	0	0
Nucb2	53.857143	0	0	0	0	0	0	0	183	0	145	0	210	0	216	0
Map4k4	53.857143	0	0	0	0	0	0	98	212	155	289	0	0	0	0	0
Ctps	53.785714	0	0	0	0	0	0	0	89	189	172	0	117	84	102	0
Rnf115	53.714286	0	0	0	0	0	0	165	212	156	136	0	0	0	83	0
Polr3c	53.714286	0	0	0	0	0	0	165	212	156	136	0	0	0	83	0
Atg10	53.714286	175	93	0	0	0	0	106	160	0	105	0	113	0	0	0
Traf3ip3	53.642857	0	0	0	0	0	0	169	226	0	177	0	0	0	179	0
Mfsd3	53.642857	124	117	0	0	0	0	0	176	0	0	0	176	0	158	0
Gpt	53.642857	124	117	0	0	0	0	0	176	0	0	0	176	0	158	0
Coq7	53.642857	0	0	0	0	0	0	0	184	0	262	0	124	0	181	0
Zfp568	53.571429	104	107	0	0	0	0	148	129	125	137	0	0	0	0	0
Tagap1	53.571429	0	0	0	0	0	0	100	117	207	179	0	0	0	147	0
Rnf130	53.571429	0	0	0	0	0	0	182	199	0	0	135	127	107	0	0
Psma2	53.571429	0	134	0	0	0	0	99	79	110	134	0	93	0	101	0
Mrpl32	53.571429	0	134	0	0	0	0	99	79	110	134	0	93	0	101	0
Wtap	53.500000	0	0	0	0	0	0	107	173	134	166	0	169	0	0	0
Ttk	53.500000	133	0	0	0	0	0	170	212	103	131	0	0	0	0	0
Neu3	53.500000	0	0	0	0	0	0	191	255	0	181	0	0	0	122	0
Coa6	53.500000	0	0	0	0	0	0	78	176	0	153	0	193	0	149	0
Atp5g3	53.500000	0	0	0	0	0	0	0	159	91	178	0	182	0	139	0
Apoh	53.500000	0	0	0	0	0	0	248	196	132	173	0	0	0	0	0
Smndc1	53.428571	0	0	0	0	0	0	116	198	222	212	0	0	0	0	0
Hnrnph1	53.428571	0	0	0	0	0	0	92	158	103	135	0	145	115	0	0
Zfp512	53.357143	0	0	0	0	0	0	104	116	0	118	0	128	109	172	0
Kmt2c	53.357143	0	0	0	0	0	0	205	196	0	122	0	123	0	101	0
Fam185a	53.357143	0	0	0	0	0	0	108	133	133	133	99	141	0	0	0
Ccdc146	53.357143	0	0	0	0	0	0	108	133	133	133	99	141	0	0	0
Rce1	53.285714	0	0	0	0	0	0	114	126	85	100	0	122	105	94	0
Polr1b	53.285714	0	0	0	0	0	0	0	185	69	238	105	149	0	0	0
Gcc1	53.285714	0	0	0	0	0	0	205	196	150	195	0	0	0	0	0
Arf5	53.285714	0	0	0	0	0	0	205	196	150	195	0	0	0	0	0
Fam227b	53.214286	0	0	0	0	0	0	0	142	90	145	217	151	0	0	0
Dtwd1	53.214286	0	0	0	0	0	0	0	142	90	145	217	151	0	0	0
Osbp	53.142857	0	0	0	0	0	0	126	152	134	216	0	116	0	0	0
Lrrc42	53.142857	0	0	0	0	0	0	198	208	0	338	0	0	0	0	0
Hspb11	53.142857	0	0	0	0	0	0	198	208	0	338	0	0	0	0	0
Cnbp	53.142857	0	0	0	0	0	0	0	0	0	120	123	239	151	111	0
Sympk	53.071429	0	0	0	0	0	0	228	222	167	126	0	0	0	0	0
Rplp2	53.071429	0	0	0	0	0	0	0	191	102	133	0	183	0	134	0
Raf1	53.071429	71	0	0	0	0	0	0	204	108	139	106	115	0	0	0
Pidd1	53.071429	0	0	0	0	0	0	0	191	102	133	0	183	0	134	0
Otud4	53.071429	0	0	0	0	0	0	94	94	171	196	0	188	0	0	0
Nudcd1	53.071429	0	0	0	0	0	0	0	126	118	161	93	142	0	103	0
Foxa3	53.071429	0	0	0	0	0	0	228	222	167	126	0	0	0	0	0
Eny2	53.071429	0	0	0	0	0	0	0	126	118	161	93	142	0	103	0
Bfsp2	53.071429	0	0	0	0	0	0	184	183	0	187	0	0	0	189	0
1700017B05Rik	53.071429	0	0	0	0	0	0	0	202	0	156	152	233	0	0	0
Myo9b	53.000000	0	0	0	0	0	0	0	116	212	252	0	162	0	0	0
Haus8	53.000000	0	0	0	0	0	0	0	116	212	252	0	162	0	0	0
Ubqln4	52.928571	131	0	0	0	0	0	99	154	148	209	0	0	0	0	0
Smtnl1	52.928571	0	0	0	0	0	0	0	169	218	119	0	0	0	235	0
Rpl22l1	52.928571	0	0	0	0	0	0	0	0	158	179	118	0	129	157	0
Rab5if	52.928571	0	0	0	0	0	0	0	200	145	234	0	0	0	162	0
Rab25	52.928571	131	0	0	0	0	0	99	154	148	209	0	0	0	0	0
Lamtor2	52.928571	131	0	0	0	0	0	99	154	148	209	0	0	0	0	0
Elp5	52.928571	0	0	0	0	0	0	0	162	175	173	0	104	0	127	0
Ctdnep1	52.928571	0	0	0	0	0	0	0	162	175	173	0	104	0	127	0
Armc5	52.928571	0	0	0	0	0	0	124	136	149	208	0	0	0	124	0
Acer3	52.928571	191	0	0	0	0	0	0	203	141	206	0	0	0	0	0
9130023H24Rik	52.928571	0	0	0	0	0	0	124	136	149	208	0	0	0	124	0
Sf3a2	52.857143	0	0	0	0	0	0	0	135	154	120	141	190	0	0	0
Pxdc1	52.857143	169	80	0	0	0	0	104	127	98	68	0	94	0	0	0
Plekhj1	52.857143	0	0	0	0	0	0	0	135	154	120	141	190	0	0	0
Nit2	52.857143	0	0	0	0	0	0	139	190	126	0	0	181	104	0	0
Gphn	52.857143	0	152	0	0	0	0	129	241	102	116	0	0	0	0	0
Zfp667	52.785714	0	0	0	0	0	0	0	118	106	220	0	187	0	108	0
Tsc1	52.714286	0	0	0	0	0	0	0	127	142	175	0	168	0	126	0
Rab8a	52.714286	109	0	0	0	0	0	0	292	116	221	0	0	0	0	0
Nnmt	52.714286	0	0	0	0	0	0	158	198	0	125	0	0	107	150	0
Stk11	52.642857	0	0	0	0	0	0	101	174	105	136	0	110	0	111	0
Pgp	52.642857	0	0	0	0	0	0	0	104	133	133	140	132	95	0	0
Nek1	52.642857	0	0	0	0	0	0	0	177	105	137	0	145	0	173	0
Chordc1	52.642857	0	0	0	0	0	0	127	203	144	185	0	0	0	78	0
Ccdc126	52.642857	0	0	0	0	0	0	136	122	108	222	0	149	0	0	0
Sec31a	52.571429	0	0	0	0	0	0	111	127	138	95	95	76	94	0	0
Puf60	52.571429	0	0	0	0	0	0	139	255	110	104	0	0	0	128	0
Hmgxb3	52.571429	0	0	0	0	0	0	94	172	132	145	0	110	0	83	0
Cspp1	52.571429	0	0	0	0	0	0	0	150	145	162	0	0	112	167	0
Cops5	52.571429	0	0	0	0	0	0	0	150	145	162	0	0	112	167	0
Ascc2	52.571429	133	0	0	0	0	0	124	152	115	144	0	0	0	68	0
Pih1d1	52.500000	0	0	0	0	0	0	0	178	120	211	0	76	0	150	0
Gstz1	52.500000	0	0	0	0	0	0	150	187	0	121	0	0	144	133	0
Aldh16a1	52.500000	0	0	0	0	0	0	0	178	120	211	0	76	0	150	0
Ogfod2	52.428571	0	0	0	0	0	0	0	163	138	137	0	144	0	152	0
Arl6ip4	52.428571	0	0	0	0	0	0	0	163	138	137	0	144	0	152	0
Tas1r1	52.357143	0	0	0	0	0	0	194	208	117	114	0	100	0	0	0
Nol9	52.357143	0	0	0	0	0	0	194	208	117	114	0	100	0	0	0
Ngdn	52.357143	0	0	0	0	0	0	0	142	157	242	0	98	94	0	0
Entpd4b	52.357143	0	0	0	0	0	0	133	233	0	0	93	151	0	123	0
Entpd4	52.357143	0	0	0	0	0	0	133	233	0	0	93	151	0	123	0
Cfd	52.357143	0	0	0	0	0	0	228	322	0	0	0	0	0	183	0
Myorg	52.285714	0	0	0	0	0	0	217	174	168	173	0	0	0	0	0
Lin52	52.214286	0	0	0	0	0	0	0	124	180	188	0	107	132	0	0
Aldh6a1	52.214286	0	0	0	0	0	0	0	124	180	188	0	107	132	0	0
Slc22a4	52.142857	115	0	0	0	0	0	126	106	138	245	0	0	0	0	0
Pcbp1	52.142857	0	108	0	0	0	0	119	0	156	0	0	125	107	115	0
Dlc1	52.142857	0	0	0	0	0	0	127	229	0	144	0	121	0	109	0
Dag1	52.071429	0	0	0	0	0	0	0	100	114	253	0	129	0	133	0
Elp1	52.000000	0	0	0	0	0	0	141	149	0	107	0	134	93	104	0
Decr2	52.000000	163	0	0	0	0	0	0	269	0	132	0	0	0	164	0
Clpp	52.000000	0	0	0	0	0	0	0	184	0	193	206	145	0	0	0
Acly	52.000000	0	0	0	0	0	0	181	224	171	152	0	0	0	0	0
Abitram	52.000000	0	0	0	0	0	0	141	149	0	107	0	134	93	104	0
Spryd4	51.928571	0	0	0	0	0	0	0	164	155	138	0	154	0	116	0
Rpf2	51.928571	0	0	0	0	0	0	87	0	72	196	77	187	0	108	0
Txlna	51.857143	0	0	0	0	0	0	0	175	0	166	108	145	0	132	0
Mrpl48	51.785714	0	0	0	0	0	0	0	84	100	203	0	253	0	85	0
Cerk	51.785714	91	0	0	0	0	0	177	307	0	150	0	0	0	0	0
Arpc2	51.714286	0	0	0	0	0	0	209	213	131	171	0	0	0	0	0
Hdhd5	51.642857	0	0	0	0	0	0	108	141	105	131	0	159	0	79	0
Zswim7	51.571429	0	0	0	0	0	0	204	215	0	164	0	0	0	139	0
Ttc19	51.571429	0	0	0	0	0	0	204	215	0	164	0	0	0	139	0
Psmb2	51.571429	0	0	0	0	0	0	124	231	142	225	0	0	0	0	0
Cenpv	51.571429	0	0	0	0	0	0	0	216	0	209	0	115	0	182	0
Ldb1	51.500000	0	0	0	0	0	0	158	216	0	224	0	0	0	123	0
Smarca2	51.428571	0	0	0	0	0	0	0	164	0	0	146	284	0	126	0
Fgfrl1	51.428571	0	0	0	0	0	0	0	302	129	210	0	0	79	0	0
Vgf	51.357143	0	0	0	0	0	0	153	153	118	187	0	0	0	108	0
Slc35e1	51.357143	0	0	0	0	0	0	178	206	110	225	0	0	0	0	0
Pdhx	51.357143	0	0	0	0	0	0	0	185	180	139	104	0	0	111	0
Apip	51.357143	0	0	0	0	0	0	0	185	180	139	104	0	0	111	0
Synj1	51.285714	0	0	0	0	0	0	0	206	141	203	168	0	0	0	0
Bphl	51.285714	146	0	0	0	0	0	207	0	0	123	0	92	0	150	0
Scarb1	51.071429	0	0	0	0	0	0	142	145	218	210	0	0	0	0	0
Morc2a	51.071429	0	0	0	0	0	0	0	224	167	144	0	180	0	0	0
Nr3c1	51.000000	0	81	0	0	0	0	0	160	162	183	0	128	0	0	0
Itih4	51.000000	0	0	0	0	0	0	220	303	0	191	0	0	0	0	0
Gfus	51.000000	0	0	0	0	0	0	152	316	103	143	0	0	0	0	0
Slc16a6	50.928571	206	0	0	0	0	0	0	207	0	128	0	0	0	172	0
Pdcd11	50.928571	122	0	0	0	0	0	0	116	198	172	0	105	0	0	0
Pcm1	50.928571	0	0	0	0	0	0	195	250	132	136	0	0	0	0	0
Mzt2	50.928571	0	85	0	0	0	0	0	137	144	239	0	0	0	108	0
Atp5md	50.928571	122	0	0	0	0	0	0	116	198	172	0	105	0	0	0
Krt8	50.857143	230	0	0	0	0	0	87	102	0	204	0	0	0	89	0
Anapc4	50.857143	0	0	0	0	0	0	184	157	129	242	0	0	0	0	0
Rdh14	50.785714	138	0	0	0	0	0	114	182	91	89	0	0	97	0	0
Itpa	50.785714	0	0	0	0	0	0	137	209	0	204	0	161	0	0	0
Ddrgk1	50.785714	0	0	0	0	0	0	137	209	0	204	0	161	0	0	0
Bhlhe22	50.785714	0	0	0	0	0	0	253	292	0	166	0	0	0	0	0
Aurkaip1	50.785714	0	0	0	0	0	0	0	132	123	166	0	188	0	102	0
Wdr54	50.714286	0	0	0	0	0	0	94	130	0	0	224	262	0	0	0
1700003E16Rik	50.714286	0	0	0	0	0	0	94	130	0	0	224	262	0	0	0
Tmem150a	50.642857	0	0	0	0	0	0	136	182	88	203	0	100	0	0	0
Tbrg4	50.642857	0	0	0	0	0	0	116	107	97	136	0	124	0	129	0
Poli	50.642857	0	137	0	0	0	0	162	207	0	120	0	0	0	83	0
N6amt1	50.642857	0	0	0	0	0	0	127	157	121	180	0	124	0	0	0
Lhx1	50.642857	0	0	0	0	0	0	177	183	149	200	0	0	0	0	0
Itch	50.642857	0	0	0	0	0	0	0	0	0	0	137	225	172	175	0
Fam160b1	50.642857	0	0	0	0	0	0	0	133	151	215	0	111	0	99	0
Hapln2	50.571429	0	104	0	0	0	0	140	0	195	150	119	0	0	0	0
Akr1c14	50.571429	0	0	0	0	0	0	153	221	0	212	0	0	0	122	0
Mgst3	50.500000	0	0	0	0	0	0	176	268	0	113	0	0	0	150	0
Szt2	50.428571	0	0	0	0	0	0	159	153	166	228	0	0	0	0	0
Shprh	50.428571	191	0	0	0	0	0	105	175	0	117	0	0	0	118	0
Med8	50.428571	0	0	0	0	0	0	159	153	166	228	0	0	0	0	0
Gtf2b	50.428571	0	0	0	0	0	0	175	184	179	168	0	0	0	0	0
Csrp2	50.428571	0	0	0	0	0	0	145	161	0	109	107	80	0	104	0
Mkln1	50.357143	126	89	0	0	0	0	148	176	0	166	0	0	0	0	0
Amotl2	50.357143	0	88	0	0	0	0	184	217	76	140	0	0	0	0	0
Zfyve16	50.285714	0	0	0	0	0	0	168	121	166	144	0	0	0	105	0
Usp48	50.285714	0	0	0	0	0	0	113	0	117	139	0	202	0	133	0
Msto1	50.285714	0	0	0	0	0	0	143	276	116	169	0	0	0	0	0
Sirt2	50.214286	0	0	0	0	0	0	135	130	156	282	0	0	0	0	0
Rfx7	50.214286	0	133	0	0	0	0	206	193	0	171	0	0	0	0	0
Nfkbib	50.214286	0	0	0	0	0	0	135	130	156	282	0	0	0	0	0
Abhd17b	50.214286	0	0	0	0	0	0	0	184	0	198	0	112	0	209	0
1110059E24Rik	50.214286	0	0	0	0	0	0	0	184	0	198	0	112	0	209	0
Zfp317	50.142857	0	0	0	0	0	0	0	177	130	145	0	93	0	157	0
Ppox	50.142857	0	0	0	0	0	0	128	176	91	150	0	0	0	157	0
Vdac2	50.071429	0	0	0	0	0	0	121	176	125	164	0	0	0	115	0
Mphosph8	50.071429	0	0	0	0	0	0	0	130	152	201	0	218	0	0	0
Fam102b	50.071429	0	0	0	0	0	0	0	153	0	140	0	172	0	236	0
Zc3h6	50.000000	0	0	0	0	0	0	173	265	82	0	0	0	0	180	0
Map3k3	50.000000	0	0	0	0	0	0	98	99	125	159	0	123	0	96	0
Ugt2b34	49.928571	0	0	0	0	0	0	128	324	131	116	0	0	0	0	0
Nckap5l	49.928571	0	0	0	0	0	0	116	120	0	0	222	241	0	0	0
P4ha2	49.857143	0	0	0	0	0	0	0	107	136	155	0	168	132	0	0
Irs1	49.857143	0	0	0	0	0	0	172	186	145	195	0	0	0	0	0
Gatad2a	49.857143	0	0	0	0	0	0	63	150	134	178	0	108	0	65	0
Fntb	49.857143	0	0	0	0	0	0	137	155	0	96	0	153	0	157	0
Tssk1	49.785714	0	0	0	0	0	0	87	130	126	123	0	231	0	0	0
Plekha7	49.785714	100	0	0	0	0	0	108	183	108	198	0	0	0	0	0
Glt1d1	49.785714	147	0	0	0	0	0	163	274	0	0	0	0	0	113	0
Dgcr2	49.785714	0	0	0	0	0	0	87	130	126	123	0	231	0	0	0
Tmem126b	49.714286	0	0	0	0	0	0	0	168	127	179	0	101	0	121	0
Styxl1	49.714286	0	0	0	0	0	0	141	221	159	175	0	0	0	0	0
Smim15	49.714286	180	128	0	0	0	0	172	216	0	0	0	0	0	0	0
Otud1	49.714286	205	0	0	0	0	0	112	156	93	130	0	0	0	0	0
Nedd4l	49.714286	0	0	0	0	0	0	142	286	0	148	0	0	0	120	0
