Target_genes	Hoxc10|Average	SRX7416182|Embryoid_Bodies	SRX7416183|Embryoid_Bodies	SRX7416184|Embryoid_Bodies	SRX7416196|Embryoid_Bodies	SRX7416197|Embryoid_Bodies	SRX7416198|Embryoid_Bodies	SRX7416199|Embryoid_Bodies	SRX9099736|Embryoid_Bodies	SRX9099737|Embryoid_Bodies	SRX9099740|Embryoid_Bodies	SRX9099741|Embryoid_Bodies	SRX3229107|Hindlimb	SRX3229108|Hindlimb	STRING
Tmed11	35.153846	0	0	0	0	0	0	0	0	171	132	154	0	0	0
Gpr12	35.153846	0	0	374	0	0	0	0	0	83	0	0	0	0	0
Zfp943	35.076923	0	0	0	0	0	0	0	105	122	111	118	0	0	0
Zfp942	35.076923	0	0	0	0	0	0	0	105	122	111	118	0	0	0
Slc33a1	35.076923	0	0	0	0	0	314	142	0	0	0	0	0	0	0
Mkks	35.076923	0	0	342	0	0	114	0	0	0	0	0	0	0	0
Hoxd13	35.076923	0	0	0	0	0	0	0	0	181	132	143	0	0	0
Hoxd12	35.076923	0	0	0	0	0	0	0	0	181	132	143	0	0	0
Hadhb	35.076923	0	0	0	0	159	192	105	0	0	0	0	0	0	0
Hadha	35.076923	0	0	0	0	159	192	105	0	0	0	0	0	0	0
Dffb	35.076923	0	0	0	0	125	230	101	0	0	0	0	0	0	0
Cep104	35.076923	0	0	0	0	125	230	101	0	0	0	0	0	0	0
Kansl2	35.000000	0	0	0	0	120	176	159	0	0	0	0	0	0	0
Rbl1	34.923077	0	0	0	0	0	0	0	0	0	230	224	0	0	0
Qdpr	34.923077	0	0	0	0	0	98	0	146	125	85	0	0	0	0
Olfr301	34.923077	0	0	0	0	0	0	0	0	239	0	215	0	0	0
Clrn2	34.923077	0	0	0	0	0	98	0	146	125	85	0	0	0	0
Cep78	34.923077	0	0	0	0	0	0	0	0	208	0	246	0	0	0
Ttn	34.846154	0	0	0	0	0	0	0	0	218	0	235	0	0	0
Taf5	34.846154	0	0	0	0	0	93	0	102	115	0	143	0	0	0
Olfr1018	34.846154	0	0	0	0	0	0	0	0	0	226	227	0	0	0
Olfr1009	34.846154	0	0	0	0	0	0	0	0	166	144	143	0	0	0
Grhl3	34.846154	0	0	0	0	0	0	0	0	218	0	235	0	0	0
Gm34650	34.846154	0	0	0	0	0	0	0	0	270	0	183	0	0	0
Ppib	34.769231	0	0	120	99	67	90	76	0	0	0	0	0	0	0
Lrmp	34.769231	0	0	452	0	0	0	0	0	0	0	0	0	0	0
Golph3	34.769231	0	0	287	0	0	0	0	0	0	0	165	0	0	0
Gm27021	34.769231	0	0	227	131	0	0	94	0	0	0	0	0	0	0
Emc8	34.769231	0	0	227	131	0	0	94	0	0	0	0	0	0	0
Defb47	34.769231	0	0	0	0	0	0	0	138	141	0	173	0	0	0
Cox4i1	34.769231	0	0	227	131	0	0	94	0	0	0	0	0	0	0
Bco1	34.769231	0	0	330	122	0	0	0	0	0	0	0	0	0	0
Pcdh9	34.692308	0	0	105	0	0	184	162	0	0	0	0	0	0	0
Olfr617	34.692308	0	0	0	0	0	0	0	0	204	0	247	0	0	0
Maea	34.692308	0	0	0	0	0	0	0	129	188	0	134	0	0	0
Hipk3	34.692308	0	0	101	0	0	0	0	121	130	0	99	0	0	0
Fgf10	34.692308	0	0	139	0	0	0	0	0	187	125	0	0	0	0
8030462N17Rik	34.692308	0	0	101	0	0	0	0	0	188	162	0	0	0	0
2310034C09Rik	34.692308	0	0	0	0	0	0	0	0	259	0	192	0	0	0
Unkl	34.615385	0	0	0	109	103	90	148	0	0	0	0	0	0	0
Srp9	34.615385	0	0	0	0	0	0	0	141	175	0	134	0	0	0
Pcdh8	34.615385	0	0	450	0	0	0	0	0	0	0	0	0	0	0
Cryz	34.615385	0	0	0	0	0	148	0	0	0	0	302	0	0	0
Bard1	34.615385	0	0	0	0	0	0	0	0	188	119	143	0	0	0
Kctd7	34.538462	0	0	92	0	0	0	0	129	228	0	0	0	0	0
Zfp638	34.461538	0	0	0	0	0	206	124	0	0	118	0	0	0	0
Srp19	34.461538	0	0	0	106	92	0	0	0	115	135	0	0	0	0
Sgo1	34.461538	0	0	132	0	0	198	118	0	0	0	0	0	0	0
Puf60	34.461538	0	0	173	97	0	77	101	0	0	0	0	0	0	0
Lage3	34.461538	0	0	0	0	0	0	0	0	151	144	153	0	0	0
Atp9b	34.461538	0	0	0	0	0	0	0	140	74	153	81	0	0	0
Ufsp2	34.384615	0	0	0	0	134	155	158	0	0	0	0	0	0	0
Psap	34.384615	0	0	192	97	68	0	90	0	0	0	0	0	0	0
Dhcr7	34.384615	0	0	246	111	0	90	0	0	0	0	0	0	0	0
1700029J07Rik	34.384615	0	0	0	0	134	155	158	0	0	0	0	0	0	0
Vmn1r6	34.307692	0	0	0	0	0	0	0	0	192	0	254	0	0	0
Rspry1	34.307692	0	0	359	0	0	87	0	0	0	0	0	0	0	0
Psme3ip1	34.307692	0	0	359	0	0	87	0	0	0	0	0	0	0	0
Prkdc	34.307692	352	0	0	0	0	0	0	94	0	0	0	0	0	0
Alg6	34.307692	0	0	0	0	0	95	0	0	198	0	153	0	0	0
Mrfap1	34.230769	0	0	311	0	0	134	0	0	0	0	0	0	0	0
Kdm7a	34.230769	0	0	175	0	0	0	0	0	97	0	173	0	0	0
Txnip	34.153846	0	0	0	0	0	118	0	157	169	0	0	0	0	0
Pcbp2	34.153846	0	0	0	0	0	111	0	0	170	0	163	0	0	0
Bhlhe23	34.153846	0	0	0	0	0	0	0	111	133	200	0	0	0	0
Zfp560	34.076923	0	0	0	94	0	170	0	0	179	0	0	0	0	0
Zfp14	34.076923	0	0	0	0	0	0	0	129	115	101	98	0	0	0
Tasp1	34.076923	0	0	0	158	106	104	0	75	0	0	0	0	0	0
Pip4k2b	34.076923	0	0	0	0	0	0	0	157	133	0	153	0	0	0
Dipk2b	34.076923	0	0	0	0	0	0	0	0	208	0	235	0	0	0
Sh3gl2	34.000000	0	0	0	0	0	0	0	0	228	0	214	0	0	0
Peli3	34.000000	0	0	442	0	0	0	0	0	0	0	0	0	0	0
Ndel1	34.000000	0	0	0	0	102	192	148	0	0	0	0	0	0	0
Col4a2	34.000000	0	0	442	0	0	0	0	0	0	0	0	0	0	0
Col4a1	34.000000	0	0	442	0	0	0	0	0	0	0	0	0	0	0
Atic	34.000000	0	0	148	0	0	0	0	0	294	0	0	0	0	0
Atg5	34.000000	0	0	0	0	0	110	0	0	169	0	163	0	0	0
Akr1c20	34.000000	0	0	0	0	0	0	0	0	228	0	214	0	0	0
4931408C20Rik	34.000000	0	0	0	0	0	0	0	0	0	85	89	121	147	0
Zzz3	33.923077	0	0	0	189	67	74	111	0	0	0	0	0	0	0
Mindy2	33.923077	0	0	0	0	176	159	106	0	0	0	0	0	0	0
Fry	33.923077	0	0	0	0	0	0	0	0	197	0	244	0	0	0
Fem1b	33.923077	0	0	253	83	0	105	0	0	0	0	0	0	0	0
Ap1g1	33.923077	0	0	0	0	0	303	138	0	0	0	0	0	0	0
Ubxn4	33.846154	0	0	0	0	0	157	0	143	140	0	0	0	0	0
Taf11	33.846154	0	0	0	0	0	0	0	0	188	118	134	0	0	0
Susd6	33.846154	0	0	0	0	0	213	144	0	83	0	0	0	0	0
Smchd1	33.846154	0	0	0	0	0	0	0	0	164	123	153	0	0	0
Ereg	33.846154	0	0	247	0	0	0	0	0	0	0	193	0	0	0
Anks1	33.846154	0	0	0	0	0	0	0	0	188	118	134	0	0	0
Zdhhc20	33.769231	0	0	328	111	0	0	0	0	0	0	0	0	0	0
Olfr406	33.769231	0	0	0	0	0	0	0	0	0	314	125	0	0	0
Olfr168	33.769231	0	0	0	0	0	0	0	0	151	135	153	0	0	0
Olfr1262	33.769231	0	0	181	103	155	0	0	0	0	0	0	0	0	0
Hspe1	33.769231	0	0	160	0	0	152	127	0	0	0	0	0	0	0
Hspd1	33.769231	0	0	160	0	0	152	127	0	0	0	0	0	0	0
Fcor	33.769231	0	0	0	0	0	117	0	0	151	171	0	0	0	0
Capza1	33.769231	0	0	0	0	0	0	0	0	153	101	185	0	0	0
Zmynd11	33.692308	0	0	240	0	0	0	0	0	102	0	96	0	0	0
Gnb1l	33.692308	0	0	0	89	111	103	135	0	0	0	0	0	0	0
B3galnt2	33.692308	0	0	0	80	0	219	139	0	0	0	0	0	0	0
Vgll4	33.615385	0	0	437	0	0	0	0	0	0	0	0	0	0	0
Mrpl39	33.615385	0	0	0	0	0	160	108	0	169	0	0	0	0	0
Mc3r	33.615385	0	0	0	0	0	0	0	0	141	162	134	0	0	0
Map3k1	33.615385	0	0	276	0	0	0	0	161	0	0	0	0	0	0
Desi2	33.615385	0	0	0	0	0	97	0	0	99	144	97	0	0	0
Znfx1	33.538462	0	0	284	0	0	152	0	0	0	0	0	0	0	0
Septin2	33.538462	0	0	0	0	0	117	57	137	0	0	125	0	0	0
Rerg	33.538462	0	0	151	0	0	0	0	0	169	0	116	0	0	0
Hdlbp	33.538462	0	0	0	0	0	117	57	137	0	0	125	0	0	0
Ccno	33.538462	0	0	324	0	0	112	0	0	0	0	0	0	0	0
C330018D20Rik	33.538462	0	0	170	0	0	0	0	0	159	0	107	0	0	0
Slbp	33.461538	0	0	0	125	0	188	122	0	0	0	0	0	0	0
Rabep2	33.461538	0	0	330	105	0	0	0	0	0	0	0	0	0	0
Dpy19l3	33.461538	0	0	0	0	0	0	0	0	83	179	173	0	0	0
Adh1	33.461538	0	0	0	0	0	0	0	0	0	200	235	0	0	0
Hsbp1l1	33.384615	0	0	202	0	0	0	0	0	151	0	81	0	0	0
Gm13287	33.384615	0	0	0	200	0	142	92	0	0	0	0	0	0	0
Sytl4	33.307692	0	0	0	0	0	0	0	0	198	0	235	0	0	0
Serac1	33.307692	0	0	0	129	74	124	106	0	0	0	0	0	0	0
Map2k6	33.307692	0	0	433	0	0	0	0	0	0	0	0	0	0	0
Gtf2h5	33.307692	0	0	0	129	74	124	106	0	0	0	0	0	0	0
Gcnt4	33.307692	0	0	317	0	0	0	0	0	0	0	116	0	0	0
Dusp11	33.307692	0	0	0	0	0	0	85	0	124	0	224	0	0	0
Bub3	33.307692	0	0	250	0	0	0	0	0	0	0	183	0	0	0
Arrdc3	33.307692	0	0	135	0	0	0	112	0	0	0	186	0	0	0
Adam2	33.307692	0	0	0	0	0	0	0	120	179	0	134	0	0	0
Tcte2	33.230769	0	0	432	0	0	0	0	0	0	0	0	0	0	0
Sult1b1	33.230769	0	0	0	0	0	0	0	0	218	0	214	0	0	0
Snx13	33.230769	0	0	0	0	0	0	0	188	0	139	105	0	0	0
Samd4b	33.230769	0	0	259	73	0	100	0	0	0	0	0	0	0	0
Olfr33	33.230769	0	0	0	0	0	0	0	0	259	0	173	0	0	0
Gtpbp8	33.230769	0	0	0	0	0	0	0	0	152	162	118	0	0	0
Gmfg	33.230769	0	0	259	73	0	100	0	0	0	0	0	0	0	0
Dnaja3	33.230769	0	0	234	82	0	0	0	0	0	0	116	0	0	0
Coro7	33.230769	0	0	234	82	0	0	0	0	0	0	116	0	0	0
Afdn	33.230769	0	0	432	0	0	0	0	0	0	0	0	0	0	0
Wnt7b	33.153846	0	0	431	0	0	0	0	0	0	0	0	0	0	0
Tle6	33.153846	0	0	155	0	0	176	100	0	0	0	0	0	0	0
Pramel51	33.153846	0	0	0	0	0	0	0	0	228	0	203	0	0	0
Ppp1r37	33.153846	0	0	0	98	118	215	0	0	0	0	0	0	0	0
Mapk1ip1l	33.153846	0	0	229	0	0	114	88	0	0	0	0	0	0	0
Klra4	33.153846	0	0	0	0	0	0	0	122	309	0	0	0	0	0
Klra18	33.153846	0	0	0	0	0	0	0	122	309	0	0	0	0	0
Ank1	33.153846	0	77	354	0	0	0	0	0	0	0	0	0	0	0
Rex1bd	33.076923	0	0	430	0	0	0	0	0	0	0	0	0	0	0
Fdxr	33.076923	0	0	145	0	0	0	0	0	169	0	116	0	0	0
Cubn	33.076923	0	0	0	0	0	0	0	0	253	0	177	0	0	0
Snx33	33.000000	0	0	429	0	0	0	0	0	0	0	0	0	0	0
Olfr732	33.000000	0	0	0	0	0	0	0	0	245	0	184	0	0	0
Mydgf	33.000000	0	0	429	0	0	0	0	0	0	0	0	0	0	0
Fstl1	33.000000	0	0	0	0	0	0	0	127	229	0	73	0	0	0
Dach1	33.000000	0	0	429	0	0	0	0	0	0	0	0	0	0	0
Olfr1120	32.923077	0	0	0	0	0	0	0	141	174	113	0	0	0	0
Ets2	32.923077	0	0	270	158	0	0	0	0	0	0	0	0	0	0
Nr1h4	32.846154	0	0	0	0	0	0	0	69	123	0	235	0	0	0
Nfkbia	32.846154	0	0	0	108	0	94	123	102	0	0	0	0	0	0
Trim67	32.769231	0	86	259	0	0	0	81	0	0	0	0	0	0	0
Taar9	32.769231	0	0	0	0	0	0	0	148	0	135	143	0	0	0
Sh3glb1	32.769231	0	0	106	0	0	133	0	86	101	0	0	0	0	0
Poldip3	32.692308	0	0	151	104	0	170	0	0	0	0	0	0	0	0
Gpn3	32.692308	0	102	111	0	0	212	0	0	0	0	0	0	0	0
Fsbp	32.692308	0	0	0	0	0	0	0	77	170	0	178	0	0	0
Fam216a	32.692308	0	102	111	0	0	212	0	0	0	0	0	0	0	0
Cpxcr1	32.692308	0	0	0	0	0	0	0	0	169	93	163	0	0	0
Tril	32.615385	0	0	0	0	0	0	0	134	141	0	149	0	0	0
Tmtc4	32.615385	0	0	424	0	0	0	0	0	0	0	0	0	0	0
Swsap1	32.615385	0	0	190	0	0	123	0	111	0	0	0	0	0	0
Stac	32.615385	0	0	282	142	0	0	0	0	0	0	0	0	0	0
Slc25a36	32.615385	0	0	0	117	94	133	80	0	0	0	0	0	0	0
Olfr725	32.615385	0	0	0	0	0	0	0	0	231	0	193	0	0	0
Mrpl16	32.615385	0	0	0	0	0	0	0	120	179	0	125	0	0	0
Fbxo21	32.615385	0	0	342	0	0	82	0	0	0	0	0	0	0	0
Chst8	32.615385	0	0	424	0	0	0	0	0	0	0	0	0	0	0
Tia1	32.538462	0	0	0	0	0	0	0	0	139	0	0	181	103	0
Gtf2h3	32.538462	0	0	0	0	166	125	132	0	0	0	0	0	0	0
Gpr39	32.538462	0	0	0	0	0	0	0	0	0	240	183	0	0	0
Eif2b1	32.538462	0	0	0	0	166	125	132	0	0	0	0	0	0	0
Cdip1	32.538462	0	0	423	0	0	0	0	0	0	0	0	0	0	0
Cbx7	32.538462	0	0	0	0	0	0	0	0	280	0	143	0	0	0
Spag16	32.461538	0	0	0	0	0	0	0	0	220	0	202	0	0	0
Lars	32.461538	0	0	181	89	0	152	0	0	0	0	0	0	0	0
Hmgb2	32.461538	0	0	0	0	0	0	0	0	243	0	179	0	0	0
Cobll1	32.461538	0	0	190	0	0	0	0	0	107	0	125	0	0	0
Zkscan2	32.384615	0	0	0	0	0	0	0	0	258	0	163	0	0	0
Zfp52	32.384615	0	0	0	0	0	0	0	0	218	0	203	0	0	0
Slc44a1	32.384615	0	0	0	0	0	0	0	0	230	0	191	0	0	0
Raph1	32.384615	0	0	0	0	0	0	0	108	186	0	127	0	0	0
Pyurf	32.384615	0	0	312	0	0	109	0	0	0	0	0	0	0	0
Ccna2	32.384615	0	0	0	0	0	0	127	0	151	0	143	0	0	0
Brd4	32.384615	0	0	0	0	0	0	0	97	0	181	143	0	0	0
Supt7l	32.307692	0	0	337	83	0	0	0	0	0	0	0	0	0	0
Slc4a1ap	32.307692	0	0	337	83	0	0	0	0	0	0	0	0	0	0
Psmb2	32.307692	0	0	0	66	0	123	231	0	0	0	0	0	0	0
Nras	32.307692	0	0	420	0	0	0	0	0	0	0	0	0	0	0
Galc	32.307692	0	0	0	132	91	197	0	0	0	0	0	0	0	0
Cd3g	32.307692	0	0	170	156	94	0	0	0	0	0	0	0	0	0
Cd3d	32.307692	0	0	170	156	94	0	0	0	0	0	0	0	0	0
Tcp11	32.230769	0	0	197	0	0	0	0	0	133	0	89	0	0	0
Sh3gl1	32.230769	0	0	228	0	117	74	0	0	0	0	0	0	0	0
Pdcd5	32.230769	0	0	0	132	175	112	0	0	0	0	0	0	0	0
Olfr780	32.230769	0	0	0	0	0	0	0	0	141	144	134	0	0	0
Olfr1499	32.230769	0	0	0	0	0	0	0	0	160	0	259	0	0	0
Nupr1	32.230769	0	0	419	0	0	0	0	0	0	0	0	0	0	0
Nr4a3	32.230769	0	0	419	0	0	0	0	0	0	0	0	0	0	0
Ndufs5	32.230769	0	0	152	0	0	160	107	0	0	0	0	0	0	0
Hgf	32.230769	0	0	0	0	0	0	0	0	115	133	171	0	0	0
Dpysl5	32.230769	0	0	329	0	0	90	0	0	0	0	0	0	0	0
Chaf1a	32.230769	0	0	228	0	117	74	0	0	0	0	0	0	0	0
Ank3	32.230769	0	0	213	140	0	66	0	0	0	0	0	0	0	0
Zfp277	32.153846	0	0	126	0	0	0	0	0	149	0	143	0	0	0
Tmem65	32.153846	0	0	297	121	0	0	0	0	0	0	0	0	0	0
Rrp1	32.153846	0	0	0	0	69	160	189	0	0	0	0	0	0	0
Prmt8	32.153846	0	0	418	0	0	0	0	0	0	0	0	0	0	0
Pomt1	32.153846	0	0	194	100	0	0	0	0	124	0	0	0	0	0
Pcbd2	32.153846	0	0	153	0	0	0	0	0	133	0	132	0	0	0
Olfr598	32.153846	0	0	135	0	0	0	0	0	130	0	153	0	0	0
Neurod1	32.153846	0	0	285	0	0	0	0	0	133	0	0	0	0	0
Eef1akmt1	32.153846	0	0	418	0	0	0	0	0	0	0	0	0	0	0
Dock4	32.153846	0	0	126	0	0	0	0	0	149	0	143	0	0	0
Dach2	32.153846	0	0	0	0	0	0	0	0	194	0	224	0	0	0
Cldn5	32.153846	0	0	418	0	0	0	0	0	0	0	0	0	0	0
Armc5	32.153846	0	0	261	0	0	0	0	157	0	0	0	0	0	0
Ankrd53	32.153846	0	0	418	0	0	0	0	0	0	0	0	0	0	0
Rhob	32.076923	0	88	329	0	0	0	0	0	0	0	0	0	0	0
Rack1	32.076923	0	0	165	0	0	101	0	0	151	0	0	0	0	0
Nepn	32.076923	0	0	130	0	0	0	0	0	124	0	163	0	0	0
Zbtb21	32.000000	0	0	0	134	0	130	152	0	0	0	0	0	0	0
Usp14	32.000000	0	0	416	0	0	0	0	0	0	0	0	0	0	0
Tecta	32.000000	0	0	416	0	0	0	0	0	0	0	0	0	0	0
Ptch1	32.000000	0	0	287	0	0	129	0	0	0	0	0	0	0	0
Pex3	32.000000	0	0	0	85	0	213	118	0	0	0	0	0	0	0
Mrtfb	32.000000	0	0	140	0	0	0	0	0	151	0	125	0	0	0
Malsu1	32.000000	0	0	190	0	114	0	112	0	0	0	0	0	0	0
Adat2	32.000000	0	0	0	85	0	213	118	0	0	0	0	0	0	0
Ifit2	31.923077	0	0	0	0	0	0	0	185	137	0	93	0	0	0
Vps35	31.846154	0	0	0	0	0	0	0	130	165	0	119	0	0	0
Uspl1	31.846154	0	0	0	0	0	0	0	129	159	126	0	0	0	0
Tfdp2	31.846154	0	0	414	0	0	0	0	0	0	0	0	0	0	0
Smyd3	31.846154	0	0	182	0	0	0	0	125	107	0	0	0	0	0
Slco6d1	31.846154	0	0	0	0	0	0	0	0	94	103	217	0	0	0
Sem1	31.846154	0	0	125	0	0	0	0	158	0	131	0	0	0	0
Sec14l5	31.846154	0	0	318	0	0	96	0	0	0	0	0	0	0	0
Orc6	31.846154	0	0	0	0	0	0	0	130	165	0	119	0	0	0
Usp40	31.769231	0	0	170	0	0	100	0	0	0	0	143	0	0	0
Tmx4	31.769231	0	0	232	0	0	89	92	0	0	0	0	0	0	0
Taok3	31.769231	0	0	173	0	0	240	0	0	0	0	0	0	0	0
Son	31.769231	0	0	160	0	0	0	0	0	129	0	124	0	0	0
Msra	31.769231	0	0	270	0	0	0	0	0	0	0	143	0	0	0
Gart	31.769231	0	0	160	0	0	0	0	0	129	0	124	0	0	0
Ermap	31.769231	0	0	182	0	0	0	0	0	118	0	113	0	0	0
Dnm3	31.769231	0	0	330	0	0	83	0	0	0	0	0	0	0	0
Acyp2	31.769231	0	0	161	0	0	153	99	0	0	0	0	0	0	0
Tcf7	31.692308	0	0	412	0	0	0	0	0	0	0	0	0	0	0
Olfr937	31.692308	0	0	0	0	0	0	0	0	169	0	243	0	0	0
Olfr698	31.692308	0	0	0	0	0	0	0	0	107	162	143	0	0	0
Mtch2	31.692308	0	0	0	0	0	80	0	0	198	0	134	0	0	0
Mdfic	31.692308	0	0	0	0	0	0	0	0	198	0	214	0	0	0
Leprotl1	31.692308	0	0	0	0	0	0	0	0	280	0	132	0	0	0
Dlx6	31.692308	0	0	0	0	0	0	0	131	185	96	0	0	0	0
Adpgk	31.692308	0	0	0	103	101	0	208	0	0	0	0	0	0	0
Vmn1r251	31.615385	0	0	0	0	0	0	0	0	228	0	183	0	0	0
Vmn1r241	31.615385	0	0	0	0	0	0	0	0	228	0	183	0	0	0
Speer4d	31.615385	0	0	0	0	0	0	0	0	159	127	125	0	0	0
Prl3b1	31.615385	0	0	0	0	0	0	0	0	95	142	174	0	0	0
Pax6	31.615385	0	0	173	0	0	0	0	0	238	0	0	0	0	0
Lrp6	31.615385	0	0	0	0	0	0	0	0	112	190	109	0	0	0
Fbxo42	31.615385	0	0	0	0	0	0	0	0	133	144	134	0	0	0
Fam13c	31.615385	0	0	293	0	0	118	0	0	0	0	0	0	0	0
Brpf3	31.615385	0	0	290	0	0	0	0	0	121	0	0	0	0	0
Thumpd2	31.538462	0	0	159	0	113	138	0	0	0	0	0	0	0	0
Rgs13	31.538462	0	0	0	0	0	0	0	0	215	0	195	0	0	0
Rcan1	31.538462	0	0	211	0	0	114	0	85	0	0	0	0	0	0
Rab33b	31.538462	0	0	0	0	76	174	160	0	0	0	0	0	0	0
Nwd2	31.538462	0	0	0	0	0	0	0	0	160	106	144	0	0	0
Rasip1	31.461538	409	0	0	0	0	0	0	0	0	0	0	0	0	0
Izumo1	31.461538	409	0	0	0	0	0	0	0	0	0	0	0	0	0
Higd1a	31.461538	0	0	0	189	0	220	0	0	0	0	0	0	0	0
H2bc21	31.461538	0	0	321	88	0	0	0	0	0	0	0	0	0	0
H2ac21	31.461538	0	0	321	88	0	0	0	0	0	0	0	0	0	0
H2ac20	31.461538	0	0	321	88	0	0	0	0	0	0	0	0	0	0
Epb41l5	31.461538	0	0	211	0	120	78	0	0	0	0	0	0	0	0
Zfp318	31.384615	0	0	282	0	0	126	0	0	0	0	0	0	0	0
Tmem131	31.384615	0	0	219	0	0	112	77	0	0	0	0	0	0	0
Olfr830	31.384615	0	0	0	0	0	0	0	85	124	101	98	0	0	0
Nagk	31.384615	0	0	111	95	0	125	77	0	0	0	0	0	0	0
Glra2	31.384615	0	0	0	0	0	0	0	0	218	190	0	0	0	0
Fbln1	31.384615	0	0	408	0	0	0	0	0	0	0	0	0	0	0
D7Ertd443e	31.384615	0	0	270	0	0	0	0	138	0	0	0	0	0	0
Arl8b	31.384615	0	0	176	0	60	172	0	0	0	0	0	0	0	0
Olfr1123	31.307692	0	0	0	0	0	0	0	0	0	168	239	0	0	0
Cpvl	31.307692	0	0	407	0	0	0	0	0	0	0	0	0	0	0
Coa7	31.307692	0	0	0	112	0	129	166	0	0	0	0	0	0	0
Stard4	31.230769	0	0	0	0	0	82	0	0	0	181	143	0	0	0
Smg7	31.230769	0	0	148	0	0	134	0	0	124	0	0	0	0	0
Ppt1	31.230769	0	0	240	0	0	100	0	66	0	0	0	0	0	0
Olfr816	31.230769	0	0	0	0	0	0	0	0	256	0	150	0	0	0
Gm13288	31.230769	0	0	0	200	0	142	64	0	0	0	0	0	0	0
Dync1li2	31.230769	0	0	0	0	138	268	0	0	0	0	0	0	0	0
Usp4	31.153846	0	0	141	0	0	0	0	0	123	0	141	0	0	0
Tulp2	31.153846	0	0	405	0	0	0	0	0	0	0	0	0	0	0
Tafa5	31.153846	0	0	405	0	0	0	0	0	0	0	0	0	0	0
Rgs18	31.153846	0	0	0	0	0	0	0	0	124	118	163	0	0	0
Rab15	31.153846	0	0	101	0	0	0	0	0	141	0	163	0	0	0
Ikbke	31.153846	0	0	405	0	0	0	0	0	0	0	0	0	0	0
Gpx1	31.153846	0	0	141	0	0	0	0	0	123	0	141	0	0	0
Dhdh	31.153846	0	0	405	0	0	0	0	0	0	0	0	0	0	0
C8b	31.153846	0	0	405	0	0	0	0	0	0	0	0	0	0	0
Ago1	31.153846	0	0	405	0	0	0	0	0	0	0	0	0	0	0
Ubap1	31.076923	0	0	0	0	0	0	0	0	270	0	134	0	0	0
Trmt10c	31.076923	0	0	297	0	0	0	0	0	107	0	0	0	0	0
Mylk4	31.076923	0	0	0	0	0	0	0	0	200	0	204	0	0	0
Etv5	31.076923	0	0	85	0	0	0	0	0	90	0	135	94	0	0
Bex3	31.076923	0	0	0	0	0	0	0	0	169	0	235	0	0	0
Olfr1495	31.000000	0	0	0	0	0	0	0	0	124	0	279	0	0	0
Fus	31.000000	0	0	0	109	111	112	71	0	0	0	0	0	0	0
Synpr	30.923077	0	0	0	0	0	0	0	0	152	0	250	0	0	0
Sptlc2	30.923077	0	0	402	0	0	0	0	0	0	0	0	0	0	0
Rasa1	30.923077	0	0	111	0	0	0	0	0	125	0	166	0	0	0
Mrpl17	30.923077	0	0	0	0	130	137	135	0	0	0	0	0	0	0
Kcnj3	30.923077	0	0	0	0	0	0	0	152	123	0	127	0	0	0
Emc7	30.923077	0	0	0	0	0	0	0	0	259	0	143	0	0	0
Ttc41	30.846154	0	0	0	0	0	58	0	0	160	0	183	0	0	0
Taldo1	30.846154	0	0	0	0	0	0	0	0	218	0	183	0	0	0
Taar2	30.846154	0	0	0	0	0	0	0	0	241	0	160	0	0	0
Sirpb1c	30.846154	0	0	0	0	0	0	0	0	218	0	183	0	0	0
Polr2f	30.846154	0	0	0	120	82	88	111	0	0	0	0	0	0	0
Olfr212	30.846154	0	0	0	0	0	0	0	0	141	162	98	0	0	0
Olfr1097	30.846154	0	0	202	0	0	0	0	0	199	0	0	0	0	0
Man2c1	30.846154	0	0	0	0	0	0	100	138	0	0	163	0	0	0
Klhl31	30.846154	0	0	0	0	0	0	0	0	238	0	163	0	0	0
Kera	30.846154	0	0	0	0	0	0	0	0	238	0	163	0	0	0
Dst	30.846154	0	0	401	0	0	0	0	0	0	0	0	0	0	0
1700088E04Rik	30.846154	0	0	0	120	82	88	111	0	0	0	0	0	0	0
Tefm	30.769231	0	0	0	0	0	91	0	138	0	171	0	0	0	0
Ncoa5	30.769231	0	0	97	0	0	90	115	0	0	0	98	0	0	0
Napepld	30.769231	0	0	0	0	101	186	113	0	0	0	0	0	0	0
Efcab5	30.769231	0	0	400	0	0	0	0	0	0	0	0	0	0	0
Washc2	30.692308	0	0	0	134	0	147	118	0	0	0	0	0	0	0
Vegfd	30.692308	0	0	0	0	0	0	0	0	218	181	0	0	0	0
Nfkb1	30.692308	0	0	153	0	0	0	0	89	99	0	58	0	0	0
Ggt7	30.692308	0	0	294	0	0	105	0	0	0	0	0	0	0	0
Acss2	30.692308	0	0	294	0	0	105	0	0	0	0	0	0	0	0
Tcf25	30.615385	0	0	0	0	0	0	0	0	99	210	89	0	0	0
Rela	30.615385	0	0	0	0	0	0	0	0	141	0	257	0	0	0
Rab3gap2	30.615385	0	0	166	88	0	0	144	0	0	0	0	0	0	0
Sorcs3	30.538462	0	0	397	0	0	0	0	0	0	0	0	0	0	0
Phlda1	30.538462	0	0	135	0	0	0	0	0	156	106	0	0	0	0
Tmx3	30.461538	0	0	80	0	0	0	0	94	106	0	116	0	0	0
Rps27a	30.461538	0	0	288	0	0	108	0	0	0	0	0	0	0	0
Med25	30.461538	0	0	396	0	0	0	0	0	0	0	0	0	0	0
Ice1	30.461538	0	0	0	173	0	223	0	0	0	0	0	0	0	0
