Target_genes	Arnt|Average	SRX6386420|4T1	SRX6386421|4T1	SRX6386422|4T1	SRX6386423|4T1	SRX8844237|EpiSC	SRX8844238|EpiSC	SRX8844239|EpiSC	SRX8844240|EpiSC	SRX6386412|ES_cells	SRX6386413|ES_cells	SRX6386414|ES_cells	SRX6386415|ES_cells	SRX6386416|ES_cells	SRX6386417|ES_cells	SRX6386418|ES_cells	SRX6386419|ES_cells	STRING
Myo7a	23.750000	0	218	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efr3a	23.750000	98	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3j2	23.687500	0	262	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3j1	23.687500	0	262	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0
Cant1	23.687500	0	225	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef4	23.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	141	0
Zfp532	23.625000	0	0	0	0	0	0	0	0	0	0	110	144	0	0	0	124	0
Cpne8	23.625000	0	248	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0
Sacm1l	23.562500	0	250	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Purb	23.562500	0	221	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0
Acbd6	23.562500	132	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp4r1	23.500000	0	278	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0
Pcdhb22	23.500000	0	0	0	0	0	0	0	0	0	0	0	0	85	125	166	0	0
Tmem274	23.437500	0	0	0	0	0	0	0	0	0	0	0	0	83	0	167	125	0
Slc35g1	23.437500	131	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nmnat1	23.437500	0	0	0	0	0	0	0	0	0	0	0	0	83	0	167	125	0
Lzic	23.437500	0	0	0	0	0	0	0	0	0	0	0	0	83	0	167	125	0
Lamb3	23.437500	147	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr81	23.375000	0	171	68	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Sema3b	23.312500	0	196	85	92	0	0	0	0	0	0	0	0	0	0	0	0	0
Pecam1	23.312500	171	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpn2	23.312500	0	259	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascc1	23.312500	133	145	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anapc16	23.312500	133	145	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eaf2	23.250000	84	177	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0
Ccn2	23.250000	0	266	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf9b	23.187500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0
Vim	23.062500	0	259	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0
Neil2	23.062500	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0
Camta1	23.062500	0	265	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan9	23.000000	146	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfic	23.000000	0	127	0	0	0	0	0	0	0	0	0	0	0	0	93	148	0
Usp6nl	22.937500	0	120	0	0	0	0	0	0	0	0	0	94	0	0	153	0	0
Sema7a	22.937500	0	246	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhoq	22.937500	127	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox9	22.875000	0	174	105	87	0	0	0	0	0	0	0	0	0	0	0	0	0
Gmfb	22.875000	0	225	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0
Grcc10	22.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	173	0
S1pr2	22.687500	0	204	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufs3	22.687500	111	129	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kbtbd4	22.687500	111	129	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1329	22.625000	0	0	0	0	0	0	0	0	0	0	96	0	0	0	143	123	0
Rnf39	22.562500	0	222	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcap29	22.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	169	0
Adam19	22.500000	0	0	0	0	0	0	0	0	0	0	0	0	109	0	251	0	0
Trappc9	22.437500	95	145	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elavl3	22.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	188	0
Wdr46	22.312500	0	220	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pfdn6	22.312500	0	220	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp34	22.250000	117	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ss18l1	22.250000	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psma7	22.250000	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14325	22.250000	0	210	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx34	22.250000	157	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cmip	22.250000	114	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lingo1	22.187500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	178	0
Exoc3l	22.187500	0	227	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0
E2f4	22.187500	0	227	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp52	22.125000	0	217	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem71	22.125000	0	212	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx3	22.125000	0	251	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh2b3	22.125000	0	262	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptma	22.125000	160	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ghr	22.125000	116	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2q2	22.062500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	223	0
Tmem203	22.062500	141	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndor1	22.062500	141	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lancl3	22.062500	131	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf183	22.000000	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr457	22.000000	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnase2a	22.000000	0	204	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnd3	22.000000	131	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc3a2	21.937500	172	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Farp1	21.937500	0	218	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc18b1	21.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	234	0
Phc1	21.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	126	88	136	0
Hmga2	21.875000	0	243	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ephx2	21.875000	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem201	21.812500	0	232	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r143	21.812500	147	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myo10	21.812500	0	0	0	0	0	0	0	0	0	0	0	0	156	0	106	87	0
Capn2	21.812500	0	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abhd2	21.812500	0	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H4c4	21.750000	96	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2bc6	21.750000	96	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd11	21.750000	0	201	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhrs7b	21.687500	0	106	140	0	0	0	0	0	0	0	0	0	0	0	101	0	0
4930578I06Rik	21.687500	0	157	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sybu	21.625000	124	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfkbia	21.625000	109	138	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gskip	21.625000	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0
Fzd1	21.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	184	0
Atg2b	21.625000	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0
Ogfod1	21.562500	0	199	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudt21	21.562500	0	199	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Loxl4	21.562500	103	133	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp469	21.500000	0	263	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med21	21.500000	156	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efnb2	21.500000	139	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wiz	21.437500	116	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tomm40	21.437500	0	261	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0
Rock2	21.437500	108	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dus1l	21.437500	0	137	112	94	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnrc18	21.375000	0	194	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0
Tet1	21.375000	0	94	0	0	0	0	0	0	142	0	0	0	0	0	0	106	0
Gtf2f2	21.375000	0	221	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0
Prorp	21.312500	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grb2	21.250000	110	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chd2	21.250000	166	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zc3h7a	21.187500	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3a	21.062500	73	186	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0
Tubb6	20.937500	0	214	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spop	20.937500	0	209	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp4c	20.875000	0	150	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iqcc	20.875000	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcdc2b	20.875000	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc28b	20.875000	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem109	20.812500	83	129	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slpi	20.812500	0	216	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dbp	20.812500	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0
Crhbp	20.812500	163	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap12	20.812500	149	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2n	20.750000	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Tmem250-ps	20.750000	0	245	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mllt6	20.750000	0	187	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhrs13	20.750000	0	93	0	102	0	0	0	0	0	0	0	0	0	0	137	0	0
Trim25	20.687500	145	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhov	20.687500	144	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map4k5	20.687500	145	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddr1	20.687500	119	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahrr	20.687500	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ost4	20.625000	89	156	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0
Fancc	20.625000	97	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspyl1	20.562500	188	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pole2	20.562500	131	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H4c9	20.562500	110	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2bc11	20.562500	110	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2ac11	20.562500	110	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4847	20.562500	0	211	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tent5a	20.500000	96	155	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cebpzos	20.500000	0	202	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascl2	20.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	200	0
Pltp	20.437500	0	218	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pef1	20.437500	0	111	0	0	0	0	0	0	0	0	0	0	132	0	0	84	0
Hsp90ab1	20.437500	0	168	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0
Chd9	20.437500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	170	0
Gtf2ird2	20.375000	109	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lypd2	20.312500	146	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc44a4	20.250000	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	144	0
Anxa5	20.250000	101	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810062G17Rik	20.250000	101	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ntn5	20.187500	130	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec31a	20.125000	107	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Camk2d	20.125000	0	200	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc19a2	20.062500	0	223	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pxdc1	20.000000	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0
Ccdc86	20.000000	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adi1	20.000000	0	153	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tor1aip2	19.937500	162	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tor1aip1	19.937500	162	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Siva1	19.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	137	0
Plpp6	19.875000	0	128	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0
Liph	19.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	127	0
Lca5	19.875000	136	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam50a	19.875000	108	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4430402I18Rik	19.875000	0	128	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0
Sepsecs	19.750000	112	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppie	19.750000	125	112	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx18	19.750000	0	198	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap5z1	19.750000	101	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dram2	19.687500	99	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cept1	19.687500	99	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vgll4	19.625000	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rdh5	19.625000	102	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lsm8	19.625000	127	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elp6	19.625000	0	217	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciz1	19.625000	110	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bloc1s1	19.625000	102	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aff4	19.625000	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps26a	19.562500	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0
Smyd2	19.562500	0	210	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccni	19.562500	91	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010109A12Rik	19.562500	91	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pus1	19.500000	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0
H2bc12	19.500000	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0
H2ac12	19.500000	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0
Bcl2l2	19.500000	135	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmbr1l	19.437500	0	196	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0
Pnkp	19.312500	145	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mc1r	19.312500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	124	0
Itfg2	19.312500	0	177	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0
Igfbp2	19.312500	0	0	0	0	0	0	0	0	0	0	87	0	0	111	111	0	0
Hnf4a	19.312500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	112	0
Akt1s1	19.312500	145	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fis1	19.250000	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0
Srgap3	19.187500	121	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gadd45a	19.187500	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gad1	19.187500	0	0	0	0	0	0	0	0	0	0	102	0	96	0	0	109	0
Adgrf1	19.187500	108	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem179	19.125000	0	184	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr101	19.125000	96	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Birc3	19.125000	180	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-Q8	19.062500	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-Q6	19.062500	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esrrb	19.000000	0	181	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vamp8	18.937500	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfkb2	18.937500	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btg1	18.937500	84	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atxn7l1	18.937500	133	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aatk	18.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	134	0
Nr1d2	18.875000	81	123	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmnl1	18.875000	0	201	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uqcrq	18.812500	0	144	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc39a3	18.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	171	0
Gdf9	18.812500	0	144	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0
St6galnac4	18.750000	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wac	18.687500	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S1pr4	18.687500	0	205	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plek2	18.687500	0	209	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncln	18.687500	0	205	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abi2	18.687500	101	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl17	18.562500	129	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfsf13	18.500000	96	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox12	18.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	154	0
Senp3	18.500000	96	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnh1	18.500000	133	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdh17	18.500000	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btaf1	18.500000	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim59	18.312500	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Timm13	18.312500	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0
H4c12	18.312500	0	199	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0
H2bc15	18.312500	0	199	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0
H2ac15	18.312500	0	199	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0
Uba3	18.250000	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gfra4	18.250000	139	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl6ip5	18.250000	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lxn	18.187500	141	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lap3	18.187500	101	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Get1	18.187500	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0
Inf2	18.125000	0	201	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam205a4	18.125000	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	143	0
Fam205a3	18.125000	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	143	0
Sgms2	18.062500	0	165	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selplg	18.062500	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med6	18.062500	113	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kansl1	18.062500	115	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zmym2	18.000000	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Commd7	18.000000	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saraf	17.937500	0	147	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0
Rab5a	17.937500	103	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugp2	17.875000	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aurkaip1	17.875000	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcea3	17.812500	0	132	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cds2	17.812500	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpm3	17.750000	0	151	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnft1	17.687500	132	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map3k10	17.687500	0	0	0	0	0	0	0	0	0	0	184	99	0	0	0	0	0
Ing2	17.687500	123	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf72	17.687500	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adk	17.687500	0	161	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0
Tnks	17.625000	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sesn2	17.625000	0	141	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mzt1	17.562500	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bora	17.562500	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tyw3	17.500000	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryz	17.500000	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vdac2	17.437500	0	136	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
Ptp4a2	17.437500	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Lipg	17.437500	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ikbkg	17.437500	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam3a	17.437500	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldh9a1	17.437500	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tob1	17.375000	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stx4a	17.312500	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Retreg1	17.312500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0
Cacul1	17.312500	105	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Impdh1	17.250000	98	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arid5a	17.250000	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tomm34	17.187500	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thumpd3	17.187500	154	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk4	17.187500	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmox1	17.187500	0	186	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cst6	17.187500	0	202	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0
Ralgapa2	17.125000	88	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps26	17.125000	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr36	17.062500	105	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ufl1	17.062500	0	141	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsn	17.062500	0	154	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dync1li1	17.062500	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fn1	17.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	135	0
Cish	17.000000	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem88	16.937500	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Tbc1d8b	16.937500	0	170	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stap2	16.937500	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpnd	16.937500	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kbtbd12	16.875000	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	141	0
Lipe	16.812500	115	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pglyrp1	16.750000	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inpp5e	16.750000	99	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frk	16.750000	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem182	16.687500	0	137	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rif1	16.687500	0	0	0	0	0	0	0	0	0	0	0	0	80	0	187	0	0
Gm10406	16.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	160	0
Pole4	16.562500	0	166	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0
Mtap	16.562500	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
