Target_genes	Chd2|Average	DRX001066|C2C12	SRX140389|CH12	DRX000343|ES_cells	SRX6784012|ES_cells	SRX6784013|ES_cells	SRX140392|MEL	STRING
Tmem181a	87.166667	0	0	0	316	207	0	0
Rpgrip1l	87.166667	0	332	0	0	0	191	0
Rimklb	87.166667	0	0	0	172	351	0	0
Gm36298	87.166667	0	330	0	0	0	193	0
Fto	87.166667	0	332	0	0	0	191	0
Esr2	87.166667	0	0	0	282	241	0	0
Coro1a	87.166667	0	336	0	0	0	187	0
Xbp1	87.000000	0	345	0	0	0	177	0
Thyn1	87.000000	0	247	0	0	0	275	0
Fam20b	87.000000	0	321	0	0	0	201	0
Arl8b	87.000000	0	335	0	0	0	187	0
Apobec3	87.000000	0	234	0	0	0	288	0
Acad8	87.000000	0	247	0	0	0	275	0
Zfp964	86.833333	0	264	0	142	0	115	0
Stpg3	86.833333	0	281	0	0	0	240	0
Ssrp1	86.833333	0	333	0	0	0	188	0
Rtel1	86.833333	0	255	0	0	86	180	0
P2rx3	86.833333	0	333	0	0	0	188	0
Nelfb	86.833333	0	281	0	0	0	240	0
Scamp3	86.666667	0	0	0	0	0	520	0
Prdx3	86.666667	0	103	0	0	0	417	0
Net1	86.666667	0	148	0	233	0	139	0
Mrpl48	86.666667	0	242	0	0	0	278	0
Mnt	86.666667	0	275	0	0	0	245	0
Ddx10	86.666667	0	291	0	0	0	229	0
Ylpm1	86.500000	0	370	0	0	0	149	0
Spink10	86.500000	0	266	0	0	0	253	0
Nr0b2	86.500000	0	200	0	0	0	319	0
Meis1	86.500000	0	0	0	181	0	338	0
Hdhd5	86.500000	0	281	0	0	0	238	0
Fbxo38	86.500000	0	266	0	0	0	253	0
Znhit1	86.333333	0	190	0	208	0	120	0
Spty2d1	86.333333	0	265	0	0	0	253	0
Spred1	86.333333	0	334	0	0	0	184	0
Prpf38b	86.333333	0	333	0	0	0	185	0
Plod3	86.333333	0	190	0	208	0	120	0
Pafah1b1	86.333333	0	360	0	0	0	158	0
Hyls1	86.333333	0	260	0	0	0	258	0
Etv6	86.333333	0	390	0	0	0	128	0
Cdc14b	86.333333	0	110	0	0	104	304	0
Acbd3	86.333333	0	362	0	0	0	156	0
Pycr2	86.166667	0	222	0	0	0	295	0
Jade2	86.166667	0	354	0	0	0	163	0
Imp3	86.166667	0	306	0	0	0	211	0
Dmac1	86.166667	0	250	0	0	0	267	0
Hipk2	86.000000	0	246	0	0	0	270	0
Snrpd2	85.833333	0	221	0	127	0	167	0
Slc10a7	85.833333	0	344	0	0	0	171	0
Setd1b	85.833333	0	321	0	0	0	194	0
Rhbdf2	85.833333	0	369	0	0	0	146	0
Rbmxl1	85.833333	0	344	0	0	0	171	0
Qpctl	85.833333	0	221	0	127	0	167	0
Etfbkmt	85.833333	0	234	0	0	121	160	0
Abtb2	85.833333	0	515	0	0	0	0	0
Ubap2	85.666667	0	148	0	0	99	267	0
Tasor	85.666667	0	351	0	0	0	163	0
Il10ra	85.666667	0	514	0	0	0	0	0
Fbxw8	85.666667	0	329	0	0	0	185	0
Zfp213	85.500000	0	513	0	0	0	0	0
Calu	85.500000	0	330	0	0	0	183	0
Plk3	85.333333	0	327	0	0	0	185	0
H3f3a	85.333333	0	344	0	0	0	168	0
Glyctk	85.333333	0	316	0	0	0	196	0
Dnajc18	85.333333	0	329	0	0	0	183	0
Tln1	85.166667	0	511	0	0	0	0	0
Smim12	85.166667	0	310	0	0	0	201	0
Rgp1	85.166667	0	105	0	0	0	406	0
Gba2	85.166667	0	105	0	0	0	406	0
Dpy19l1	85.166667	0	511	0	0	0	0	0
Creb3	85.166667	0	511	0	0	0	0	0
Ankrd55	85.166667	0	511	0	0	0	0	0
Ado	85.166667	0	361	0	0	0	150	0
6030468B19Rik	85.166667	0	511	0	0	0	0	0
Tk2	85.000000	0	510	0	0	0	0	0
Plcl1	85.000000	0	285	0	225	0	0	0
Nelfa	85.000000	0	201	0	0	0	309	0
Cklf	85.000000	0	510	0	0	0	0	0
Asic1	85.000000	0	239	0	0	0	271	0
Amdhd2	85.000000	0	0	0	121	0	389	0
Zfp457	84.833333	0	169	0	0	0	340	0
Nr4a3	84.833333	0	285	0	0	0	224	0
Mzt1	84.833333	0	261	0	99	0	149	0
Mmp14	84.833333	0	335	0	0	0	174	0
Lnpep	84.833333	0	354	0	0	0	155	0
Bora	84.833333	0	261	0	99	0	149	0
Tnfaip8	84.666667	0	182	0	0	0	326	0
Tmsb15l	84.666667	0	316	0	95	97	0	0
Tmsb15b1	84.666667	0	316	0	95	97	0	0
Tgfb1	84.666667	0	287	0	0	0	221	0
Rad18	84.666667	0	269	0	0	0	239	0
Aunip	84.666667	0	0	0	0	0	508	0
Vps13a	84.500000	0	131	0	0	140	236	0
Taf4	84.500000	0	330	0	0	0	177	0
Smim15	84.500000	0	258	0	0	0	249	0
Slc9a1	84.500000	0	238	0	113	0	156	0
Shroom3	84.500000	0	406	0	0	101	0	0
Phospho2	84.500000	0	174	0	113	107	113	0
Dmrtb1	84.500000	0	507	0	0	0	0	0
Ccdc173	84.500000	0	174	0	113	107	113	0
Ahi1	84.500000	0	173	0	120	120	94	0
Sumo2	84.333333	0	370	0	0	0	136	0
Spata2	84.333333	0	354	0	0	0	152	0
Rnf114	84.333333	0	354	0	0	0	152	0
Inpp5b	84.333333	0	298	0	0	0	208	0
Ilrun	84.333333	0	313	0	0	0	193	0
Cutc	84.333333	0	332	0	0	0	174	0
Cox15	84.333333	0	332	0	0	0	174	0
Bloc1s5	84.333333	0	144	0	0	0	362	0
Tead2	84.166667	0	0	0	0	0	505	0
Selenom	84.166667	0	0	0	0	0	505	0
Ociad1	84.166667	0	320	0	0	0	185	0
Mef2c	84.166667	0	505	0	0	0	0	0
Gstp2	84.166667	0	264	0	0	0	241	0
Dkkl1	84.166667	0	0	0	0	0	505	0
Ttc4	84.000000	0	184	0	0	0	320	0
Pcca	84.000000	0	326	0	0	0	178	0
Myd88	84.000000	0	151	0	0	148	205	0
Lpcat4	84.000000	0	340	0	0	0	164	0
Acaa1a	84.000000	0	151	0	0	148	205	0
2700062C07Rik	84.000000	0	291	0	0	0	213	0
Trim69	83.833333	0	391	0	0	0	112	0
Stat2	83.833333	0	352	0	0	0	151	0
Pik3ip1	83.833333	0	271	0	0	0	232	0
Gpx4	83.833333	0	331	0	0	0	172	0
Apof	83.833333	0	352	0	0	0	151	0
Zfp712	83.666667	0	162	0	0	0	340	0
Trim41	83.666667	0	220	0	0	0	282	0
Smbd1	83.666667	0	407	0	0	0	95	0
Slc37a2	83.666667	0	502	0	0	0	0	0
Rpp40	83.666667	0	244	0	0	0	258	0
Pim3	83.666667	0	235	0	0	0	267	0
Nup155	83.666667	0	312	0	0	0	190	0
4930404N11Rik	83.666667	0	110	0	0	0	392	0
Txndc12	83.500000	0	356	0	0	0	145	0
Tmem214	83.500000	0	202	0	0	0	299	0
Tef	83.500000	0	241	0	0	0	260	0
Snrpd1	83.500000	0	316	0	0	0	185	0
Mitf	83.500000	0	261	0	0	0	240	0
Khdc4	83.500000	0	220	0	0	0	281	0
Il16	83.500000	0	501	0	0	0	0	0
Calhm2	83.500000	0	298	0	0	0	203	0
Btf3l4	83.500000	0	356	0	0	0	145	0
Usp34	83.333333	0	500	0	0	0	0	0
Tomm5	83.333333	0	234	0	0	0	266	0
Tnfsf9	83.333333	0	352	0	0	0	148	0
Syt2	83.333333	0	500	0	0	0	0	0
Srprb	83.333333	0	216	0	0	0	284	0
Rpl3l	83.333333	0	212	0	0	0	288	0
Pin4	83.333333	0	262	0	0	0	238	0
Papola	83.333333	0	253	0	0	0	247	0
Nfil3	83.333333	0	500	0	0	0	0	0
Acacb	83.333333	0	0	0	204	0	296	0
Zbtb8os	83.166667	0	326	0	0	0	173	0
Relb	83.166667	0	329	0	0	0	170	0
Rbbp4	83.166667	0	326	0	0	0	173	0
Polr2m	83.166667	0	400	0	0	0	99	0
Dph7	83.166667	0	277	0	0	0	222	0
Wdr36	83.000000	0	288	0	0	0	210	0
Usp11	83.000000	0	248	0	0	0	250	0
Tm4sf19	83.000000	0	498	0	0	0	0	0
Rsf1	83.000000	0	210	0	0	0	288	0
Pigo	83.000000	0	234	0	0	0	264	0
Nfic	83.000000	0	391	0	0	0	107	0
Ncf4	83.000000	0	498	0	0	0	0	0
Mtmr12	83.000000	0	107	0	95	119	177	0
Msn	83.000000	0	418	0	0	0	80	0
Kcnc3	83.000000	0	333	0	165	0	0	0
Hcfc2	83.000000	0	214	0	0	0	284	0
Abcg4	83.000000	0	0	0	0	0	498	0
Aamdc	83.000000	0	210	0	0	0	288	0
2610301B20Rik	83.000000	0	254	0	0	0	244	0
Treml2	82.833333	0	134	0	0	0	363	0
Mideas	82.833333	0	259	0	0	0	238	0
Fos	82.833333	0	372	0	0	0	125	0
Fam169b	82.833333	0	497	0	0	0	0	0
Cfap43	82.833333	0	0	0	178	165	154	0
Cdk1	82.833333	0	263	0	0	96	138	0
Ankrd6	82.833333	0	0	0	0	0	497	0
Xpnpep3	82.666667	0	213	0	0	141	142	0
Tekt2	82.666667	0	250	0	0	0	246	0
St13	82.666667	0	213	0	0	141	142	0
Shoc2	82.666667	0	251	0	0	0	245	0
Rnf20	82.666667	0	215	0	145	0	136	0
Pmepa1	82.666667	0	496	0	0	0	0	0
Mxd3	82.666667	0	358	0	0	0	138	0
Lrpprc	82.666667	0	354	0	0	0	142	0
Haus7	82.666667	0	327	0	0	0	169	0
Dcps	82.666667	0	295	0	0	0	201	0
Bbip1	82.666667	0	251	0	0	0	245	0
Adprhl2	82.666667	0	250	0	0	0	246	0
Trp63	82.500000	0	495	0	0	0	0	0
Samd14	82.500000	0	165	0	0	0	330	0
Ppp2r2a	82.500000	0	347	0	0	0	148	0
Npc1	82.500000	0	334	0	0	0	161	0
Lpin1	82.500000	0	223	0	0	0	272	0
Il6ra	82.500000	0	495	0	0	0	0	0
Hnrnpf	82.500000	0	349	0	0	0	146	0
Arrb2	82.500000	0	185	0	0	0	310	0
Abcb4	82.500000	0	0	0	0	0	495	0
Zfp146	82.333333	0	160	0	0	0	334	0
Rnf38	82.333333	0	150	0	0	225	119	0
Ndufa9	82.333333	0	261	0	0	0	233	0
Itm2c	82.333333	0	276	0	0	0	218	0
Hook2	82.333333	0	341	0	0	0	153	0
Gdf15	82.333333	0	334	0	0	0	160	0
Akap3	82.333333	0	261	0	0	0	233	0
Sh2d6	82.166667	0	493	0	0	0	0	0
Rasgrp3	82.166667	0	493	0	0	0	0	0
Myl4	82.166667	0	287	0	0	0	206	0
Mybph	82.166667	0	493	0	0	0	0	0
Ddx41	82.166667	0	222	0	0	0	271	0
Cdc27	82.166667	0	287	0	0	0	206	0
Ccni	82.166667	0	162	0	117	97	117	0
2010109A12Rik	82.166667	0	162	0	117	97	117	0
Trmt10b	82.000000	0	220	0	0	0	272	0
Ss18l1	82.000000	0	194	0	0	0	298	0
Scly	82.000000	0	288	0	0	0	204	0
Psma7	82.000000	0	194	0	0	0	298	0
Naa10	82.000000	0	213	0	0	0	279	0
Idi1	82.000000	0	285	0	0	0	207	0
Fxn	82.000000	0	147	0	0	0	345	0
Tmed9	81.833333	0	231	0	0	0	260	0
Rara	81.833333	0	345	0	0	0	146	0
Psmc4	81.833333	0	314	0	0	0	177	0
Porcn	81.833333	0	0	0	0	0	491	0
Pfdn4	81.833333	0	282	0	0	0	209	0
Mtss2	81.833333	0	491	0	0	0	0	0
Cflar	81.833333	0	213	0	0	0	278	0
Adora2b	81.833333	0	190	0	0	0	301	0
Rpl31	81.666667	0	347	0	0	0	143	0
Napsa	81.666667	0	490	0	0	0	0	0
Mynn	81.666667	0	259	0	0	0	231	0
Akr1b3	81.666667	0	247	0	0	0	243	0
Actrt3	81.666667	0	259	0	0	0	231	0
1700019D03Rik	81.666667	0	228	0	154	108	0	0
Tut4	81.500000	0	288	0	0	0	201	0
Pam	81.500000	0	0	0	336	153	0	0
Nus1	81.500000	0	328	0	0	0	161	0
Marcksl1	81.500000	0	320	0	0	0	169	0
Kctd20	81.500000	0	156	0	0	0	333	0
Ublcp1	81.333333	0	230	0	0	0	258	0
Tnip3	81.333333	0	488	0	0	0	0	0
Supt4a	81.333333	0	289	0	0	0	199	0
Rpl9	81.333333	0	302	0	0	0	186	0
Lias	81.333333	0	302	0	0	0	186	0
Zcchc7	81.166667	0	167	0	0	0	320	0
Rps3	81.166667	0	225	0	0	0	262	0
Ripply3	81.166667	0	145	0	0	0	342	0
Pi4k2a	81.166667	0	121	0	116	103	147	0
Morn4	81.166667	0	121	0	116	103	147	0
Memo1	81.166667	0	296	0	0	0	191	0
Dcaf4	81.166667	0	270	0	0	0	217	0
Akirin1	81.166667	0	327	0	0	0	160	0
Uxt	81.000000	0	181	0	0	0	305	0
Slc25a51	81.000000	0	212	0	0	0	274	0
Sap30	81.000000	0	271	0	0	0	215	0
Gatad1	81.000000	0	338	0	0	0	148	0
Arpc3	81.000000	0	175	0	0	208	103	0
Zswim8	80.833333	0	306	0	0	0	179	0
Rab3gap1	80.833333	0	250	0	0	0	235	0
Ptcd3	80.833333	0	292	0	0	0	193	0
Polr1a	80.833333	0	292	0	0	0	193	0
Chchd1	80.833333	0	306	0	0	0	179	0
6720489N17Rik	80.833333	0	191	0	121	0	173	0
Ulk2	80.666667	0	367	0	0	0	117	0
Trim44	80.666667	0	280	0	0	0	204	0
Slc25a34	80.666667	0	484	0	0	0	0	0
Rnf7	80.666667	0	278	0	0	0	206	0
Prkaa1	80.666667	0	0	0	130	126	228	0
Pml	80.666667	0	216	0	0	0	268	0
Nol10	80.666667	0	172	0	0	152	160	0
Fzd5	80.666667	0	209	0	0	0	275	0
Fut8	80.666667	0	355	0	0	129	0	0
Atp13a3	80.666667	0	276	0	0	0	208	0
St7	80.500000	0	290	0	0	0	193	0
Ppif	80.500000	0	362	0	0	0	121	0
Nrde2	80.500000	0	280	0	0	0	203	0
Mfn2	80.500000	0	279	0	0	0	204	0
Mff	80.500000	0	283	0	0	0	200	0
Kras	80.500000	0	355	0	0	0	128	0
Capza1	80.500000	0	170	0	0	0	313	0
Bbs9	80.500000	0	147	0	0	0	336	0
Adcy6	80.500000	0	0	0	0	0	483	0
Acsl1	80.500000	0	180	0	0	0	303	0
Nup214	80.333333	0	244	0	0	0	238	0
Fzr1	80.333333	0	234	0	0	0	248	0
Copg2	80.333333	0	251	0	104	0	127	0
Ywhaz	80.166667	0	265	0	0	0	216	0
Tfap4	80.166667	0	282	0	0	0	199	0
St3gal5	80.166667	0	197	0	0	0	284	0
Psd4	80.166667	0	481	0	0	0	0	0
Homez	80.166667	0	277	0	204	0	0	0
Fam166a	80.166667	0	183	0	0	0	298	0
Ddx17	80.166667	0	367	0	0	0	114	0
Tchp	80.000000	0	326	0	0	0	154	0
Prorp	80.000000	0	283	0	0	0	197	0
Ndufab1	80.000000	0	339	0	0	0	141	0
Atp2c1	80.000000	0	201	0	0	0	279	0
Arrb1	80.000000	0	149	0	0	0	331	0
Ap1s1	80.000000	0	299	0	0	0	181	0
Sik1	79.833333	0	316	0	0	0	163	0
Tdrd3	79.666667	0	214	0	0	0	264	0
Sptbn4	79.666667	0	185	0	0	0	293	0
Ptpa	79.666667	0	292	0	0	0	186	0
Nmral1	79.666667	0	257	0	0	114	107	0
Ifi35	79.666667	0	185	0	116	0	177	0
Dnaja3	79.666667	0	180	0	0	0	298	0
Crat	79.666667	0	292	0	0	0	186	0
Coro7	79.666667	0	180	0	0	0	298	0
Rad51	79.500000	0	182	0	0	0	295	0
Rac2	79.500000	0	258	0	0	0	219	0
Neurl3	79.500000	0	0	0	0	0	477	0
Gm13286	79.500000	156	0	0	0	0	321	0
Gm13283	79.500000	156	0	0	0	0	321	0
Dhh	79.500000	0	0	0	134	343	0	0
Cdk5rap2	79.500000	0	171	0	0	0	306	0
Acat2	79.500000	0	283	0	0	0	194	0
Zfp606	79.333333	0	344	0	0	0	132	0
Tyw3	79.333333	0	370	0	0	0	106	0
Thy1	79.333333	0	0	0	0	0	476	0
Tep1	79.333333	0	281	0	0	0	195	0
Slc29a1	79.333333	0	137	0	117	135	87	0
Nemf	79.333333	0	328	0	0	0	148	0
Mymx	79.333333	0	137	0	117	135	87	0
Hax1	79.333333	0	180	0	0	0	296	0
Gna13	79.333333	0	335	0	0	0	141	0
E430018J23Rik	79.333333	0	198	0	0	0	278	0
Cryz	79.333333	0	370	0	0	0	106	0
Tubb6	79.166667	0	475	0	0	0	0	0
Psmd7	79.166667	0	205	0	0	0	270	0
Il6st	79.166667	0	196	0	153	126	0	0
Ifi27	79.166667	0	162	0	0	0	313	0
E030018B13Rik	79.166667	0	387	0	88	0	0	0
Zfp866	79.000000	0	301	0	0	0	173	0
Rchy1	79.000000	0	338	0	0	0	136	0
Lrrc8a	79.000000	0	263	0	0	0	211	0
Fam13b	79.000000	0	348	0	0	0	126	0
Zfyve19	78.833333	0	207	0	0	0	266	0
Zfp839	78.833333	0	239	0	0	0	234	0
Tcirg1	78.833333	0	315	0	0	0	158	0
Samd1	78.833333	0	312	0	0	0	161	0
Mycbp	78.833333	0	128	0	0	183	162	0
Egr3	78.833333	0	0	0	0	0	473	0
Dnajc17	78.833333	0	207	0	0	0	266	0
Tjp3	78.666667	0	281	0	0	0	191	0
Smarce1	78.666667	0	209	0	0	0	263	0
Psd	78.666667	0	196	0	0	0	276	0
Plk1	78.666667	0	304	0	0	0	168	0
Nck2	78.666667	0	211	0	0	0	261	0
Fbxl15	78.666667	0	196	0	0	0	276	0
Casq2	78.666667	0	0	0	225	247	0	0
C1galt1	78.666667	0	360	0	0	0	112	0
0610009B22Rik	78.666667	0	246	0	0	0	226	0
Ttc26	78.500000	0	291	0	0	0	180	0
Pfn4	78.500000	0	0	0	136	0	335	0
Pcmt1	78.500000	0	328	0	0	0	143	0
Nup43	78.500000	0	328	0	0	0	143	0
Mis18bp1	78.500000	0	300	0	0	0	171	0
Lysmd2	78.500000	0	471	0	0	0	0	0
Kat5	78.500000	0	184	0	0	0	287	0
Cdk6	78.500000	0	345	0	0	0	126	0
Cd81	78.500000	0	0	0	0	0	471	0
Spns2	78.333333	0	0	0	0	0	470	0
Rpl23	78.333333	0	226	0	0	0	244	0
Ptcd2	78.333333	0	345	0	0	0	125	0
Pklr	78.333333	0	0	0	0	0	470	0
Mrps27	78.333333	0	345	0	0	0	125	0
Mpzl3	78.333333	0	470	0	0	0	0	0
Med16	78.333333	0	277	0	0	0	193	0
Emc7	78.333333	0	190	0	0	0	280	0
Ccdc30	78.333333	0	221	0	95	154	0	0
Atg14	78.333333	0	128	0	139	203	0	0
Znrd1as	78.166667	0	363	0	0	0	106	0
Znrd1	78.166667	0	363	0	0	0	106	0
Trim68	78.166667	0	469	0	0	0	0	0
Six2	78.166667	0	469	0	0	0	0	0
Proser1	78.166667	0	140	0	142	0	187	0
Nhlrc3	78.166667	0	140	0	142	0	187	0
Mtrex	78.166667	0	193	0	0	0	276	0
Kcnj9	78.166667	0	247	0	222	0	0	0
Il10rb	78.166667	0	391	0	0	0	78	0
Hdhd3	78.166667	0	241	0	0	0	228	0
Echs1	78.166667	0	315	0	0	0	154	0
Dhx29	78.166667	0	193	0	0	0	276	0
Cyb5r1	78.166667	0	117	0	0	153	199	0
Chst15	78.166667	0	274	0	0	0	195	0
Cd40	78.166667	0	309	0	0	0	160	0
Rbl2	78.000000	0	240	0	0	0	228	0
Mcf2l	78.000000	0	117	0	86	0	265	0
Jam2	78.000000	0	0	0	220	248	0	0
Hdac7	78.000000	0	106	0	0	0	362	0
Fam110a	78.000000	0	468	0	0	0	0	0
Ccrl2	78.000000	0	235	0	0	0	233	0
Car1	78.000000	0	0	0	0	0	468	0
Btbd11	78.000000	0	468	0	0	0	0	0
Tbp	77.833333	0	274	0	0	0	193	0
Sos1	77.833333	0	298	0	0	0	169	0
Slc6a9	77.833333	0	139	0	0	0	328	0
S1pr1	77.833333	0	0	0	0	0	467	0
Psmb1	77.833333	0	274	0	0	0	193	0
Lims1	77.833333	0	253	0	0	0	214	0
Fbxw2	77.833333	0	255	0	0	0	212	0
Dnajc24	77.833333	0	220	0	0	0	247	0
2610001J05Rik	77.833333	0	207	0	0	0	260	0
Srrm1	77.666667	0	230	0	0	0	236	0
Rufy3	77.666667	0	315	0	0	0	151	0
Rnf185	77.666667	0	236	0	0	0	230	0
Rita1	77.666667	0	219	0	0	0	247	0
Reln	77.666667	0	0	0	0	0	466	0
Gstt2	77.666667	0	140	0	0	122	204	0
Epc2	77.666667	0	79	0	0	0	387	0
Dimt1	77.666667	0	253	0	0	0	213	0
Ddx54	77.666667	0	219	0	0	0	247	0
Ctnna3	77.666667	0	278	0	0	0	188	0
Exd2	77.500000	0	291	0	0	0	174	0
Ap4e1	77.500000	0	266	0	0	0	199	0
Afap1l2	77.500000	0	465	0	0	0	0	0
Aasdh	77.500000	0	247	0	0	0	218	0
Znrf1	77.333333	0	228	0	100	0	136	0
Zfp622	77.333333	0	267	0	0	0	197	0
Zfp60	77.333333	0	280	0	0	0	184	0
Exosc5	77.333333	0	196	0	0	113	155	0
Bckdha	77.333333	0	196	0	0	113	155	0
Unc13a	77.166667	0	463	0	0	0	0	0
Ttll13	77.166667	0	234	0	0	0	229	0
Slc25a40	77.166667	0	131	0	213	119	0	0
Mmp9	77.166667	0	0	0	0	0	463	0
Jak3	77.166667	0	463	0	0	0	0	0
Efcab14	77.166667	0	285	0	0	0	178	0
Dbf4	77.166667	0	131	0	213	119	0	0
Csnk1g2	77.166667	0	189	0	0	0	274	0
Creld1	77.166667	0	251	0	0	0	212	0
Atp2a3	77.166667	0	348	0	0	0	115	0
Xrcc5	77.000000	0	254	0	0	0	208	0
Tbc1d13	77.000000	0	274	0	0	0	188	0
Pcdh19	77.000000	0	0	0	0	0	462	0
Parvb	77.000000	0	119	0	0	0	343	0
Nomo1	77.000000	0	157	0	0	0	305	0
Abcc6	77.000000	0	157	0	0	0	305	0
Zmat2	76.833333	0	275	0	0	0	186	0
Tyro3	76.833333	0	461	0	0	0	0	0
Trhr2	76.833333	0	461	0	0	0	0	0
Sft2d3	76.833333	0	300	0	0	0	161	0
Rxfp4	76.833333	0	461	0	0	0	0	0
Ppfibp2	76.833333	0	374	0	0	87	0	0
Plxdc1	76.833333	0	168	0	0	0	293	0
Cmah	76.833333	0	138	0	0	0	323	0
Zbtb38	76.666667	0	323	0	0	0	137	0
Tuba3a	76.666667	0	0	0	209	251	0	0
Rab40b	76.666667	0	108	0	132	77	143	0
Pde4a	76.666667	0	253	0	0	0	207	0
Il12rb2	76.666667	0	0	0	0	0	460	0
Hcn2	76.666667	0	147	0	0	0	313	0
Cln3	76.666667	0	323	0	0	0	137	0
Apobr	76.666667	0	323	0	0	0	137	0
Tjp2	76.500000	0	297	0	162	0	0	0
Irf2bp2	76.500000	0	103	0	0	0	356	0
Gda	76.500000	0	459	0	0	0	0	0
Gad2	76.500000	0	0	0	255	204	0	0
Vps41	76.333333	0	230	0	0	0	228	0
Prr22	76.333333	0	156	0	0	0	302	0
Notch2	76.333333	0	221	0	0	108	129	0
Map7d1	76.333333	0	458	0	0	0	0	0
Eif3j2	76.333333	0	272	0	0	0	186	0
Eif3j1	76.333333	0	272	0	0	0	186	0
Det1	76.333333	0	326	0	0	0	132	0
Cldnd2	76.333333	0	320	0	0	0	138	0
Cbl	76.333333	0	0	0	0	0	458	0
Tbc1d23	76.166667	0	254	0	0	0	203	0
Prkn	76.166667	0	143	0	0	0	314	0
Pacrg	76.166667	0	143	0	0	0	314	0
Myadm	76.166667	0	259	0	0	0	198	0
Cd3d	76.166667	0	327	0	0	0	130	0
Wdr26	76.000000	0	251	0	0	0	205	0
Themis2	76.000000	0	456	0	0	0	0	0
Nek1	76.000000	0	253	0	0	0	203	0
Hormad2	76.000000	0	456	0	0	0	0	0
Usp35	75.833333	0	298	0	0	0	157	0
Sidt2	75.833333	0	307	0	0	0	148	0
Psma1	75.833333	0	198	0	0	0	257	0
Ppp4c	75.833333	0	311	0	0	0	144	0
Kctd21	75.833333	0	298	0	0	0	157	0
Chka	75.833333	0	455	0	0	0	0	0
Zfp93	75.666667	0	454	0	0	0	0	0
Ubn1	75.666667	0	292	0	0	0	162	0
Tkfc	75.666667	0	302	0	0	0	152	0
Tctn1	75.666667	0	282	0	0	0	172	0
Scpep1	75.666667	0	241	0	0	0	213	0
Rpl11	75.666667	0	178	0	146	0	130	0
Riox1	75.666667	0	181	0	0	0	273	0
Pes1	75.666667	0	224	0	0	0	230	0
Glyr1	75.666667	0	292	0	0	0	162	0
Ddb1	75.666667	0	302	0	0	0	152	0
Ctdsp1	75.666667	0	330	0	0	0	124	0
Cdkn2aipnl	75.666667	0	253	0	0	0	201	0
Tmem39b	75.500000	0	296	0	0	0	157	0
Syk	75.500000	0	363	0	0	0	90	0
Senp8	75.500000	0	294	0	0	0	159	0
Rabep2	75.500000	0	320	0	0	0	133	0
Pitrm1	75.500000	0	327	0	0	0	126	0
Myo9a	75.500000	0	294	0	0	0	159	0
Glis1	75.500000	0	0	0	166	287	0	0
Faf1	75.500000	0	163	0	171	0	119	0
Dip2b	75.500000	0	336	0	0	117	0	0
Xlr3c	75.333333	0	0	0	0	0	452	0
Rap2c	75.333333	0	255	0	0	0	197	0
Jun	75.333333	0	452	0	0	0	0	0
Gli3	75.333333	0	0	0	270	182	0	0
Fam53b	75.333333	0	272	0	0	0	180	0
Eprs	75.333333	0	283	0	0	0	169	0
Cenpm	75.333333	0	292	0	0	0	160	0
Bcl9	75.333333	0	236	0	0	0	216	0
Atp13a2	75.333333	0	354	0	0	0	98	0
Vegfa	75.166667	0	253	0	0	91	107	0
Tnfsf15	75.166667	0	451	0	0	0	0	0
Smim5	75.166667	0	0	0	0	0	451	0
Rom1	75.166667	0	221	0	0	0	230	0
Pbx3	75.166667	0	331	0	0	0	120	0
Mthfr	75.166667	0	158	0	0	0	293	0
Larp1	75.166667	0	275	0	0	0	176	0
Inka1	75.166667	0	146	0	0	0	305	0
Eml3	75.166667	0	221	0	0	0	230	0
Clcn6	75.166667	0	158	0	0	0	293	0
C330018D20Rik	75.166667	0	0	0	0	0	451	0
Bnipl	75.166667	0	0	0	0	0	451	0
Wdr83os	75.000000	0	274	0	0	0	176	0
Wdr83	75.000000	0	274	0	0	0	176	0
Tomm20	75.000000	0	304	0	0	0	146	0
Slc23a3	75.000000	0	0	0	0	0	450	0
Mbd4	75.000000	0	266	0	0	0	184	0
Man2b1	75.000000	0	274	0	0	0	176	0
Ift122	75.000000	0	266	0	0	0	184	0
Fxyd5	75.000000	0	0	0	0	197	253	0
Cnppd1	75.000000	0	0	0	0	0	450	0
Tom1l1	74.833333	0	0	0	0	0	449	0
Nr1d2	74.833333	0	298	0	0	0	151	0
A530021J07Rik	74.833333	0	0	0	0	0	449	0
Slfn2	74.666667	0	331	0	0	0	117	0
Ncbp3	74.666667	0	256	0	0	0	192	0
Lcp1	74.666667	0	0	0	0	0	448	0
Laptm5	74.666667	0	233	0	0	0	215	0
Atp5g3	74.666667	0	253	0	0	0	195	0
Zfp580	74.500000	0	315	0	0	0	132	0
Zfp54	74.500000	0	262	0	0	0	185	0
Sema4b	74.500000	0	226	0	0	145	76	0
Rnf17	74.500000	0	0	0	0	104	343	0
Rhag	74.500000	0	0	0	0	0	447	0
Nr2c1	74.500000	0	229	0	101	0	117	0
Ndufa12	74.500000	0	249	0	0	0	198	0
Lin9	74.500000	0	447	0	0	0	0	0
Kdsr	74.500000	0	177	0	0	0	270	0
Cpsf6	74.500000	0	320	0	0	0	127	0
Atp6v1e1	74.500000	0	181	0	0	0	266	0
Wdr13	74.333333	0	270	0	0	0	176	0
Rpl22l1	74.333333	0	347	0	0	0	99	0
Ppp1ccb	74.333333	0	316	0	130	0	0	0
