Target_genes	Gata1|Average	SRX079887|Embryonic_erythroblasts	SRX079888|Embryonic_erythroblasts	SRX145055|Embryonic_erythroblasts	SRX3889813|Embryonic_erythroblasts	SRX3889814|Embryonic_erythroblasts	SRX145066|Embryonic_megakaryocytes	SRX6797012|Erythroblasts	SRX6797015|Erythroblasts	SRX6797018|Erythroblasts	SRX6797021|Erythroblasts	SRX6797024|Erythroblasts	SRX6797027|Erythroblasts	SRX6797030|Erythroblasts	SRX6797033|Erythroblasts	SRX6797036|Erythroblasts	SRX6797039|Erythroblasts	SRX744012|Erythroblasts	SRX744013|Erythroblasts	SRX744014|Erythroblasts	SRX744015|Erythroblasts	SRX10916763|Erythrocytes	SRX10916762|Erythroid_Cells	SRX18530072|Erythroid_Cells	SRX18530073|Erythroid_Cells	SRX18530074|Erythroid_Cells	SRX8785799|ES_cells	SRX8785800|ES_cells	SRX340954|FDCPmix	SRX340957|FDCPmix	SRX340962|FDCPmix	SRX340963|FDCPmix	SRX340966|FDCPmix	SRX340967|FDCPmix	SRX100316|G1E	SRX145061|G1E	SRX9519540|G1E	SRX9519541|G1E	SRX013185|G1E-ER4+E2	SRX10714839|G1E-ER4+E2	SRX10714840|G1E-ER4+E2	SRX130172|G1E-ER4+E2	SRX130174|G1E-ER4+E2	SRX145052|G1E-ER4+E2	SRX181742|G1E-ER4+E2	SRX181743|G1E-ER4+E2	SRX181744|G1E-ER4+E2	SRX181745|G1E-ER4+E2	SRX181748|G1E-ER4+E2	SRX181749|G1E-ER4+E2	SRX8820360|G1E-ER4+E2	SRX8820361|G1E-ER4+E2	SRX816546|G1ME	SRX816547|G1ME	SRX816548|G1ME	SRX4513890|HPC-7	SRX4513891|HPC-7	SRX140370|MEL	SRX188828|MEL	SRX3889826|MEL	SRX3889827|MEL	SRX015120|MEL86	SRX18530081|mESC_derived_erythroid_cells	SRX18530083|mESC_derived_erythroid_cells	SRX18530084|mESC_derived_erythroid_cells	SRX1035393|mESC_derived_haematopoietic_progenitor	SRX118001|mESC_derived_haematopoietic_progenitor	SRX118002|mESC_derived_haematopoietic_progenitor	SRX118003|mESC_derived_haematopoietic_progenitor	SRX118004|mESC_derived_haematopoietic_progenitor	SRX118005|mESC_derived_haematopoietic_progenitor	SRX1431659|mESC_derived_haematopoietic_progenitor	SRX298036|Ter119_Erythrocytes	STRING
Mcu	23.513889	0	0	0	189	189	0	0	0	0	0	0	0	112	267	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	127	165	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0
Pstk	23.500000	0	0	0	196	121	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	342	0	0	0	0	0	158	112	0	0	0	0	0	374	0	0	0	0	0	0	0	0	0
Ninj2	23.500000	0	0	0	336	214	0	0	0	0	145	0	190	0	123	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	172	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kansl1l	23.500000	0	0	0	168	422	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	213	0	0	0	0	0	0	378	0	0	0	0	0	0	136	0	0
Ap3s2	23.500000	0	0	0	199	102	0	0	0	0	0	0	0	0	180	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	211	137	0	0	0	0	302	0	0	0	0	0	0	0	0	0
Snx33	23.486111	0	0	0	227	0	0	56	0	0	0	0	0	99	157	93	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	0	126	0	0	0	0	264	0	0	0	0	0	0	0	0	0
Dzip3	23.486111	0	0	0	183	294	0	0	0	0	0	0	0	0	122	97	313	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0	0
Cip2a	23.486111	0	0	0	183	294	0	0	0	0	0	0	0	0	122	97	313	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0	0
Bok	23.486111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	629	716	257	0	0	0	0	89	0	0	0	0	0	0	0	0	0
Aaas	23.486111	0	0	0	111	228	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	289	270	177	0	0	0	268	0	0	0	0	0	0	0	0	0
Ccr4	23.472222	0	0	0	0	0	0	0	118	0	0	0	0	169	333	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	233	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agk	23.472222	0	0	0	316	138	0	0	0	0	0	0	0	0	130	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	141	132	0	0	0	433	0	0	0	0	0	0	0	0	0
Sar1b	23.458333	0	0	0	262	166	0	0	0	0	0	0	0	0	114	0	156	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	182	219	0	0	0	0	235	0	0	0	0	0	0	0	0	0
Tom1l2	23.444444	0	0	0	162	84	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	292	199	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0
Tiparp	23.444444	0	0	0	186	87	0	0	0	0	0	0	0	0	222	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	190	0	0	0	0	523	0	0	0	0	0	0	0	0	0
Snx17	23.444444	0	0	0	107	184	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	94	0	0	0	0	653	0	0	0	0	0	0	0	0	0
Metap1	23.444444	0	0	0	116	223	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	918	0	0	0	0	0	0	0	0	0
Macrod1	23.444444	0	0	0	0	0	0	271	0	170	291	241	310	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0
Eif2b4	23.444444	0	0	0	107	184	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	94	0	0	0	0	653	0	0	0	0	0	0	0	0	0
Drc3	23.444444	0	0	0	162	84	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	292	199	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0
Pcx	23.430556	0	0	0	271	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	139	0	0	0	0	0	622	0	0	0	0	0	0	0	0	0
Amy1	23.430556	0	0	0	0	0	0	0	194	233	317	273	421	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb2	23.416667	0	0	0	136	209	0	0	0	0	204	162	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	691	0	0	0	0	0	0	0	0	0
Rab2a	23.416667	0	0	0	465	548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	587	0	0	0	0	0	0	0	0	0
Heatr4	23.402778	0	0	0	136	0	0	0	167	0	334	344	168	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0
Chrac1	23.402778	0	0	0	133	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	649	0	0	0	0	0	0	311	0	0
Pigl	23.388889	0	0	0	127	153	0	0	0	0	0	0	0	139	0	0	152	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	160	134	0	0	0	0	210	0	0	0	0	0	0	0	0	0
Ncor1	23.388889	0	0	0	127	153	0	0	0	0	0	0	0	139	0	0	152	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	160	134	0	0	0	0	210	0	0	0	0	0	0	0	0	0
Fam124a	23.388889	0	0	0	99	0	0	0	0	219	304	210	260	0	0	329	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0
Zfp866	23.375000	0	0	0	203	455	0	0	0	0	0	0	0	0	97	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	504	0	0	0	0	0	0	0	0	0
Rabl6	23.375000	0	0	0	174	162	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	195	203	0	0	0	0	258	0	0	0	0	0	0	0	0	0
Gadd45gip1	23.375000	0	0	0	348	525	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	734	0	0	0	0	0	0	0	0	0
Resf1	23.361111	0	0	0	159	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	183	0	0	0	0	0	252	161	156	0	0	0	0	281	0	0	0	0	0	0	0	0	0
Armc7	23.361111	0	0	0	0	246	0	0	0	0	0	0	0	0	122	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495	410	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0
Zfp352	23.347222	0	0	0	0	0	0	91	154	114	204	178	240	195	188	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsga10	23.347222	0	0	0	245	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	841	0	0	0	0	0	0	0	0	0
Apobec4	23.347222	0	0	0	0	120	0	0	0	0	0	0	0	0	138	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	554	401	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrf1	23.333333	0	0	0	187	193	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	212	0	0	0	0	0	245	168	0	0	0	0	0	367	0	0	0	0	0	0	0	0	0
Gopc	23.333333	0	0	0	220	219	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	0	0	0	0	0	0	702	0	0	0	0	0	0	0	0	0
Hibch	23.319444	0	0	0	102	110	0	0	0	0	174	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	993	0	0	0	0	0	0	0	0	0
Gdf11	23.319444	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	478	198	0	0	0	0	146	0	0	0	0	0	0	0	0	0
Ms4a18	23.305556	0	0	0	0	138	0	176	166	171	236	258	168	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lsm14a	23.305556	0	0	0	341	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	211	0	0	0	0	0	0	553	0	0	0	0	0	0	0	0	0
Pla2g4e	23.291667	0	0	0	0	0	0	0	180	178	429	346	328	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmkn	23.291667	0	0	0	0	0	0	0	0	0	121	142	157	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	582	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0
Vmn1r54	23.277778	0	0	0	0	0	0	0	236	191	391	277	275	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caap1	23.263889	0	0	0	135	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	137	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	123	140	0	0	0	0	0	484	0	0	0	0	0	0	0	0	0
Zbtb44	23.250000	0	0	0	295	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	633	0	0	0	0	0	0	0	0	0
Wdr62	23.250000	0	0	0	254	714	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0
Olfr763	23.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	276	272	257	0	0	0	0	245	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amph	23.250000	0	0	0	0	0	0	0	0	0	130	178	223	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	204	0	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0
Sar1a	23.236111	0	0	0	170	136	0	0	0	0	0	0	0	164	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	85	0	0	0	0	928	0	0	0	0	0	0	0	0	0
Prkab2	23.236111	0	0	0	213	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	123	0	0	0	0	882	0	0	0	0	0	0	0	0	0
Olfr523	23.236111	0	0	0	0	0	0	0	167	244	458	277	233	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx37	23.236111	0	0	0	150	142	0	0	0	0	0	0	0	0	126	0	84	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	150	0	0	0	0	466	0	0	0	0	0	0	0	0	0
Chek1	23.236111	0	0	0	117	119	0	0	0	0	0	0	0	0	141	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	354	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0
Jph4	23.208333	0	0	0	0	0	0	0	90	0	0	0	0	357	251	475	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0
Rtf1	23.194444	0	0	0	437	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	141	0	102	0	0	0	0	511	0	0	0	0	0	0	0	0	0
Mamstr	23.180556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	90	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	146	0	0	0	0	672	107	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gem	23.180556	0	0	0	0	0	0	66	0	0	0	0	0	161	315	125	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	197	0	0	0	0	312	0	0	0	0	0	0	0	0	0
Trpc4ap	23.166667	0	0	0	163	159	0	0	0	0	0	0	0	116	95	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	215	0	0	0	0	0	408	0	0	0	0	0	0	0	0	0
Tmem190	23.166667	0	0	0	801	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0
Sil1	23.166667	0	0	0	194	188	0	0	0	0	0	0	0	0	115	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	109	123	0	0	0	0	538	0	0	0	0	0	0	0	0	0
Plcb3	23.166667	0	0	0	296	299	0	0	0	0	0	0	0	0	188	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	394	0	0	0	0	0	0	0	0	0
Il11	23.166667	0	0	0	801	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0
Eef2kmt	23.166667	0	0	0	302	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	883	0	0	0	0	0	0	0	0	0
Crip1	23.166667	0	0	0	92	206	0	0	0	0	0	0	0	114	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	129	0	0	0	0	657	0	0	0	0	0	0	0	0	0
Mios	23.152778	0	0	0	348	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	874	0	0	0	0	0	0	0	0	0
Mst1r	23.138889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	934	444	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7429	23.138889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	805	506	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdpf1	23.138889	0	0	0	191	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	125	201	0	0	0	0	592	0	0	0	0	0	0	0	0	0
Bmp10	23.138889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494	839	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20815	23.125000	0	0	0	0	0	0	0	180	306	317	382	275	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk4	23.125000	0	0	0	287	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	754	0	0	0	0	0	0	0	0	0
Slfn2	23.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	371	70	0	0	0	0	92	0	0	0	0	0	612	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ogdh	23.111111	0	0	0	180	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	288	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0
Krtap3-2	23.111111	0	0	0	0	0	0	96	225	285	144	224	195	0	0	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D16Ertd472e	23.111111	0	0	0	81	145	0	0	0	0	0	0	0	105	133	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	134	0	0	0	0	0	386	0	0	0	0	0	0	0	0	0
Stpg3	23.097222	0	0	0	156	0	0	0	0	0	0	0	0	132	162	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	164	0	0	0	0	525	0	0	0	0	0	0	0	0	0
Nelfb	23.097222	0	0	0	156	0	0	0	0	0	0	0	0	132	162	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	164	0	0	0	0	525	0	0	0	0	0	0	0	0	0
Spata31d1d	23.083333	0	0	0	316	318	0	0	0	0	0	0	0	0	179	115	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	166	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
