Target_genes	Smad3|Average	SRX14617681|CH12	SRX14617689|CH12	SRX14617690|CH12	SRX14617691|CH12	SRX14617703|CH12	SRX14617704|CH12	SRX9912241|CH12	SRX9912242|CH12	SRX2245993|Corpus_Striatum	SRX2245994|Corpus_Striatum	SRX2245995|Corpus_Striatum	SRX2245996|Corpus_Striatum	SRX5251393|Embryoid_Bodies	SRX5251394|Embryoid_Bodies	SRX130598|Embryonic_brains	SRX026254|ES_cells	SRX026255|ES_cells	SRX026256|ES_cells	SRX026257|ES_cells	SRX477547|ES_cells	SRX5251387|ES_cells	SRX1998723|MEF	SRX1998724|MEF	SRX1998725|MEF	SRX1998728|MEF	SRX1998729|MEF	SRX1998730|MEF	SRX15279811|TCMK-1	SRX3855869|Vascular_smooth_muscle_cells	SRX3855871|Vascular_smooth_muscle_cells	SRX3855877|Vascular_smooth_muscle_cells	SRX3855879|Vascular_smooth_muscle_cells	STRING
Dglucy	42.343750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	210	185	0	191	0	0	142	179	0	185	0
Ctr9	42.343750	92	0	0	0	0	79	207	0	0	0	0	0	165	328	201	0	171	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0
Zfp653	42.312500	187	0	0	0	100	187	130	0	0	0	0	0	166	194	217	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0
Spsb4	42.312500	151	0	0	0	0	80	0	0	0	0	0	0	300	364	156	0	0	0	94	0	209	0	0	0	0	0	0	0	0	0	0	0	0
Sh3rf3	42.312500	0	0	0	0	0	0	0	0	0	0	0	0	367	443	148	0	0	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0
Rgs2	42.312500	156	0	0	0	0	0	0	0	0	0	0	0	238	159	212	0	0	0	0	0	0	0	240	145	0	0	0	0	0	110	0	94	0
Maml1	42.312500	111	0	0	0	0	0	141	0	0	0	0	0	140	212	360	0	0	0	0	0	90	0	107	0	0	0	0	0	0	97	0	96	0
Guk1	42.312500	83	0	0	0	129	83	0	0	0	0	0	0	136	232	121	0	0	0	0	0	175	0	228	0	0	0	0	0	0	94	0	73	0
Fbxo33	42.312500	119	0	99	75	117	150	204	0	0	0	0	0	152	181	163	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0
Zfp64	42.281250	127	0	0	0	0	90	109	0	0	0	0	0	124	244	113	0	0	0	0	0	294	0	0	0	0	0	0	0	0	143	0	109	0
Zfp617	42.281250	142	0	0	105	125	117	115	0	0	0	0	0	0	160	132	0	0	0	0	0	133	0	84	0	0	0	0	0	69	73	0	98	0
Stil	42.281250	117	0	0	0	0	0	181	0	0	0	0	0	297	299	204	0	0	0	0	0	148	0	107	0	0	0	0	0	0	0	0	0	0
Rnf125	42.281250	94	0	0	0	87	0	118	0	0	0	0	0	182	316	0	0	164	0	104	0	184	0	104	0	0	0	0	0	0	0	0	0	0
Rnaseh2b	42.281250	273	0	173	151	241	211	213	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox20	42.281250	135	0	0	0	160	118	191	0	0	0	0	0	109	260	191	0	0	0	0	0	93	0	0	0	0	0	0	0	0	96	0	0	0
Cdk8	42.281250	139	0	0	0	93	119	165	0	0	0	0	0	176	260	86	0	0	0	0	0	126	0	189	0	0	0	0	0	0	0	0	0	0
Micu1	42.250000	0	0	0	0	0	0	0	0	0	0	0	0	276	359	273	0	0	0	165	0	183	0	0	0	0	0	0	0	0	96	0	0	0
Mef2d	42.250000	216	0	0	0	190	132	68	0	0	0	0	0	178	263	131	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0
Gmppa	42.250000	0	0	0	0	0	0	0	0	0	0	0	0	312	278	170	0	0	0	0	0	423	0	102	0	0	0	0	0	0	67	0	0	0
Gem	42.250000	252	0	0	0	111	206	0	0	0	0	0	0	186	311	128	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0
Dbp	42.250000	0	0	0	0	0	0	0	0	0	0	0	0	274	329	487	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0
Thop1	42.218750	64	0	0	0	0	83	116	0	0	0	0	0	350	192	383	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Nip7	42.218750	153	0	0	0	89	0	125	0	0	0	0	0	254	269	295	0	0	0	67	0	99	0	0	0	0	0	0	0	0	0	0	0	0
Msi1	42.218750	0	0	0	0	0	0	0	0	0	0	0	0	379	417	246	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0
Cog8	42.218750	153	0	0	0	89	0	125	0	0	0	0	0	254	269	295	0	0	0	67	0	99	0	0	0	0	0	0	0	0	0	0	0	0
Nubpl	42.187500	157	0	0	0	180	97	204	0	0	0	0	0	293	160	125	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0
Kpna4	42.187500	106	0	0	0	0	152	108	0	0	0	0	0	129	223	283	0	0	0	0	0	116	0	163	0	0	0	0	0	0	0	0	70	0
Ints9	42.187500	186	0	0	0	95	114	141	0	0	0	0	0	192	338	93	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Ints8	42.187500	147	0	0	0	0	90	146	0	0	0	0	0	162	200	162	0	0	0	0	0	113	0	102	82	0	0	0	0	0	146	0	0	0
Hpf1	42.187500	182	0	175	0	0	97	145	0	0	0	0	0	225	314	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmbox1	42.187500	186	0	0	0	95	114	141	0	0	0	0	0	192	338	93	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Farsa	42.187500	103	0	0	0	0	0	71	0	0	0	0	0	0	0	247	0	0	0	122	0	0	0	304	185	0	0	0	0	116	119	0	83	0
C1galt1	42.187500	214	0	0	0	161	183	0	0	0	0	0	0	250	281	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acer2	42.187500	94	0	0	0	0	120	150	0	0	0	0	0	296	429	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0
Xpnpep3	42.156250	153	0	0	0	80	98	234	0	0	0	0	0	160	266	157	0	0	0	100	0	101	0	0	0	0	0	0	0	0	0	0	0	0
Vps35l	42.156250	207	0	0	100	184	144	0	0	0	0	0	0	141	217	228	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0
St13	42.156250	153	0	0	0	80	98	234	0	0	0	0	0	160	266	157	0	0	0	100	0	101	0	0	0	0	0	0	0	0	0	0	0	0
Rpn2	42.156250	235	0	138	0	178	169	167	0	0	0	0	0	145	223	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0
Polr2b	42.156250	140	0	0	0	0	0	84	0	0	0	0	0	286	285	116	0	114	0	0	0	90	0	163	0	0	0	0	0	0	71	0	0	0
Noa1	42.156250	140	0	0	0	0	0	84	0	0	0	0	0	286	285	116	0	114	0	0	0	90	0	163	0	0	0	0	0	0	71	0	0	0
Ndrg4	42.156250	172	0	0	0	197	130	0	0	0	0	0	0	260	423	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0
Msi2	42.156250	157	0	0	0	94	96	141	0	0	0	0	0	206	343	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0
Mroh8	42.156250	235	0	138	0	178	169	167	0	0	0	0	0	145	223	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0
Gpaa1	42.156250	171	0	0	0	168	183	0	0	0	0	0	0	156	167	182	0	0	0	0	0	115	0	132	75	0	0	0	0	0	0	0	0	0
Exosc4	42.156250	171	0	0	0	168	183	0	0	0	0	0	0	156	167	182	0	0	0	0	0	115	0	132	75	0	0	0	0	0	0	0	0	0
Abi1	42.156250	117	0	0	0	0	0	105	0	0	0	0	0	110	248	172	0	0	0	0	0	91	0	106	156	0	0	0	0	0	145	0	99	0
Tymp	42.125000	290	0	158	94	156	153	167	0	0	0	0	0	73	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0
Txndc5	42.125000	123	0	0	0	93	116	187	0	0	0	0	0	173	246	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	85	0	0	0
Syt11	42.125000	139	0	0	0	191	133	0	0	0	0	0	0	140	281	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35e3	42.125000	99	0	0	0	115	118	129	0	0	0	0	0	205	265	225	0	0	0	0	0	112	0	80	0	0	0	0	0	0	0	0	0	0
Sco2	42.125000	290	0	158	94	156	153	167	0	0	0	0	0	73	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0
Ptk2	42.125000	100	0	0	0	164	0	0	0	0	0	0	0	226	174	107	0	0	0	0	0	210	0	0	0	0	0	0	0	95	136	0	136	0
Cul1	42.125000	170	0	0	0	151	135	235	0	0	0	0	0	151	289	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc74a	42.125000	155	0	0	0	0	205	0	0	0	0	0	0	144	440	182	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd52	42.125000	183	0	0	83	99	183	117	0	0	0	0	0	140	184	0	0	0	0	0	0	151	0	0	0	0	0	0	0	89	119	0	0	0
Siglecf	42.093750	221	0	0	0	304	190	0	0	0	0	0	0	149	207	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0
Kif1b	42.093750	179	0	0	0	0	71	183	0	0	0	0	0	271	372	172	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0
Atf7ip	42.093750	93	0	116	0	137	153	109	0	0	0	0	0	169	247	208	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0
Zfp628	42.062500	146	0	0	0	145	106	111	0	0	0	0	0	270	209	84	0	0	0	93	0	182	0	0	0	0	0	0	0	0	0	0	0	0
T	42.062500	0	0	0	0	0	0	0	0	0	0	0	0	389	438	0	0	80	0	0	0	439	0	0	0	0	0	0	0	0	0	0	0	0
Sucla2	42.062500	100	0	0	0	166	117	220	0	0	0	0	0	105	200	160	0	0	0	108	0	0	0	170	0	0	0	0	0	0	0	0	0	0
Plxnd1	42.062500	125	0	0	0	163	100	91	0	0	0	0	0	226	213	88	0	154	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0
Taf9	42.031250	120	0	98	0	141	157	209	0	0	0	0	0	193	215	100	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0
Rad51ap1	42.031250	152	0	0	0	147	159	94	0	0	0	0	0	321	312	0	0	0	0	82	0	78	0	0	0	0	0	0	0	0	0	0	0	0
Rad17	42.031250	120	0	98	0	141	157	209	0	0	0	0	0	193	215	100	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0
Rab11fip3	42.031250	83	0	0	0	0	130	0	0	0	0	0	0	151	240	0	0	109	0	0	0	131	0	196	0	0	0	0	0	76	102	0	127	0
Ppwd1	42.031250	97	0	68	0	132	91	156	0	0	0	0	0	183	162	234	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0
Gm867	42.031250	0	0	0	0	0	0	0	0	0	0	0	0	0	322	102	129	252	0	0	90	450	0	0	0	0	0	0	0	0	0	0	0	0
D6Wsu163e	42.031250	152	0	0	0	147	159	94	0	0	0	0	0	321	312	0	0	0	0	82	0	78	0	0	0	0	0	0	0	0	0	0	0	0
Cenpk	42.031250	97	0	68	0	132	91	156	0	0	0	0	0	183	162	234	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0
Atxn7	42.031250	202	0	0	0	72	178	125	0	0	0	0	0	227	262	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	124	0	0	0
Ak6	42.031250	120	0	98	0	141	157	209	0	0	0	0	0	193	215	100	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0
Siva1	42.000000	140	0	0	0	0	77	80	0	0	0	0	0	249	306	192	0	0	0	0	0	220	0	0	0	0	0	0	0	0	80	0	0	0
Rasl11b	42.000000	195	0	0	0	214	136	100	0	0	0	0	0	105	142	124	0	0	0	0	0	0	0	124	0	0	106	0	0	0	98	0	0	0
Gsk3b	42.000000	147	0	0	0	106	85	187	0	0	0	0	0	152	331	132	0	0	0	0	0	122	0	0	0	0	0	0	0	82	0	0	0	0
Faf2	42.000000	159	0	0	0	132	188	222	0	0	0	0	0	168	251	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Champ1	42.000000	244	0	113	97	139	172	152	0	0	0	0	0	127	195	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0
Zfp1	41.968750	167	0	0	0	217	138	149	0	0	0	0	0	203	263	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0
Ttc17	41.968750	106	0	0	0	0	78	355	0	0	0	0	0	151	148	122	0	0	0	0	0	65	0	122	0	0	121	0	0	0	75	0	0	0
Mturn	41.968750	0	0	0	0	0	123	112	0	0	0	0	0	417	555	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0
Cela1	41.968750	434	0	96	0	406	313	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata5	41.937500	138	0	91	0	135	182	122	0	0	0	0	0	169	213	96	0	0	0	120	0	76	0	0	0	0	0	0	0	0	0	0	0	0
Nudt6	41.937500	138	0	91	0	135	182	122	0	0	0	0	0	169	213	96	0	0	0	120	0	76	0	0	0	0	0	0	0	0	0	0	0	0
Yae1d1	41.906250	166	0	91	95	91	173	282	0	0	0	0	0	226	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab3d	41.906250	0	0	0	0	0	0	124	0	0	0	0	0	461	422	196	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0
Iqgap1	41.906250	82	0	0	0	0	99	126	0	0	0	0	0	198	262	147	0	0	0	65	0	83	0	140	0	0	0	0	0	139	0	0	0	0
Zfp202	41.875000	169	0	0	0	0	81	149	0	0	0	0	0	175	281	133	0	0	0	108	0	244	0	0	0	0	0	0	0	0	0	0	0	0
Timm10b	41.875000	123	0	0	101	94	136	197	0	0	0	0	0	177	217	0	0	0	0	0	0	148	0	147	0	0	0	0	0	0	0	0	0	0
Senp6	41.875000	102	0	0	0	108	136	202	0	0	0	0	0	166	486	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0
Rnf19a	41.875000	124	0	0	0	0	114	173	0	0	0	0	0	181	313	198	0	0	0	0	0	140	0	0	0	0	0	0	0	0	97	0	0	0
Nkx2-3	41.875000	0	0	0	0	0	0	0	0	0	0	0	0	585	239	0	0	0	0	0	0	516	0	0	0	0	0	0	0	0	0	0	0	0
Dctn4	41.875000	120	0	0	0	84	122	139	0	0	0	0	0	191	177	112	0	0	0	120	0	72	0	127	0	0	0	0	0	0	0	0	76	0
Carmil1	41.875000	134	0	0	0	94	153	212	0	0	0	0	0	169	313	67	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0
Arfip2	41.875000	123	0	0	101	94	136	197	0	0	0	0	0	177	217	0	0	0	0	0	0	148	0	147	0	0	0	0	0	0	0	0	0	0
Uba3	41.843750	152	0	0	0	0	0	0	0	0	0	0	0	244	237	288	0	0	0	0	0	103	0	115	106	0	94	0	0	0	0	0	0	0
Tbc1d15	41.843750	106	0	0	0	122	122	143	0	0	0	0	0	227	233	295	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0
Rab14	41.843750	121	0	0	0	101	116	111	0	0	0	0	0	212	259	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0
Ppig	41.843750	123	0	0	0	125	148	158	0	0	0	0	0	224	261	154	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Plcl2	41.843750	204	0	88	0	217	209	152	0	0	0	0	0	136	148	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0
Pacc1	41.843750	119	0	0	0	0	105	150	0	0	0	0	0	225	188	212	0	0	0	113	0	134	0	0	0	0	0	0	0	0	93	0	0	0
Galnt7	41.843750	108	0	0	0	180	134	136	0	0	0	0	0	180	246	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	95	0	0	0
Galnt2	41.843750	93	0	0	0	0	0	105	0	0	0	0	0	229	312	144	0	0	0	0	0	309	0	147	0	0	0	0	0	0	0	0	0	0
Stxbp1	41.812500	108	0	0	0	0	163	82	0	0	0	0	0	311	216	160	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0
Ckap5	41.812500	136	0	0	0	141	94	154	0	0	0	0	0	175	278	123	0	0	0	111	0	126	0	0	0	0	0	0	0	0	0	0	0	0
Cdadc1	41.812500	181	0	89	0	87	105	182	0	0	0	0	0	134	152	0	0	0	0	0	0	81	0	114	132	0	0	0	0	0	81	0	0	0
C1ql3	41.812500	0	0	0	0	0	0	0	0	0	0	0	0	412	442	0	0	0	0	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0
Acsl1	41.812500	107	0	0	0	137	95	106	0	0	0	0	0	238	233	242	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0
Tm2d3	41.781250	130	0	81	0	90	201	155	0	0	0	0	0	149	343	79	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0
Pum1	41.781250	173	0	0	181	0	144	170	0	0	0	0	0	217	205	0	0	0	0	0	0	132	0	115	0	0	0	0	0	0	0	0	0	0
Pgp	41.781250	166	0	0	0	0	116	152	0	0	0	0	0	274	334	134	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Mafb	41.781250	0	0	0	0	0	74	0	0	0	0	0	0	0	193	88	0	0	0	0	0	114	0	273	131	0	226	0	0	115	123	0	0	0
Tex9	41.750000	106	0	0	0	146	127	0	0	0	0	0	0	69	543	0	0	105	0	0	0	160	0	80	0	0	0	0	0	0	0	0	0	0
Stxbp5	41.750000	122	0	0	0	0	111	126	0	0	0	0	0	162	206	0	0	0	0	0	0	159	0	211	0	0	148	0	0	0	91	0	0	0
Skp2	41.750000	132	0	0	0	116	113	135	0	0	0	0	0	197	187	299	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0
Sephs2	41.750000	126	0	0	0	0	90	104	0	0	0	0	0	136	144	94	0	0	0	0	0	0	0	171	0	0	126	0	0	0	193	0	152	0
Rtf1	41.750000	94	0	0	0	0	0	155	0	0	0	0	0	325	431	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	153	0	78	0
Msln	41.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	165	266	143	130	0	464	0	0	0	0	0	0	0	0	0	0	0	0
Lmbrd2	41.750000	132	0	0	0	116	113	135	0	0	0	0	0	197	187	299	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0
Ggnbp2	41.750000	105	0	0	0	0	94	163	0	0	0	0	0	193	330	116	0	0	0	0	0	119	0	0	0	0	0	0	0	106	110	0	0	0
Dmap1	41.750000	209	0	82	0	96	175	99	0	0	0	0	0	222	152	194	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0
Dhodh	41.750000	149	0	0	0	76	140	116	0	0	0	0	0	127	242	201	0	0	0	0	0	87	0	101	0	0	0	0	0	0	97	0	0	0
Bahcc1	41.750000	0	0	0	0	0	0	0	0	0	0	0	0	252	420	246	0	0	0	202	0	216	0	0	0	0	0	0	0	0	0	0	0	0
Tomm5	41.718750	105	0	0	0	123	0	81	0	0	0	0	0	217	214	192	0	128	0	0	0	0	0	173	0	0	0	0	0	0	102	0	0	0
Tbc1d19	41.718750	240	0	0	0	132	193	237	0	0	0	0	0	119	192	0	0	0	0	0	0	113	0	109	0	0	0	0	0	0	0	0	0	0
Slc25a1	41.718750	100	0	81	0	0	0	163	0	0	0	0	0	205	341	114	0	121	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Shank1	41.718750	156	0	0	0	135	113	0	0	0	0	0	0	261	288	208	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0
Selenof	41.718750	89	0	0	0	115	0	189	0	0	0	0	0	214	119	215	0	0	0	0	0	0	0	147	0	0	0	0	0	0	119	0	128	0
Ppil3	41.718750	124	0	0	0	122	123	114	0	0	0	0	0	172	200	101	0	121	0	0	0	0	0	178	0	0	0	0	0	0	80	0	0	0
Nif3l1	41.718750	124	0	0	0	122	123	114	0	0	0	0	0	172	200	101	0	121	0	0	0	0	0	178	0	0	0	0	0	0	80	0	0	0
Hs2st1	41.718750	89	0	0	0	115	0	189	0	0	0	0	0	214	119	215	0	0	0	0	0	0	0	147	0	0	0	0	0	0	119	0	128	0
Hcfc2	41.718750	122	0	0	0	0	99	98	0	0	0	0	0	103	217	159	0	0	0	0	0	236	0	0	0	0	121	0	0	0	71	0	109	0
Ahdc1	41.718750	114	0	0	0	0	81	112	0	0	0	0	0	245	424	108	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0
Abcg1	41.718750	0	0	0	0	0	0	0	0	0	0	0	0	297	833	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0
Stard7	41.687500	75	0	0	0	0	0	153	0	0	0	0	0	261	185	122	0	0	0	0	0	129	0	190	0	0	0	0	0	84	135	0	0	0
Gadd45gip1	41.687500	198	0	190	156	89	104	190	0	0	0	0	0	91	93	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	106	0	0	0
Fignl1	41.687500	172	0	80	0	130	116	191	0	0	0	0	0	264	195	72	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0
4933430I17Rik	41.687500	0	0	0	0	0	0	0	0	0	0	0	0	448	395	241	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Uck2	41.656250	173	0	0	0	103	84	114	0	0	0	0	0	285	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0
Sae1	41.656250	98	0	0	0	0	94	138	0	0	0	0	0	290	186	179	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0
Rexo2	41.656250	202	0	0	0	130	193	186	0	0	0	0	0	118	130	236	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0
Atxn7l3	41.656250	127	0	0	0	0	0	0	0	0	0	0	0	243	258	162	0	0	0	126	0	239	0	0	0	0	0	0	0	0	86	0	92	0
Acbd6	41.656250	188	0	111	0	165	121	243	0	0	0	0	0	241	168	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abraxas1	41.656250	115	0	0	73	185	69	154	0	0	0	0	0	157	176	88	0	0	0	0	0	123	0	193	0	0	0	0	0	0	0	0	0	0
Slco4a1	41.625000	128	0	0	0	0	0	79	0	0	0	0	0	315	351	114	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0
Pomt2	41.625000	164	0	0	0	140	114	158	0	0	0	0	0	136	340	119	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Mbd2	41.625000	75	0	0	0	0	61	135	0	0	0	0	0	310	273	120	0	0	0	227	0	131	0	0	0	0	0	0	0	0	0	0	0	0
Gstz1	41.625000	164	0	0	0	140	114	158	0	0	0	0	0	136	340	119	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Cdv3	41.625000	107	0	0	0	78	105	134	0	0	0	0	0	223	256	188	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0
C2cd5	41.625000	157	0	0	0	104	75	108	0	0	0	0	0	195	262	112	0	0	0	152	0	89	0	78	0	0	0	0	0	0	0	0	0	0
Atg2a	41.625000	169	0	0	0	0	144	149	0	0	0	0	0	202	270	210	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0
1810037I17Rik	41.625000	127	0	0	0	108	130	138	0	0	0	0	0	295	321	131	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0
Snx13	41.593750	245	0	0	0	86	142	131	0	0	0	0	0	119	405	0	0	0	0	0	0	78	0	125	0	0	0	0	0	0	0	0	0	0
Shmt1	41.593750	83	0	0	0	0	0	191	0	0	0	0	0	202	297	142	0	0	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0	0
Scube3	41.593750	315	0	0	0	247	249	145	0	0	0	0	0	95	134	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Ripk2	41.593750	134	0	0	0	0	97	185	0	0	0	0	0	274	231	201	0	0	0	119	0	90	0	0	0	0	0	0	0	0	0	0	0	0
Pcgf3	41.593750	0	0	0	0	0	176	158	0	0	0	0	0	253	272	214	0	98	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0
Pam	41.593750	0	0	0	0	0	0	0	0	0	0	0	0	292	469	99	0	0	0	0	0	471	0	0	0	0	0	0	0	0	0	0	0	0
Stx7	41.562500	114	0	0	0	0	100	110	0	0	0	0	0	197	241	180	0	0	0	0	0	202	0	186	0	0	0	0	0	0	0	0	0	0
Map4	41.562500	90	0	0	0	161	0	201	0	0	0	0	0	140	322	198	0	0	0	0	0	109	0	109	0	0	0	0	0	0	0	0	0	0
Ppp3r1	41.531250	145	0	0	0	108	157	189	0	0	0	0	0	153	209	137	0	0	0	0	0	0	0	120	0	0	0	0	0	0	111	0	0	0
Polr2m	41.531250	160	0	123	0	163	226	170	0	0	0	0	0	126	152	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgap2	41.531250	186	0	0	0	128	151	296	0	0	0	0	0	171	304	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nup98	41.531250	186	0	0	0	128	151	296	0	0	0	0	0	171	304	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adcy6	41.531250	0	0	0	0	0	0	0	0	0	0	0	0	318	532	0	0	0	0	0	0	389	0	90	0	0	0	0	0	0	0	0	0	0
Gch1	41.500000	85	0	108	0	119	88	137	0	0	0	0	0	164	275	0	0	0	0	0	0	158	0	112	0	0	0	0	0	82	0	0	0	0
Fzd9	41.500000	100	0	0	0	0	102	0	0	0	0	0	0	202	393	167	0	0	0	140	0	146	0	78	0	0	0	0	0	0	0	0	0	0
Bag6	41.500000	105	0	127	0	93	115	145	0	0	0	0	0	205	227	191	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0
Apom	41.500000	105	0	127	0	93	115	145	0	0	0	0	0	205	227	191	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0
Zfp90	41.468750	124	0	0	0	103	236	196	0	0	0	0	0	153	270	164	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0
Trip13	41.468750	179	0	80	0	100	148	167	0	0	0	0	0	193	208	121	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0
Tiprl	41.468750	139	0	0	0	91	94	114	0	0	0	0	0	133	241	289	0	0	0	0	0	91	0	135	0	0	0	0	0	0	0	0	0	0
Snap29	41.468750	107	0	0	0	0	0	204	0	0	0	0	0	258	340	197	0	0	0	0	0	95	0	0	0	0	126	0	0	0	0	0	0	0
Shisa6	41.468750	0	0	0	0	0	0	0	0	0	0	0	0	410	342	0	0	0	0	0	0	575	0	0	0	0	0	0	0	0	0	0	0	0
Plekho2	41.468750	0	0	0	0	0	0	0	0	0	0	0	0	166	281	0	0	134	0	0	0	0	0	145	164	0	145	0	0	0	169	0	123	0
Pi4ka	41.468750	107	0	0	0	0	0	204	0	0	0	0	0	258	340	197	0	0	0	0	0	95	0	0	0	0	126	0	0	0	0	0	0	0
