Target_genes	FOXO1|Average	SRX1012536|B_cells	SRX1012537|B_cells	SRX7587157|Chondrocytes	SRX7587158|Chondrocytes	SRX7587159|Chondrocytes	SRX1048948|Endometrial_stromal_cells	SRX10475880|Hep_G2	SRX10475881|Hep_G2	SRX3230384|Hep_G2	SRX5548891|HUVEC	SRX5548892|HUVEC	SRX359830|LoVo	SRX9674621|Myoblasts	SRX9674623|Myoblasts	SRX9674625|Myoblasts	SRX5771936|OCI-LY1	SRX1735651|Pre-leukemia_stem_cells	SRX9674615|RH-30	SRX9674611|Rh-4	SRX9674613|Rh-4	SRX9674619|SMS-CTR	SRX7570799|SU-DHL-4	SRX7570800|SU-DHL-4	SRX7570801|SU-DHL-4	SRX9674617|Unclassified	STRING
NRROS	32.520000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	680	0	0	0	0	0	133	0	0	0
MED10	32.520000	0	0	0	0	0	0	111	111	0	0	120	0	0	0	0	0	471	0	0	0	0	0	0	0	0	0
GABRE	32.520000	0	0	0	0	0	147	107	245	0	0	0	0	0	200	114	0	0	0	0	0	0	0	0	0	0	0
DEF6	32.520000	0	0	0	0	0	0	320	229	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	82	0	0
CD1C	32.520000	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0	0	0	96	103	0	0	0
ZNF517	32.480000	0	0	0	0	0	0	98	0	413	0	106	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0
ZMYM6	32.480000	0	0	0	0	0	0	88	0	0	0	118	0	0	0	0	0	606	0	0	0	0	0	0	0	0	0
PGAM5	32.480000	0	0	0	0	0	0	123	108	0	0	147	0	0	0	0	0	434	0	0	0	0	0	0	0	0	0
NOS1AP	32.480000	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0	495	0	0	0	0	0	0	0	0	0
ENTPD8	32.480000	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	657	0	0	0	0	0	0	0	0	0
DNAJC12	32.480000	0	0	0	0	0	101	0	206	176	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0
DNAJA1	32.480000	0	0	0	0	0	138	126	111	0	0	107	0	0	124	95	0	111	0	0	0	0	0	0	0	0	0
CENPW	32.480000	0	0	0	0	0	185	216	201	0	0	103	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0
NOG	32.440000	0	0	0	0	0	0	135	0	0	0	120	0	0	170	0	0	197	0	189	0	0	0	0	0	0	0
JUN	32.440000	0	0	0	0	0	178	102	130	0	0	108	0	0	60	0	0	233	0	0	0	0	0	0	0	0	0
IFNAR1	32.440000	0	0	0	0	0	0	176	123	0	0	171	0	0	140	0	0	201	0	0	0	0	0	0	0	0	0
TRRAP	32.400000	0	0	0	0	0	0	92	98	0	0	135	0	0	0	0	0	485	0	0	0	0	0	0	0	0	0
SPTBN4	32.400000	0	0	0	0	0	101	0	154	0	0	156	0	0	0	0	0	224	0	0	0	0	0	0	175	0	0
RRAS2	32.400000	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	729	0	0	0	0	0	0	0	0	0
RASSF8	32.400000	0	0	0	0	0	155	0	0	0	0	0	0	0	310	159	0	186	0	0	0	0	0	0	0	0	0
OPN3	32.400000	0	0	0	0	0	172	0	0	0	0	144	0	0	0	0	0	494	0	0	0	0	0	0	0	0	0
MCM6	32.400000	0	0	0	0	0	0	62	0	0	0	98	0	0	221	113	0	0	0	193	123	0	0	0	0	0	0
LRRC37B	32.400000	0	0	0	0	0	0	213	168	0	0	0	0	0	0	0	0	429	0	0	0	0	0	0	0	0	0
H4C2	32.400000	0	0	0	0	0	0	241	215	149	0	0	0	0	94	111	0	0	0	0	0	0	0	0	0	0	0
DEPTOR	32.400000	0	0	0	0	0	0	179	110	0	0	142	0	0	0	0	0	0	0	0	0	0	210	169	0	0	0
CHML	32.400000	0	0	0	0	0	172	0	0	0	0	144	0	0	0	0	0	494	0	0	0	0	0	0	0	0	0
SNURF	32.360000	0	0	0	0	0	0	125	0	0	0	0	0	0	78	0	0	606	0	0	0	0	0	0	0	0	0
SNRPN	32.360000	0	0	0	0	0	0	125	0	0	0	0	0	0	78	0	0	606	0	0	0	0	0	0	0	0	0
SLC25A21	32.360000	0	0	0	0	0	0	403	274	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIMS1	32.360000	0	0	0	0	0	100	0	0	0	0	172	0	0	318	219	0	0	0	0	0	0	0	0	0	0	0
OGN	32.360000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	395	155	0	0
EMSY	32.360000	0	0	0	0	0	97	125	179	0	0	209	0	0	133	0	0	0	0	0	0	0	66	0	0	0	0
DPYSL5	32.360000	0	0	0	0	0	0	0	0	0	0	0	0	0	456	353	0	0	0	0	0	0	0	0	0	0	0
DNAJC11	32.360000	0	0	0	0	0	98	311	256	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC2	32.360000	0	0	0	0	0	124	0	0	0	0	161	0	0	110	0	0	414	0	0	0	0	0	0	0	0	0
HLA-DMB	32.320000	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	260	125	0	0
GAPDH	32.320000	0	0	0	0	0	0	102	126	0	0	0	0	0	0	0	0	580	0	0	0	0	0	0	0	0	0
FANCL	32.320000	0	0	0	0	0	0	279	268	0	0	105	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0
DHODH	32.320000	0	0	0	0	0	0	203	163	0	0	132	0	0	78	104	0	128	0	0	0	0	0	0	0	0	0
CPE	32.280000	0	0	0	0	0	0	205	173	0	0	154	0	0	0	0	0	275	0	0	0	0	0	0	0	0	401
PLOD1	32.280000	0	0	0	0	0	0	92	0	0	0	0	0	0	218	184	0	313	0	0	0	0	0	0	0	0	0
MGAT4A	32.280000	0	0	0	0	0	0	156	113	0	0	89	0	0	0	0	0	449	0	0	0	0	0	0	0	0	0
HADH	32.280000	0	0	0	0	0	0	159	104	0	0	193	0	0	95	0	0	145	0	0	0	0	0	0	111	0	0
EGR2	32.280000	186	0	0	0	0	0	80	0	0	0	168	0	0	245	0	0	128	0	0	0	0	0	0	0	0	0
TBC1D5	32.240000	0	0	0	0	0	0	113	0	0	0	162	0	0	0	0	0	531	0	0	0	0	0	0	0	0	0
NOL8	32.240000	0	0	0	0	0	0	210	126	0	0	263	0	0	106	0	0	101	0	0	0	0	0	0	0	0	0
MEGF9	32.240000	0	0	0	0	0	0	0	0	0	0	222	0	0	309	88	0	187	0	0	0	0	0	0	0	0	0
HDAC10	32.240000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	806	0	0	0	0	0	0	0	0	0
GALNT15	32.240000	0	0	0	0	0	241	129	148	0	0	0	0	0	131	157	0	0	0	0	0	0	0	0	0	0	0
C1orf127	32.240000	0	0	0	0	0	0	93	0	0	0	0	0	0	392	176	0	145	0	0	0	0	0	0	0	0	0
AP3D1	32.240000	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	607	0	0	0	0	0	0	0	0	0
ZNF543	32.200000	0	0	0	0	0	0	92	154	0	0	0	0	0	89	139	0	331	0	0	0	0	0	0	0	0	0
PTGER4	32.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	805	0	0	0	0	0	0	0	0	0
NANS	32.200000	0	0	0	0	0	0	189	81	0	0	116	0	0	213	0	0	206	0	0	0	0	0	0	0	0	0
MICAL2	32.200000	0	0	0	0	0	156	0	0	0	0	0	0	0	325	105	0	219	0	0	0	0	0	0	0	0	0
HEMGN	32.200000	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	220	95	0	0	0
GALE	32.200000	0	0	0	0	0	0	0	100	0	0	151	0	0	0	0	0	262	0	0	0	0	0	183	109	0	0
FAM219A	32.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	805	0	0	0	0	0	0	0	0	0
DNAI1	32.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	805	0	0	0	0	0	0	0	0	0
BRD1	32.200000	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	480	0	0	0	0	0	0	0	0	0
ATP5MC3	32.200000	0	0	0	0	0	0	228	350	145	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS26	32.160000	0	0	0	0	0	154	128	122	0	0	140	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0
RNASE4	32.160000	0	0	0	0	0	0	114	309	283	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MED11	32.160000	0	0	0	0	0	0	104	174	0	0	0	0	0	173	0	0	353	0	0	0	0	0	0	0	0	0
LCOR	32.160000	0	0	0	0	0	0	0	0	0	0	100	0	0	255	106	0	343	0	0	0	0	0	0	0	0	0
CHCHD2	32.160000	0	0	0	0	0	0	197	241	0	0	157	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0
ANG	32.160000	0	0	0	0	0	0	114	309	283	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JPT1	32.120000	0	0	0	0	0	0	274	112	0	0	149	0	0	81	0	0	187	0	0	0	0	0	0	0	0	0
GRM1	32.120000	0	0	0	0	0	0	464	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPS-CORT	32.120000	0	0	0	0	0	0	188	183	0	0	119	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0
CENPS	32.120000	0	0	0	0	0	0	188	183	0	0	119	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0
RTKN	32.080000	0	0	0	0	0	0	0	104	0	0	0	0	0	266	148	0	186	0	98	0	0	0	0	0	0	0
RB1	32.080000	140	0	0	0	0	0	0	0	0	0	187	0	0	100	0	0	171	0	90	0	0	0	114	0	0	0
TNC	32.040000	0	0	0	0	0	0	0	0	0	0	0	0	0	430	171	0	0	116	84	0	0	0	0	0	0	0
TLR10	32.040000	0	0	0	0	0	0	0	201	0	0	128	0	0	205	0	0	267	0	0	0	0	0	0	0	0	0
SNX24	32.040000	0	0	0	0	0	0	0	0	0	0	242	0	0	262	0	0	297	0	0	0	0	0	0	0	0	0
PTPN7	32.040000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0	0	0	0	204	0	165	0	0
KLK15	32.040000	0	0	0	0	0	0	123	0	0	0	0	0	0	498	180	0	0	0	0	0	0	0	0	0	0	0
DBP	32.040000	0	0	0	0	0	0	93	0	0	0	0	0	0	278	190	0	144	0	0	0	0	0	96	0	0	0
AEBP2	32.040000	0	0	0	0	0	0	334	156	0	0	164	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0
SLC37A3	32.000000	0	0	0	0	0	291	170	126	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0
SHBG	32.000000	0	0	0	0	0	0	0	124	0	0	97	0	0	114	0	0	465	0	0	0	0	0	0	0	0	0
SEMA4C	32.000000	0	0	0	0	0	0	153	200	0	0	70	0	0	0	0	0	377	0	0	0	0	0	0	0	0	0
MYO5A	32.000000	0	0	0	0	0	0	0	0	0	0	101	0	0	93	98	0	508	0	0	0	0	0	0	0	0	0
LOX	32.000000	0	0	0	0	0	159	0	228	151	0	167	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0
KLHL29	32.000000	0	0	0	0	0	0	0	0	0	0	71	0	0	591	138	0	0	0	0	0	0	0	0	0	0	0
DNM2	32.000000	0	0	0	0	0	0	87	126	0	0	190	0	0	0	0	0	279	0	0	0	0	0	118	0	0	0
CPNE3	32.000000	98	0	0	0	0	105	146	172	0	0	112	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0
CISD2	32.000000	0	0	0	0	0	0	152	115	0	0	0	0	0	132	0	0	401	0	0	0	0	0	0	0	0	0
ZBTB7C	31.960000	0	0	0	0	0	0	0	0	0	0	134	0	0	357	173	0	135	0	0	0	0	0	0	0	0	0
MYO9B	31.960000	0	0	0	0	0	187	0	0	0	0	75	0	0	0	0	0	284	0	0	0	0	161	0	92	0	0
HAUS8	31.960000	0	0	0	0	0	187	0	0	0	0	75	0	0	0	0	0	284	0	0	0	0	161	0	92	0	0
GALNT3	31.960000	0	0	0	0	0	0	89	0	0	0	89	0	0	0	0	0	621	0	0	0	0	0	0	0	0	0
CNTLN	31.960000	0	0	0	0	0	0	143	0	0	0	221	0	0	154	64	0	217	0	0	0	0	0	0	0	0	0
B3GNT3	31.960000	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	598	0	0	0	0	0	0	0	0	0
XPA	31.920000	0	0	0	0	0	0	106	99	0	0	117	0	0	71	0	0	405	0	0	0	0	0	0	0	0	0
TPBG	31.920000	0	0	0	0	0	0	91	0	0	0	95	0	0	0	0	0	612	0	0	0	0	0	0	0	0	0
RPL35	31.920000	0	0	0	0	0	0	85	138	0	0	115	0	0	96	179	0	185	0	0	0	0	0	0	0	0	0
PRR14	31.920000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	798	0	0	0	0	0	0	0	0	0
PHF7	31.920000	0	0	0	0	0	0	177	163	0	0	0	0	0	169	0	0	289	0	0	0	0	0	0	0	0	0
PAK1IP1	31.920000	0	0	0	0	0	120	161	100	0	0	221	0	0	84	0	0	0	0	0	0	0	112	0	0	0	0
MTRF1L	31.920000	0	0	0	0	0	0	209	116	0	0	178	0	0	169	0	0	126	0	0	0	0	0	0	0	0	0
C6orf52	31.920000	0	0	0	0	0	120	161	100	0	0	221	0	0	84	0	0	0	0	0	0	0	112	0	0	0	0
BAP1	31.920000	0	0	0	0	0	0	177	163	0	0	0	0	0	169	0	0	289	0	0	0	0	0	0	0	0	0
ARPC5L	31.920000	0	0	0	0	0	0	85	138	0	0	115	0	0	96	179	0	185	0	0	0	0	0	0	0	0	0
ZMYM5	31.880000	0	0	0	0	0	0	80	77	0	0	101	0	0	0	0	0	468	0	71	0	0	0	0	0	0	0
SLC25A4	31.880000	0	0	0	0	0	0	225	183	0	0	159	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0
PABPN1	31.880000	0	0	0	0	0	0	174	194	102	0	0	0	0	229	0	0	98	0	0	0	0	0	0	0	0	0
KLF5	31.880000	0	0	0	0	0	232	169	100	0	0	117	0	0	71	0	0	0	0	0	0	0	108	0	0	0	0
H2BC7	31.880000	0	0	0	0	0	126	191	205	0	0	100	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0
EVPLL	31.880000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	797	0	0	0	0	0	0	0	0	0
BAG3	31.880000	0	0	0	0	0	0	111	0	0	0	0	0	0	137	0	0	549	0	0	0	0	0	0	0	0	0
CHRFAM7A	31.840000	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	719	0	0	0	0	0	0	0	0	0
ANXA5	31.840000	0	0	0	0	0	0	79	0	0	0	157	0	0	84	0	0	476	0	0	0	0	0	0	0	0	0
ZNF396	31.800000	0	0	0	0	0	0	133	0	0	0	152	0	0	0	0	0	510	0	0	0	0	0	0	0	0	0
UBAP1	31.800000	0	0	0	0	0	0	110	165	0	0	180	0	0	121	0	0	219	0	0	0	0	0	0	0	0	0
SELENOK	31.800000	0	0	0	0	0	173	97	75	0	0	147	0	0	202	0	0	0	0	0	0	0	0	101	0	0	0
PADI3	31.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	317	150	0	328	0	0	0	0	0	0	0	0	0
BRPF3	31.800000	0	0	0	0	0	0	131	108	0	0	0	0	0	0	0	0	556	0	0	0	0	0	0	0	0	0
ZNF800	31.760000	0	0	0	0	0	0	141	0	0	0	176	0	0	0	0	0	477	0	0	0	0	0	0	0	0	0
ZNF226	31.760000	0	0	0	0	0	172	0	238	0	0	245	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0
ZNF138	31.760000	0	0	0	0	0	0	94	121	0	0	0	0	0	287	115	0	177	0	0	0	0	0	0	0	0	0
UTP4	31.760000	0	0	0	0	0	0	295	208	0	0	0	0	0	115	0	0	176	0	0	0	0	0	0	0	0	0
TNXB	31.760000	0	0	0	0	0	215	262	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPTIN1	31.760000	0	0	0	0	0	0	111	0	0	0	113	0	0	0	0	0	570	0	0	0	0	0	0	0	0	0
QTRT1	31.760000	0	0	0	0	0	0	110	104	0	0	0	0	0	292	0	0	288	0	0	0	0	0	0	0	0	0
KAT5	31.760000	0	0	0	0	0	104	218	152	0	0	143	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0
INPP5D	31.760000	0	0	0	0	0	0	166	514	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0
GPN2	31.760000	0	0	0	0	0	0	217	102	0	0	107	0	0	231	137	0	0	0	0	0	0	0	0	0	0	0
EIF3L	31.760000	0	0	0	0	0	0	103	130	0	0	152	0	0	119	0	0	290	0	0	0	0	0	0	0	0	0
EDEM1	31.760000	0	0	0	0	0	0	179	404	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DERPC	31.760000	0	0	0	0	0	0	295	208	0	0	0	0	0	115	0	0	176	0	0	0	0	0	0	0	0	0
DENND11	31.760000	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	492	0	0	0	0	0	0	0	0	0
DCAF1	31.760000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	794	0	0	0	0	0	0	0	0	0
CHTF8	31.760000	0	0	0	0	0	0	295	208	0	0	0	0	0	115	0	0	176	0	0	0	0	0	0	0	0	0
ANKRD54	31.760000	0	0	0	0	0	0	103	130	0	0	152	0	0	119	0	0	290	0	0	0	0	0	0	0	0	0
UTP14C	31.720000	0	0	0	0	0	0	134	270	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST8SIA6	31.720000	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	671	0	0	0	0	0	0	0	0	0
NRDE2	31.720000	0	0	0	0	0	0	103	97	66	0	107	0	0	0	0	0	420	0	0	0	0	0	0	0	0	0
IDH3B	31.720000	0	0	0	0	0	159	369	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC186	31.720000	0	0	0	0	0	0	148	135	0	0	186	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0
RHOT1	31.680000	0	0	0	0	0	0	113	0	0	0	0	0	0	127	0	0	552	0	0	0	0	0	0	0	0	0
RASGRP4	31.680000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	792	0	0	0	0	0	0	0	0	0
POPDC3	31.680000	0	0	0	0	0	145	0	0	0	0	266	0	0	0	0	0	258	0	123	0	0	0	0	0	0	0
FADS3	31.680000	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	531	0	0	0	0	0	0	0	0	0
COIL	31.680000	0	0	0	0	0	0	167	186	0	0	183	0	0	139	0	0	0	0	0	117	0	0	0	0	0	0
CLN5	31.680000	0	0	0	0	0	0	198	150	0	0	223	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0
ATXN1L	31.680000	0	0	0	0	0	0	283	303	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0
VAMP7	31.640000	0	0	0	0	0	0	147	152	0	0	113	0	0	0	0	0	0	0	0	0	0	171	101	107	0	0
SLC41A2	31.640000	0	0	0	0	0	148	76	91	0	0	99	0	0	127	0	0	250	0	0	0	0	0	0	0	0	0
PYCR1	31.640000	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	385	266	0	0	0	0	0	0
PRKN	31.640000	0	0	0	0	0	112	183	194	0	0	226	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0
PDCD6IP	31.640000	0	0	0	0	0	109	171	115	0	0	230	0	0	70	0	0	0	0	0	0	0	96	0	0	0	0
PACRG	31.640000	0	0	0	0	0	112	183	194	0	0	226	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0
GRK1	31.640000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	791	0	0	0	0	0	0	0	0	0
FAM83G	31.600000	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	568	0	0	0	0	0	0	0	0	0
DICER1	31.600000	0	0	0	0	0	0	124	83	0	0	125	0	0	227	134	0	0	0	97	0	0	0	0	0	0	0
ANKRD1	31.600000	0	0	0	0	0	0	144	422	97	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0
TMEM42	31.560000	0	0	0	0	0	0	170	105	0	0	251	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0
TLCD1	31.560000	0	0	0	0	0	0	89	0	0	0	86	0	0	169	119	0	326	0	0	0	0	0	0	0	0	0
SIGLEC9	31.560000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	789	0	0	0	0	0	0	0	0	0
RPL9	31.560000	0	0	0	0	0	0	221	152	117	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL38	31.560000	0	0	0	0	0	116	223	169	89	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0
PEX5	31.560000	0	0	0	0	0	0	0	0	0	0	91	0	0	219	0	0	411	0	0	0	0	68	0	0	0	0
PELP1	31.560000	0	0	0	0	0	0	148	119	0	0	85	0	0	0	0	0	437	0	0	0	0	0	0	0	0	0
NEK8	31.560000	0	0	0	0	0	0	89	0	0	0	86	0	0	169	119	0	326	0	0	0	0	0	0	0	0	0
NDFIP1	31.560000	0	0	0	0	0	0	130	133	0	0	270	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0
LIAS	31.560000	0	0	0	0	0	0	221	152	117	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGO2	31.520000	0	0	0	0	0	0	161	144	0	0	169	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0
P2RY10	31.520000	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	166	132	128	0	0
LOC101928120	31.520000	0	0	0	0	0	0	161	144	0	0	169	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0
ANAPC1	31.520000	0	0	0	0	0	0	175	97	0	0	0	0	0	0	0	0	516	0	0	0	0	0	0	0	0	0
SUMO1	31.480000	0	0	0	0	0	0	222	279	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATS2L	31.480000	0	0	0	0	0	0	186	135	107	0	149	0	0	0	0	0	85	0	125	0	0	0	0	0	0	0
RPP38	31.480000	0	0	0	0	0	0	232	167	0	0	168	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0
LRRC43	31.480000	0	0	0	0	0	0	0	0	0	0	0	0	0	343	156	0	288	0	0	0	0	0	0	0	0	0
GPR6	31.480000	0	0	0	0	0	0	248	154	0	0	0	0	0	157	148	0	80	0	0	0	0	0	0	0	0	0
DOP1A	31.480000	0	0	0	0	0	0	231	156	0	0	250	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0
CFAP54	31.480000	0	0	0	0	0	266	188	189	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC7	31.480000	0	0	0	0	0	196	138	0	0	0	236	0	0	129	88	0	0	0	0	0	0	0	0	0	0	0
TYMP	31.440000	0	0	0	0	0	0	138	152	0	0	0	0	0	0	0	0	496	0	0	0	0	0	0	0	0	0
TMCO1	31.440000	0	0	0	0	0	165	140	74	0	0	0	0	0	128	0	0	279	0	0	0	0	0	0	0	0	0
SLC4A1	31.440000	0	0	0	0	0	0	0	0	0	0	0	0	0	200	434	0	0	152	0	0	0	0	0	0	0	0
SCO2	31.440000	0	0	0	0	0	0	138	152	0	0	0	0	0	0	0	0	496	0	0	0	0	0	0	0	0	0
RRP12	31.440000	0	0	0	0	0	0	81	88	0	0	81	0	0	0	0	0	0	0	0	0	0	191	246	99	0	0
PDCD4	31.440000	0	0	0	0	0	0	130	124	0	0	144	0	0	141	121	0	126	0	0	0	0	0	0	0	0	0
MRPS35	31.440000	0	0	0	0	0	100	272	172	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLB1L3	31.440000	0	0	0	0	0	0	201	448	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCL1	31.440000	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	709	0	0	0	0	0	0	0	0	0
TMED7-TICAM2	31.400000	0	0	0	0	0	0	167	144	0	0	124	0	0	127	0	0	223	0	0	0	0	0	0	0	0	0
TMED7	31.400000	0	0	0	0	0	0	167	144	0	0	124	0	0	127	0	0	223	0	0	0	0	0	0	0	0	0
DCBLD2	31.400000	0	0	0	0	0	158	115	108	0	0	170	0	0	114	0	0	120	0	0	0	0	0	0	0	0	0
CYS1	31.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	212	315	84	0	0
COMMD10	31.400000	0	0	0	0	0	0	190	0	0	0	121	0	0	260	110	0	104	0	0	0	0	0	0	0	0	0
TTLL7	31.360000	0	0	0	0	0	0	119	0	0	0	196	0	0	0	0	0	349	0	120	0	0	0	0	0	0	0
PIGH	31.360000	0	0	0	0	0	0	141	154	0	0	137	0	0	149	0	0	91	0	112	0	0	0	0	0	0	0
LARS1	31.360000	0	0	0	0	0	96	119	173	0	0	90	0	0	172	0	0	0	0	0	0	0	134	0	0	0	0
CCDC14	31.360000	0	0	0	0	0	0	100	138	0	0	0	0	0	331	133	0	0	0	82	0	0	0	0	0	0	0
ARTN	31.360000	0	0	0	0	0	0	0	0	0	0	0	0	0	585	199	0	0	0	0	0	0	0	0	0	0	0
POM121	31.320000	0	0	0	0	0	0	152	89	0	0	0	0	0	0	0	0	542	0	0	0	0	0	0	0	0	0
PLPPR2	31.320000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	783	0	0	0	0	0	0	0	0	0
PAPOLA	31.320000	0	0	0	0	0	0	135	0	0	0	126	0	0	0	0	0	252	0	0	0	0	173	97	0	0	0
NANOS3	31.320000	0	0	0	0	0	157	100	124	0	0	0	0	0	0	0	0	402	0	0	0	0	0	0	0	0	0
MSANTD4	31.320000	0	0	0	0	0	0	135	118	0	0	136	0	0	175	219	0	0	0	0	0	0	0	0	0	0	0
C20orf144	31.320000	0	0	0	0	0	0	107	204	0	0	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0	0
ZDHHC24	31.280000	0	0	0	0	0	0	86	0	0	0	243	0	0	0	0	0	453	0	0	0	0	0	0	0	0	0
TMEM217	31.280000	0	0	0	0	0	0	165	160	0	0	0	0	0	0	0	0	457	0	0	0	0	0	0	0	0	0
TBC1D22B	31.280000	0	0	0	0	0	0	165	160	0	0	0	0	0	0	0	0	457	0	0	0	0	0	0	0	0	0
SLC22A31	31.280000	0	0	0	0	0	0	251	190	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0
SFRP4	31.280000	0	0	0	0	0	0	80	0	0	0	72	0	0	0	0	0	315	0	208	107	0	0	0	0	0	0
RIC8B	31.280000	0	0	0	0	0	133	142	144	0	0	119	0	0	157	87	0	0	0	0	0	0	0	0	0	0	0
OSBPL5	31.280000	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	619	0	0	0	0	0	0	0	0	0
KLHL18	31.280000	0	0	0	0	0	163	153	123	0	0	231	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0
KIF9	31.280000	0	0	0	0	0	163	153	123	0	0	231	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0
EPDR1	31.280000	0	0	0	0	0	0	80	0	0	0	72	0	0	0	0	0	315	0	208	107	0	0	0	0	0	0
ACTN3	31.280000	0	0	0	0	0	0	86	0	0	0	243	0	0	0	0	0	453	0	0	0	0	0	0	0	0	0
